Degree,ID,Curriculum,Field of studies,ECTS Credits,Semester,Link
66 TUM Skills Excellence Program mit Zertifikat,4979,TUM Skills Excellence Program (SoLS Ernährung) (kA/20211),Haushalts- und Ernährungswissenschaft,30,2,https://campus.tum.de/wbstpcs.showSpoTree?pStStudiumNr=&pSJNr=1621&pStpStpNr=4979&pStartSemester=
66 TUM Skills Excellence Program mit Zertifikat,4977,TUM Skills Excellence Program (SoLS Forst) (kA/20211),"Forstwissenschaft, -wirtschaft",30,2,https://campus.tum.de/wbstpcs.showSpoTree?pStStudiumNr=&pSJNr=1621&pStpStpNr=4977&pStartSemester=
66 TUM Skills Excellence Program mit Zertifikat,4978,TUM Skills Excellence Program (SoLS Landschaft) (kA/20211),Landespflege/Landschaftsgestaltung,30,2,https://campus.tum.de/wbstpcs.showSpoTree?pStStudiumNr=&pSJNr=1621&pStpStpNr=4978&pStartSemester=
66 TUM Skills Excellence Program mit Zertifikat,4970,TUM Skills Excellence Program (TUM School of Education) (kA/20211),Erziehungswissenschaft (Pädagogik),,2,https://campus.tum.de/wbstpcs.showSpoTree?pStStudiumNr=&pSJNr=1621&pStpStpNr=4970&pStartSemester=
66 TUM Skills Excellence Program mit Zertifikat,4981,TUM Skills Excellence Program (TUM School of Engineering and Design) (kA/20211),Interdisziplinäre Studien (Schwerpunkt Ingenieurwissenschaften),,2,https://campus.tum.de/wbstpcs.showSpoTree?pStStudiumNr=&pSJNr=1621&pStpStpNr=4981&pStartSemester=
66 TUM Skills Excellence Program mit Zertifikat,4971,TUM Skills Excellence Program (TUM School of Governance) (kA/20211),Politikwissenschaft,30,2,https://campus.tum.de/wbstpcs.showSpoTree?pStStudiumNr=&pSJNr=1621&pStpStpNr=4971&pStartSemester=
66 TUM Skills Excellence Program mit Zertifikat,4974,TUM Skills Excellence Program (TUM School of Management Heilbronn) (kA/20211; sb bis 30.09.2050),Wirtschaftswissenschaften,,2,javascript:alert('Details zum Curriculum sind im Studiensekretariat der betreuenden School zu erfragen.');
66 TUM Skills Excellence Program mit Zertifikat,4973,TUM Skills Excellence Program (TUM School of Management München) (kA/20211; sb bis 30.09.2050),Wirtschaftswissenschaften,,2,https://campus.tum.de/wbstpcs.showSpoTree?pStStudiumNr=&pSJNr=1621&pStpStpNr=4973&pStartSemester=
67 Fortführung der Immatrikulation nach erfolgreichem Abschluss,5150,TUM Campus Straubing (kA/20221),Biotechnologie,,2,javascript:alert('Details zum Curriculum sind im Studiensekretariat der betreuenden School zu erfragen.');
67 Fortführung der Immatrikulation nach erfolgreichem Abschluss,5151,TUM School of CIT (Elektro-/Info.techn.)  (kA/20221),Elektrotechnik/Elektronik,,2,javascript:alert('Details zum Curriculum sind im Studiensekretariat der betreuenden School zu erfragen.');
67 Fortführung der Immatrikulation nach erfolgreichem Abschluss,5152,TUM School of CIT (Informatik) (kA/20221),Informatik,,2,javascript:alert('Details zum Curriculum sind im Studiensekretariat der betreuenden School zu erfragen.');
67 Fortführung der Immatrikulation nach erfolgreichem Abschluss,5153,TUM School of CIT (Mathematik) (kA/20221),Mathematik,,2,javascript:alert('Details zum Curriculum sind im Studiensekretariat der betreuenden School zu erfragen.');
67 Fortführung der Immatrikulation nach erfolgreichem Abschluss,5155,TUM School of ED (Allg. Ingenieurwi.) (kA/20221),Interdisziplinäre Studien (Schwerpunkt Ingenieurwissenschaften),,2,javascript:alert('Details zum Curriculum sind im Studiensekretariat der betreuenden School zu erfragen.');
67 Fortführung der Immatrikulation nach erfolgreichem Abschluss,5156,TUM School of ED (Architektur) (kA/20221),Architektur,,2,javascript:alert('Details zum Curriculum sind im Studiensekretariat der betreuenden School zu erfragen.');
67 Fortführung der Immatrikulation nach erfolgreichem Abschluss,5157,TUM School of ED (Bauing.) (kA/20221),Bauingenieurwesen/Ingenieurbau,,2,javascript:alert('Details zum Curriculum sind im Studiensekretariat der betreuenden School zu erfragen.');
67 Fortführung der Immatrikulation nach erfolgreichem Abschluss,5158,TUM School of ED (Geodäsie) (kA/20221),Vermessungswesen (Geodäsie),,2,javascript:alert('Details zum Curriculum sind im Studiensekretariat der betreuenden School zu erfragen.');
67 Fortführung der Immatrikulation nach erfolgreichem Abschluss,5159,TUM School of ED (Geowiss.) (kA/20221),Geowissenschaften,,2,javascript:alert('Details zum Curriculum sind im Studiensekretariat der betreuenden School zu erfragen.');
67 Fortführung der Immatrikulation nach erfolgreichem Abschluss,5154,TUM School of ED (Landschaftsarch.) (kA/20221),Landespflege/Landschaftsgestaltung,,2,javascript:alert('Details zum Curriculum sind im Studiensekretariat der betreuenden School zu erfragen.');
67 Fortführung der Immatrikulation nach erfolgreichem Abschluss,5160,"TUM School of ED (Luft-, Raumfahrt) (kA/20221)",Luft- und Raumfahrttechnik,,2,javascript:alert('Details zum Curriculum sind im Studiensekretariat der betreuenden School zu erfragen.');
67 Fortführung der Immatrikulation nach erfolgreichem Abschluss,5161,TUM School of ED (Maschinenwesen) (kA/20221),Maschinenbau/-wesen,,2,javascript:alert('Details zum Curriculum sind im Studiensekretariat der betreuenden School zu erfragen.');
67 Fortführung der Immatrikulation nach erfolgreichem Abschluss,5162,TUM School of LS (Agrar- und Gartenb.) (kA/20221),Agrarwissenschaft/Landwirtschaft,,2,javascript:alert('Details zum Curriculum sind im Studiensekretariat der betreuenden School zu erfragen.');
67 Fortführung der Immatrikulation nach erfolgreichem Abschluss,5163,TUM School of LS (Biowissenschaften) (kA/20221),Biologie,,2,javascript:alert('Details zum Curriculum sind im Studiensekretariat der betreuenden School zu erfragen.');
67 Fortführung der Immatrikulation nach erfolgreichem Abschluss,5164,TUM School of LS (Brau-/Lebensmittel.) (kA/20221),Brauwesen/Getränketechnologie,,2,javascript:alert('Details zum Curriculum sind im Studiensekretariat der betreuenden School zu erfragen.');
67 Fortführung der Immatrikulation nach erfolgreichem Abschluss,5165,TUM School of LS (Ernährungswi.) (kA/20221),Haushalts- und Ernährungswissenschaft,,2,javascript:alert('Details zum Curriculum sind im Studiensekretariat der betreuenden School zu erfragen.');
67 Fortführung der Immatrikulation nach erfolgreichem Abschluss,5166,TUM School of LS (Forstwiss./Ressourcen) (kA/20221),"Forstwissenschaft, -wirtschaft",,2,javascript:alert('Details zum Curriculum sind im Studiensekretariat der betreuenden School zu erfragen.');
67 Fortführung der Immatrikulation nach erfolgreichem Abschluss,5167,TUM School of LS (Landschaftsarch.) (kA/20221),Landespflege/Landschaftsgestaltung,,2,javascript:alert('Details zum Curriculum sind im Studiensekretariat der betreuenden School zu erfragen.');
67 Fortführung der Immatrikulation nach erfolgreichem Abschluss,5168,TUM School of LS (Lebensmittelchemie) (kA/20221),Lebensmittelchemie,,2,javascript:alert('Details zum Curriculum sind im Studiensekretariat der betreuenden School zu erfragen.');
67 Fortführung der Immatrikulation nach erfolgreichem Abschluss,5169,TUM School of LS (Naturschutz)  (kA/20221),Naturschutz,,2,javascript:alert('Details zum Curriculum sind im Studiensekretariat der betreuenden School zu erfragen.');
67 Fortführung der Immatrikulation nach erfolgreichem Abschluss,5170,TUM School of MGT (Heilbronn) (kA/20221; sb bis 30.09.2050),Wirtschaftswissenschaften,,2,javascript:alert('Details zum Curriculum sind im Studiensekretariat der betreuenden School zu erfragen.');
67 Fortführung der Immatrikulation nach erfolgreichem Abschluss,5171,TUM School of MGT (München) (kA/20221; sb bis 30.09.2050),Wirtschaftswissenschaften,,2,javascript:alert('Details zum Curriculum sind im Studiensekretariat der betreuenden School zu erfragen.');
67 Fortführung der Immatrikulation nach erfolgreichem Abschluss,5402,TUM School of MH (Gesundheit) (kA/20251),Gesundheitspädagogik,,2,javascript:alert('Details zum Curriculum sind im Studiensekretariat der betreuenden School zu erfragen.');
67 Fortführung der Immatrikulation nach erfolgreichem Abschluss,5403,TUM School of MH (Sport) (kA/20251),Sportwissenschaft,,2,javascript:alert('Details zum Curriculum sind im Studiensekretariat der betreuenden School zu erfragen.');
67 Fortführung der Immatrikulation nach erfolgreichem Abschluss,5172,TUM School of NAT (Chemie) (kA/20221),Chemie,,2,javascript:alert('Details zum Curriculum sind im Studiensekretariat der betreuenden School zu erfragen.');
67 Fortführung der Immatrikulation nach erfolgreichem Abschluss,5173,TUM School of NAT (Lebensmittelchemie) (kA/20221),Lebensmittelchemie,,2,javascript:alert('Details zum Curriculum sind im Studiensekretariat der betreuenden School zu erfragen.');
67 Fortführung der Immatrikulation nach erfolgreichem Abschluss,5174,TUM School of NAT (Physik) (kA/20221),Physik,,2,javascript:alert('Details zum Curriculum sind im Studiensekretariat der betreuenden School zu erfragen.');
67 Fortführung der Immatrikulation nach erfolgreichem Abschluss,5175,TUM School of SOT (Education) (kA/20221),Erziehungswissenschaft (Pädagogik),,2,javascript:alert('Details zum Curriculum sind im Studiensekretariat der betreuenden School zu erfragen.');
67 Fortführung der Immatrikulation nach erfolgreichem Abschluss,5176,TUM School of SOT (Governance) (kA/20221),Politikwissenschaft,,2,javascript:alert('Details zum Curriculum sind im Studiensekretariat der betreuenden School zu erfragen.');
67 Fortführung der Immatrikulation nach erfolgreichem Abschluss,5177,"TUM School of SOT (Sc., Tech. and Soc.) (kA/20221)",sonstiges,,2,javascript:alert('Details zum Curriculum sind im Studiensekretariat der betreuenden School zu erfragen.');
70 Abschluß Studienkolleg,5404,Aerospace (kA/20251),Luft- und Raumfahrttechnik,,6,https://campus.tum.de/wbstpcs.showSpoTree?pStStudiumNr=&pSJNr=1621&pStpStpNr=5404&pStartSemester=
70 Abschluß Studienkolleg,4927,Agrar-/Gartenbauwissenschaften (kA/0),Agrarwissenschaft/Landwirtschaft,,0,javascript:alert('Details zum Curriculum sind im Studiensekretariat der betreuenden School zu erfragen.');
70 Abschluß Studienkolleg,3064,Agrarwissenschaften (kA/0; sb bis 30.09.2030),Agrarwissenschaft/Landwirtschaft,,0,https://campus.tum.de/wbstpcs.showSpoTree?pStStudiumNr=&pSJNr=1621&pStpStpNr=3064&pStartSemester=
70 Abschluß Studienkolleg,2778,Architektur (kA/0; sb bis 30.09.2039),Architektur,,0,https://campus.tum.de/wbstpcs.showSpoTree?pStStudiumNr=&pSJNr=1621&pStpStpNr=2778&pStartSemester=
70 Abschluß Studienkolleg,2964,Bauingenieurwesen (kA/0; sb bis 30.09.2051),Bauingenieurwesen/Ingenieurbau,,0,https://campus.tum.de/wbstpcs.showSpoTree?pStStudiumNr=&pSJNr=1621&pStpStpNr=2964&pStartSemester=
70 Abschluß Studienkolleg,2694,Biochemie (kA/0),Biochemie,,0,https://campus.tum.de/wbstpcs.showSpoTree?pStStudiumNr=&pSJNr=1621&pStpStpNr=2694&pStartSemester=
70 Abschluß Studienkolleg,5275,Bioeconomy (kA/0),Biotechnologie,,0,javascript:alert('Details zum Curriculum sind im Studiensekretariat der betreuenden School zu erfragen.');
70 Abschluß Studienkolleg,4987,Biogene Werkstoffe (kA/20211),Biotechnologie,,0,javascript:alert('Details zum Curriculum sind im Studiensekretariat der betreuenden School zu erfragen.');
70 Abschluß Studienkolleg,2615,Biologie (kA/0; sb bis 30.09.2051),Biologie,,0,https://campus.tum.de/wbstpcs.showSpoTree?pStStudiumNr=&pSJNr=1621&pStpStpNr=2615&pStartSemester=
70 Abschluß Studienkolleg,4768,Bioökonomie (kA/0),Biotechnologie,,0,javascript:alert('Details zum Curriculum sind im Studiensekretariat der betreuenden School zu erfragen.');
70 Abschluß Studienkolleg,4159,Bioprozesstechnik (kA/0),Verfahrenstechnik,,2,https://campus.tum.de/wbstpcs.showSpoTree?pStStudiumNr=&pSJNr=1621&pStpStpNr=4159&pStartSemester=
70 Abschluß Studienkolleg,2789,Brauwesen und Getränketechnologie (kA/0; sb bis 30.09.2030),Brauwesen/Getränketechnologie,,0,https://campus.tum.de/wbstpcs.showSpoTree?pStStudiumNr=&pSJNr=1621&pStpStpNr=2789&pStartSemester=
70 Abschluß Studienkolleg,2518,Chemie (kA/0),Chemie,,0,https://campus.tum.de/wbstpcs.showSpoTree?pStStudiumNr=&pSJNr=1621&pStpStpNr=2518&pStartSemester=
70 Abschluß Studienkolleg,2700,Chemie-Ingenieurwesen (kA/0),Chemie-Ingenieurwesen/Chemietechnik,,0,https://campus.tum.de/wbstpcs.showSpoTree?pStStudiumNr=&pSJNr=1621&pStpStpNr=2700&pStartSemester=
70 Abschluß Studienkolleg,4697,Chemische Biotechnologie (kA/0),Biotechnologie,,0,javascript:alert('Details zum Curriculum sind im Studiensekretariat der betreuenden School zu erfragen.');
70 Abschluß Studienkolleg,2956,Elektrotechnik und Informationstechnik (kA/0; sb bis 30.09.2051),Elektrotechnik/Elektronik,,0,https://campus.tum.de/wbstpcs.showSpoTree?pStStudiumNr=&pSJNr=1621&pStpStpNr=2956&pStartSemester=
70 Abschluß Studienkolleg,4165,Energie- und Prozesstechnik (kA/0),Energietechnik (ohne Elektrotechnik),,2,javascript:alert('Details zum Curriculum sind im Studiensekretariat der betreuenden School zu erfragen.');
70 Abschluß Studienkolleg,4162,Engineering Physics (kA/0),Physik,,2,javascript:alert('Details zum Curriculum sind im Studiensekretariat der betreuenden School zu erfragen.');
70 Abschluß Studienkolleg,2521,Ernährungswissenschaft (kA/0; sb bis 30.09.2030),Haushalts- und Ernährungswissenschaft,,0,https://campus.tum.de/wbstpcs.showSpoTree?pStStudiumNr=&pSJNr=1621&pStpStpNr=2521&pStartSemester=
70 Abschluß Studienkolleg,2519,Forstwissenschaft (kA/0; sb bis 30.09.2030),"Forstwissenschaft, -wirtschaft",,0,https://campus.tum.de/wbstpcs.showSpoTree?pStStudiumNr=&pSJNr=1621&pStpStpNr=2519&pStartSemester=
70 Abschluß Studienkolleg,4158,Forstwissenschaft und Ressourcenmanagement (kA/0),"Forstwissenschaft, -wirtschaft",,2,https://campus.tum.de/wbstpcs.showSpoTree?pStStudiumNr=&pSJNr=1621&pStpStpNr=4158&pStartSemester=
70 Abschluß Studienkolleg,3146,Gartenbauwissenschaften (kA/0; sb bis 30.09.2030),Gartenbau,,0,https://campus.tum.de/wbstpcs.showSpoTree?pStStudiumNr=&pSJNr=1621&pStpStpNr=3146&pStartSemester=
70 Abschluß Studienkolleg,2691,Geodäsie und Geoinformation (kA/0),Vermessungswesen (Geodäsie),,0,https://campus.tum.de/wbstpcs.showSpoTree?pStStudiumNr=&pSJNr=1621&pStpStpNr=2691&pStartSemester=
70 Abschluß Studienkolleg,3157,Geologie (kA/0),Geologie/Paläontologie,,0,https://campus.tum.de/wbstpcs.showSpoTree?pStStudiumNr=&pSJNr=1621&pStpStpNr=3157&pStartSemester=
70 Abschluß Studienkolleg,3778,Geowissenschaften (kA/0),Geowissenschaften,,0,https://campus.tum.de/wbstpcs.showSpoTree?pStStudiumNr=&pSJNr=1621&pStpStpNr=3778&pStartSemester=
70 Abschluß Studienkolleg,4560,Gesundheitswissenschaft (kA/0),Gesundheitspädagogik,,0,javascript:alert('Details zum Curriculum sind im Studiensekretariat der betreuenden School zu erfragen.');
70 Abschluß Studienkolleg,3139,Informatik (kA/0; sb bis 30.09.2039),Informatik,,0,https://campus.tum.de/wbstpcs.showSpoTree?pStStudiumNr=&pSJNr=1621&pStpStpNr=3139&pStartSemester=
70 Abschluß Studienkolleg,4988,Information Engineering (kA/20211),Ingenieurinformatik/Technische Informatik,,0,javascript:alert('Details zum Curriculum sind im Studiensekretariat der betreuenden School zu erfragen.');
70 Abschluß Studienkolleg,4394,Ingenieurwissenschaften (Engin. Science) (kA/0; sb bis 30.09.2059),Interdisziplinäre Studien (Schwerpunkt Ingenieurwissenschaften),0,,https://campus.tum.de/wbstpcs.showSpoTree?pStStudiumNr=&pSJNr=1621&pStpStpNr=4394&pStartSemester=
70 Abschluß Studienkolleg,2788,Landnutzung-Agrarwissenschaft und Gartenbauwissenschaft (kA/0; sb bis 30.09.2030),Agrarwissenschaft/Landwirtschaft,,0,https://campus.tum.de/wbstpcs.showSpoTree?pStStudiumNr=&pSJNr=1621&pStpStpNr=2788&pStartSemester=
70 Abschluß Studienkolleg,4254,Landschaftsarchitektur und Landschaftsplanung (kA/0),Landespflege/Landschaftsgestaltung,,0,https://campus.tum.de/wbstpcs.showSpoTree?pStStudiumNr=&pSJNr=1621&pStpStpNr=4254&pStartSemester=
70 Abschluß Studienkolleg,2712,Landschaftsarchitektur und -planung alt (kA/0; sb bis 30.09.2036),Landespflege/Landschaftsgestaltung,,0,https://campus.tum.de/wbstpcs.showSpoTree?pStStudiumNr=&pSJNr=1621&pStpStpNr=2712&pStartSemester=
70 Abschluß Studienkolleg,2525,Lebensmittelchemie (kA/0; sb bis 30.09.2036),Lebensmittelchemie,,0,https://campus.tum.de/wbstpcs.showSpoTree?pStStudiumNr=&pSJNr=1621&pStpStpNr=2525&pStartSemester=
70 Abschluß Studienkolleg,5393,Lebensmitteltechnologie (kA/20241),Lebensmitteltechnologie,,0,https://campus.tum.de/wbstpcs.showSpoTree?pStStudiumNr=&pSJNr=1621&pStpStpNr=5393&pStartSemester=
70 Abschluß Studienkolleg,4854,Life Sciences Ernährungswissenschaft (kA/20191),Biologie,,0,javascript:alert('Details zum Curriculum sind im Studiensekretariat der betreuenden School zu erfragen.');
70 Abschluß Studienkolleg,4089,Luft- und Raumfahrt (kA/0),Luft- und Raumfahrttechnik,,0,javascript:alert('Details zum Curriculum sind im Studiensekretariat der betreuenden School zu erfragen.');
70 Abschluß Studienkolleg,5253,Management and Technology (kA/0; sb bis 30.09.2050),Wirtschaftswissenschaften,,0,javascript:alert('Details zum Curriculum sind im Studiensekretariat der betreuenden School zu erfragen.');
70 Abschluß Studienkolleg,2876,Maschinenwesen (kA/0),Maschinenbau/-wesen,,0,https://campus.tum.de/wbstpcs.showSpoTree?pStStudiumNr=&pSJNr=1621&pStpStpNr=2876&pStartSemester=
70 Abschluß Studienkolleg,2510,Mathematik (kA/0),Mathematik,,0,https://campus.tum.de/wbstpcs.showSpoTree?pStStudiumNr=&pSJNr=1621&pStpStpNr=2510&pStartSemester=
70 Abschluß Studienkolleg,4167,Mechatronik und Informationstechnik (kA/0),Mechatronik,,2,javascript:alert('Details zum Curriculum sind im Studiensekretariat der betreuenden School zu erfragen.');
70 Abschluß Studienkolleg,3161,Molekulare Biotechnologie (kA/0; sb bis 30.09.2030),Biotechnologie,,0,https://campus.tum.de/wbstpcs.showSpoTree?pStStudiumNr=&pSJNr=1621&pStpStpNr=3161&pStartSemester=
70 Abschluß Studienkolleg,4367,Nachwachsende Rohstoffe (kA/0),Agrarwissenschaft/Landwirtschaft,,0,https://campus.tum.de/wbstpcs.showSpoTree?pStStudiumNr=&pSJNr=1621&pStpStpNr=4367&pStartSemester=
70 Abschluß Studienkolleg,3388,Ökotrophologie (kA/0),Haushalts- und Ernährungswissenschaft,,0,https://campus.tum.de/wbstpcs.showSpoTree?pStStudiumNr=&pSJNr=1621&pStpStpNr=3388&pStartSemester=
70 Abschluß Studienkolleg,2695,Physik (kA/0),Physik,,0,javascript:alert('Details zum Curriculum sind im Studiensekretariat der betreuenden School zu erfragen.');
70 Abschluß Studienkolleg,4605,Politikwissenschaft (kA/0),Politikwissenschaft,,2,javascript:alert('Details zum Curriculum sind im Studiensekretariat der betreuenden School zu erfragen.');
70 Abschluß Studienkolleg,3803,Propädeutikum Studienkolleg (kA/0; sb bis 30.09.2039),sonstiges,,0,https://campus.tum.de/wbstpcs.showSpoTree?pStStudiumNr=&pSJNr=1621&pStpStpNr=3803&pStartSemester=
70 Abschluß Studienkolleg,2972,"Restaurierung, Kunsttechn. u. Konserv.-wissenschaften (kA/0; sb bis 30.09.2022)",Restaurierungskunde,,0,https://campus.tum.de/wbstpcs.showSpoTree?pStStudiumNr=&pSJNr=1621&pStpStpNr=2972&pStartSemester=
70 Abschluß Studienkolleg,2686,Sportwissenschaft (kA/0; sb bis 30.09.2051),Sportwissenschaft,,0,https://campus.tum.de/wbstpcs.showSpoTree?pStStudiumNr=&pSJNr=1621&pStpStpNr=2686&pStartSemester=
70 Abschluß Studienkolleg,4989,Sustainable Management and Technology (kA/20211; sb bis 30.09.2050),Wirtschaftswissenschaften,,0,javascript:alert('Details zum Curriculum sind im Studiensekretariat der betreuenden School zu erfragen.');
70 Abschluß Studienkolleg,4986,Technologie biogener Rohstoffe (kA/20211),Biotechnologie,,0,javascript:alert('Details zum Curriculum sind im Studiensekretariat der betreuenden School zu erfragen.');
70 Abschluß Studienkolleg,2967,Technologie- u. Managementorientierte BWL (kA/0; sb bis 30.09.2050),Betriebswirtschaftslehre,,0,https://campus.tum.de/wbstpcs.showSpoTree?pStStudiumNr=&pSJNr=1621&pStpStpNr=2967&pStartSemester=
70 Abschluß Studienkolleg,2696,Technologie und Biotechnologie der Lebensmittel (kA/0; sb bis 30.09.2030),Lebensmitteltechnologie,,0,https://campus.tum.de/wbstpcs.showSpoTree?pStStudiumNr=&pSJNr=1621&pStpStpNr=2696&pStartSemester=
70 Abschluß Studienkolleg,2547,Umweltingenieurwesen (kA/0),Bauingenieurwesen/Ingenieurbau,,0,https://campus.tum.de/wbstpcs.showSpoTree?pStStudiumNr=&pSJNr=1621&pStpStpNr=2547&pStartSemester=
70 Abschluß Studienkolleg,3395,Vermessungswesen (kA/0),Vermessungswesen (Geodäsie),,0,https://campus.tum.de/wbstpcs.showSpoTree?pStStudiumNr=&pSJNr=1621&pStpStpNr=3395&pStartSemester=
70 Abschluß Studienkolleg,5116,Vorkurs Geflüchtete (zweisemestrig) (kA/20221),Studienkolleg,,2,javascript:alert('Details zum Curriculum sind im Studiensekretariat der betreuenden School zu erfragen.');
70 Abschluß Studienkolleg,3145,Wirtschaftsinformatik (kA/0),Wirtschaftsinformatik,,0,https://campus.tum.de/wbstpcs.showSpoTree?pStStudiumNr=&pSJNr=1621&pStpStpNr=3145&pStartSemester=
70 Abschluß Studienkolleg,4091,Wissenschaftliche Grundlagen des Sports (kA/0),Sportpädagogik/Sportpsychologie,0,0,https://campus.tum.de/wbstpcs.showSpoTree?pStStudiumNr=&pSJNr=1621&pStpStpNr=4091&pStartSemester=
71 Abschluss Studienkolleg (einsemestrig),5352,Vorkurs für Geflüchtete Basiskurs (B1) (kA/20241),Studienkolleg,,1,javascript:alert('Details zum Curriculum sind im Studiensekretariat der betreuenden School zu erfragen.');
71 Abschluss Studienkolleg (einsemestrig),5353,Vorkurs für Geflüchtete Intensivkurs (A2+) (kA/20241),Studienkolleg,,1,javascript:alert('Details zum Curriculum sind im Studiensekretariat der betreuenden School zu erfragen.');
71 Abschluss Studienkolleg (einsemestrig),4664,"Vorkurs Geflüchtete, Abschluss Studienkolleg (einsemestrig) (kA/20171)",Studienkolleg,,1,javascript:alert('Details zum Curriculum sind im Studiensekretariat der betreuenden School zu erfragen.');
90 Integrationsprogramm Ukraine ohne Abschluss,5098,Integrationsprogramm Ukraine (kA/20221; sb bis 30.09.2050),ohne Angabe/ungeklärt,,1,https://campus.tum.de/wbstpcs.showSpoTree?pStStudiumNr=&pSJNr=1621&pStpStpNr=5098&pStartSemester=
91 Austauschprogramm (Practical Project Students),5290,Architektur (kA/20241),Architektur,,,javascript:alert('Details zum Curriculum sind im Studiensekretariat der betreuenden School zu erfragen.');
91 Austauschprogramm (Practical Project Students),5359,Austauschprogramm Aerospace (Praktikum) (kA/20241),Luft- und Raumfahrttechnik,,,javascript:alert('Details zum Curriculum sind im Studiensekretariat der betreuenden School zu erfragen.');
91 Austauschprogramm (Practical Project Students),5361,Austauschprogramm Maschinenwesen (Praktikum) (kA/20241),Maschinenbau/-wesen,,,javascript:alert('Details zum Curriculum sind im Studiensekretariat der betreuenden School zu erfragen.');
91 Austauschprogramm (Practical Project Students),5301,Austauschprogramm TUM School of Life Sciences (kA/20241),Agrarwissenschaft/Landwirtschaft,,,javascript:alert('Details zum Curriculum sind im Studiensekretariat der betreuenden School zu erfragen.');
91 Austauschprogramm (Practical Project Students),5293,Bauingenieurwesen (kA/20241),Bauingenieurwesen/Ingenieurbau,,,javascript:alert('Details zum Curriculum sind im Studiensekretariat der betreuenden School zu erfragen.');
91 Austauschprogramm (Practical Project Students),5318,Biologie (kA/20241),Biologie,,,javascript:alert('Details zum Curriculum sind im Studiensekretariat der betreuenden School zu erfragen.');
91 Austauschprogramm (Practical Project Students),5312,Chemie (kA/20241),Chemie,,,https://campus.tum.de/wbstpcs.showSpoTree?pStStudiumNr=&pSJNr=1621&pStpStpNr=5312&pStartSemester=
91 Austauschprogramm (Practical Project Students),5278,Elektrotechnik und Informationstechnik (kA/20241),Elektrotechnik/Elektronik,,,javascript:alert('Details zum Curriculum sind im Studiensekretariat der betreuenden School zu erfragen.');
91 Austauschprogramm (Practical Project Students),5321,Ernährungswissenschaft (kA/20241),Haushalts- und Ernährungswissenschaft,,,javascript:alert('Details zum Curriculum sind im Studiensekretariat der betreuenden School zu erfragen.');
91 Austauschprogramm (Practical Project Students),5285,Fakultät TUMCS (kA/20241),Biotechnologie,,,https://campus.tum.de/wbstpcs.showSpoTree?pStStudiumNr=&pSJNr=1621&pStpStpNr=5285&pStartSemester=
91 Austauschprogramm (Practical Project Students),5325,Fakultät WZW (Agrar und Gartenbauwissenschaften) (kA/20241),Agrarwissenschaft/Landwirtschaft,,,javascript:alert('Details zum Curriculum sind im Studiensekretariat der betreuenden School zu erfragen.');
91 Austauschprogramm (Practical Project Students),5326,Fakultät WZW (Biowissenschaften) (kA/20241),Biologie,,,javascript:alert('Details zum Curriculum sind im Studiensekretariat der betreuenden School zu erfragen.');
91 Austauschprogramm (Practical Project Students),5327,Fakultät WZW (Brau- und Lebensmitteltechnologie) (kA/20241),Brauwesen/Getränketechnologie,,,javascript:alert('Details zum Curriculum sind im Studiensekretariat der betreuenden School zu erfragen.');
91 Austauschprogramm (Practical Project Students),5328,Fakultät WZW (Ernährungswissenschaften) (kA/20241),Haushalts- und Ernährungswissenschaft,,,javascript:alert('Details zum Curriculum sind im Studiensekretariat der betreuenden School zu erfragen.');
91 Austauschprogramm (Practical Project Students),5329,Fakultät WZW (Forstwissenschaft und Ressourcenmanagement (kA/20241),"Forstwissenschaft, -wirtschaft",,,javascript:alert('Details zum Curriculum sind im Studiensekretariat der betreuenden School zu erfragen.');
91 Austauschprogramm (Practical Project Students),5330,Fakultät WZW (Landschaftarch./-planung) (kA/20241),Landespflege/Landschaftsgestaltung,,,javascript:alert('Details zum Curriculum sind im Studiensekretariat der betreuenden School zu erfragen.');
91 Austauschprogramm (Practical Project Students),5322,Forstwissenschaft und Ressourcenmanagement (kA/20241),"Forstwissenschaft, -wirtschaft",,,javascript:alert('Details zum Curriculum sind im Studiensekretariat der betreuenden School zu erfragen.');
91 Austauschprogramm (Practical Project Students),5295,Geodäsie und Geoinformation (kA/20241),Vermessungswesen (Geodäsie),,,javascript:alert('Details zum Curriculum sind im Studiensekretariat der betreuenden School zu erfragen.');
91 Austauschprogramm (Practical Project Students),5281,Informatik (kA/20241),Informatik,,,javascript:alert('Details zum Curriculum sind im Studiensekretariat der betreuenden School zu erfragen.');
91 Austauschprogramm (Practical Project Students),5299,Ingenieurwissenschaften (Engin. Science) (kA/20241),Interdisziplinäre Studien (Schwerpunkt Ingenieurwissenschaften),,,javascript:alert('Details zum Curriculum sind im Studiensekretariat der betreuenden School zu erfragen.');
91 Austauschprogramm (Practical Project Students),5283,Mathematik (kA/20241),Mathematik,,,javascript:alert('Details zum Curriculum sind im Studiensekretariat der betreuenden School zu erfragen.');
91 Austauschprogramm (Practical Project Students),5309,Medizin (Klinisch) (kA/20241),Medizin (Allgemein-Medizin),,,javascript:alert('Details zum Curriculum sind im Studiensekretariat der betreuenden School zu erfragen.');
91 Austauschprogramm (Practical Project Students),5314,Physik (kA/20241),Physik,,,https://campus.tum.de/wbstpcs.showSpoTree?pStStudiumNr=&pSJNr=1621&pStpStpNr=5314&pStartSemester=
