Study_Program_ID,Level,Name,Link,Recommended_Semester,Credits,GF
121,3,Circuit Design for Security UE,#,-,,1
121,2,[CIT4330015] Coding for Private Reliable and Efficient Distributed Learning,ee/ui/ca2/app/desktop/#/slc.cm.reg/student/modules/detail/light/3539143/study-year/1621,,5,1
121,3,[CIT4330015] Coding for Private Reliable and Efficient Distributed Learning,#,-,5,1
121,2,Coding for Private Reliable and Efficient Distributed Learning,#,-,,1
121,3,[IN2341] Current Trends in IT Security,ee/ui/ca2/app/desktop/#/slc.cm.reg/student/modules/detail/light/1264715/study-year/1621,,5,1
121,2,[IN2341] Current Trends in IT Security,#,-,5,1
121,3,Current Trends in IT Security,#,-,,1
121,3,[CIT433040] Embedded Systems and Security,ee/ui/ca2/app/desktop/#/slc.cm.reg/student/modules/detail/light/4389126/study-year/1621,,6,1
121,2,[CIT433040] Embedded Systems and Security,#,-,6,1
121,3,Embedded Systems and Security,#,-,,1
121,2,Embedded Systems and Security PR,#,-,,1
121,3,Embedded Systems and Security UE,#,-,,1
121,2,[IN2407] Hardwaresicherheit,ee/ui/ca2/app/desktop/#/slc.cm.reg/student/modules/detail/light/3106362/study-year/1621,,5,1
121,3,Hardwaresicherheit,#,-,5,1
121,2,Hardwaresicherheit (IN2407),#,-,,1
121,3,[EI73451] Informationstheoretische Sicherheit,ee/ui/ca2/app/desktop/#/slc.cm.reg/student/modules/detail/light/1366633/study-year/1621,,5,1
121,2,Informationstheoretische Sicherheit,#,-,,1
121,3,Informationstheoretische Sicherheit,#,-,,1
121,2,[CIT4330009] IoT Security,ee/ui/ca2/app/desktop/#/slc.cm.reg/student/modules/detail/light/3395263/study-year/1621,,5,1
121,3,[CIT4330009] IoT Security,#,-,5,1
121,2,IoT Security,#,-,,1
121,2,[CIT3330002] IT-Sicherheit 2,ee/ui/ca2/app/desktop/#/slc.cm.reg/student/modules/detail/light/3470518/study-year/1621,,5,1
121,3,[CIT3330002] IT-Sicherheit 2,#,-,5,1
121,2,IT-Sicherheit 2,#,-,,1
121,3,[CIT3330003] Kryptografie,ee/ui/ca2/app/desktop/#/slc.cm.reg/student/modules/detail/light/3494362/study-year/1621,,5,1
121,2,[CIT3330003] Kryptografie,#,-,5,1
121,3,Kryptografie,#,-,,1
121,2,[IN2161] Netzwerke für den Zahlungsverkehr,ee/ui/ca2/app/desktop/#/slc.cm.reg/student/modules/detail/light/458249/study-year/1621,,3,1
121,3,Netzwerke für den Zahlungsverkehr,#,-,3,1
121,2,Netzwerke für den Zahlungsverkehr (IN2161),#,-,,1
121,3,[IN2194] Peer-to-Peer-Systems and Security,ee/ui/ca2/app/desktop/#/slc.cm.reg/student/modules/detail/light/487459/study-year/1621,,6,1
121,2,Peer-to-Peer-Systeme und Sicherheit,#,-,6,1
121,3,Peer-to-Peer-Systeme und Sicherheit (IN2194),#,-,,1
121,2,Peer-to-Peer-Systeme und Sicherheit (IN2194),#,-,,1
121,3,[EI71029] Physical Unclonable Functions,ee/ui/ca2/app/desktop/#/slc.cm.reg/student/modules/detail/light/1439257/study-year/1621,,5,1
121,2,Physical Unclonable Functions,#,-,5,1
121,3,Physical Unclonable Functions,#,-,,1
121,2,Physical Unclonable Functions (PR),#,-,,1
121,3,[EI71073] Quantum Computers and Quantum Secure Communications,ee/ui/ca2/app/desktop/#/slc.cm.reg/student/modules/detail/light/1808722/study-year/1621,,5,1
121,2,Quantum Computers and Quantum Secure Communications,#,-,5,1
121,3,Quantum Computers and Quantum Secure Communications PR,#,-,,1
121,2,Quantum Computers and Quantum Secure Communications VI,#,-,,1
121,3,[EI75671] Ringvorlesung Systemsicherheit,ee/ui/ca2/app/desktop/#/slc.cm.reg/student/modules/detail/light/1235884/study-year/1621,,3,1
121,2,Ringvorlesung Systemsicherheit,#,-,3,1
121,3,Ringvorlesung Systemsicherheit,#,-,,1
121,2,[IN2313] Secure Coding,ee/ui/ca2/app/desktop/#/slc.cm.reg/student/modules/detail/light/1020200/study-year/1621,,6,1
121,3,[IN2313] Secure Coding,#,-,6,1
121,2,Secure Coding (IN2313),#,-,,1
121,3,[IN2178] Security Engineering,ee/ui/ca2/app/desktop/#/slc.cm.reg/student/modules/detail/light/460596/study-year/1621,,5,1
121,2,[IN2178] Security Engineering,#,-,5,1
121,3,Security Engineering (IN2178),#,-,,1
121,2,[EI71060] Security in Communications and Storage,ee/ui/ca2/app/desktop/#/slc.cm.reg/student/modules/detail/light/1704173/study-year/1621,,5,1
121,3,Security in Communications and Storage,#,-,5,1
121,2,Security in Communications and Storage,#,-,,1
121,3,[EI7243] Sichere Implementierung kryptographischer Verfahren,ee/ui/ca2/app/desktop/#/slc.cm.reg/student/modules/detail/light/669621/study-year/1621,,6,1
121,2,Sichere Implementierung kryptographischer Verfahren,#,-,6,1
121,3,Sichere Implementierung kryptographischer Verfahren UE,#,-,,1
121,2,Sichere Implementierung kryptographischer Verfahren VO,#,-,,1
121,2,[IN2362] Sprachbasierte Sicherheit,ee/ui/ca2/app/desktop/#/slc.cm.reg/student/modules/detail/light/1536250/study-year/1621,,5,1
121,3,[IN2362] Sprachbasierte Sicherheit,#,-,5,1
121,2,Sprachbasierte Sicherheit (IN2362),#,-,,1
121,3,Wissenschaftliches Rechnen und High Performance Computing,#,,,1
121,2,[IN2345] Algorithmen für Uncertainty Quantification,ee/ui/ca2/app/desktop/#/slc.cm.reg/student/modules/detail/light/1333663/study-year/1621,,5,1
121,3,[IN2345] Algorithmen für Uncertainty Quantification,#,-,5,1
121,2,Algorithmen für Uncertainty Quantification (IN2345),#,-,,1
121,3,[IN2001] Algorithms for Scientific Computing,ee/ui/ca2/app/desktop/#/slc.cm.reg/student/modules/detail/light/456346/study-year/1621,,8,1
121,2,Algorithms for Scientific Computing,#,-,8,1
121,3,Algorithmen des Wissenschaftlichen Rechnens (IN2001),#,-,,1
121,2,[IN2002] Algorithms for Scientific Computing II,ee/ui/ca2/app/desktop/#/slc.cm.reg/student/modules/detail/light/456348/study-year/1621,,4,1
121,3,Algorithms for Scientific Computing II,#,-,4,1
121,2,Algorithmen des Wissenschaftlichen Rechnens II,#,-,,1
121,3,[NAT7022] Anwendungen von Quantencomputing,ee/ui/ca2/app/desktop/#/slc.cm.reg/student/modules/detail/light/3304082/study-year/1621,,5,1
121,2,Prüfung zu Anwendungen von Quantencomputing,#,-,5,1
121,3,Applications of quantum computing,#,-,,1
121,2,Übungen zu Applications of quantum computing,#,-,,1
121,3,[IN3480] Ausgewählte Themen aus dem Bereich Wissenschaftliches Rechnen und High Performance Computing,ee/ui/ca2/app/desktop/#/slc.cm.reg/student/modules/detail/light/1498144/study-year/1621,,5,1
121,2,[IN3480] Ausgewählte Themen aus dem Bereich Wissenschaftliches Rechnen und High Performance Computing,#,-,5,1
121,3,Ausgewählte Themen aus dem Bereich Wissenschaftliches Rechnen und High Performance Computing,#,-,,1
121,2,[IN2381] Einführung in Quantum Computing,ee/ui/ca2/app/desktop/#/slc.cm.reg/student/modules/detail/light/1816255/study-year/1621,,5,1
121,3,[IN2381] Einführung in Quantum Computing,#,-,5,1
121,2,Einführung in Quantum Computing (IN2381),#,-,,1
121,3,[IN2400] Fortgeschrittene Konzepte des Quantum Computing,ee/ui/ca2/app/desktop/#/slc.cm.reg/student/modules/detail/light/2981021/study-year/1621,,5,1
121,2,[IN2400] Fortgeschrittene Konzepte des Quantum Computing,#,-,5,1
121,3,Fortgeschrittene Konzepte des Quantum Computing,#,-,,1
121,2,[IN2010] Modelling and Simulation,ee/ui/ca2/app/desktop/#/slc.cm.reg/student/modules/detail/light/456362/study-year/1621,,8,1
121,3,Modellbildung und Simulation,#,-,8,1
121,2,Modellbildung und Simulation (IN2010),#,-,,1
121,3,Modellbildung und Simulation (IN2010),#,-,,1
121,2,Tutorübungen zu Modellbildung und Simulation (IN2010),#,-,,1
121,3,[IN2398] Numerische Algorithmen im Hochleistungsrechnen,ee/ui/ca2/app/desktop/#/slc.cm.reg/student/modules/detail/light/2911533/study-year/1621,,8,1
121,2,[IN2398] Numerische Algorithmen im Hochleistungsrechnen,#,-,8,1
121,3,Numerische Algorithmen im Hochleistungsrechnen,#,-,,1
121,2,[IN2310] Parallel Program Engineering,ee/ui/ca2/app/desktop/#/slc.cm.reg/student/modules/detail/light/1060581/study-year/1621,,5,1
121,3,[IN2310] Parallel Program Engineering,#,-,5,1
121,2,Parallel Program Engineering (IN2310),#,-,,1
121,3,[IN2147] Parallel Programming,ee/ui/ca2/app/desktop/#/slc.cm.reg/student/modules/detail/light/457062/study-year/1621,,5,1
121,2,Parallele Programmierung,#,-,5,1
121,3,Parallele Programmierung (IN2147),#,-,,1
121,2,Tutorübungen zu Parallele Programmierung (IN2147),#,-,,1
121,3,[IN2365] Parallel Programming Systems,ee/ui/ca2/app/desktop/#/slc.cm.reg/student/modules/detail/light/1507004/study-year/1621,,3,1
121,2,[IN2365] Parallel Programming Systems,#,-,3,1
121,3,Parallel Programming Systems (IN2365),#,-,,1
121,2,Parallel Programming Systems (IN2365),#,-,,1
121,3,[IN2306] Scientific Computing in Circuit Simulation,ee/ui/ca2/app/desktop/#/slc.cm.reg/student/modules/detail/light/977334/study-year/1621,,5,1
121,2,[IN2306] Scientific Computing in Circuit Simulation,#,-,5,1
121,3,Scientific Computing in Circuit Simulation (IN2306),#,-,,1
121,2,[CIT4330012] Software for Quantum Computing,ee/ui/ca2/app/desktop/#/slc.cm.reg/student/modules/detail/light/3397169/study-year/1621,,5,1
121,3,[CIT4330012] Software for Quantum Computing,#,-,5,1
121,2,Software for Quantum Computing,#,-,,1
121,3,[IN2388] Tensornetzwerke,ee/ui/ca2/app/desktop/#/slc.cm.reg/student/modules/detail/light/2809143/study-year/1621,,5,1
121,2,[IN2388] Tensornetzwerke,#,-,5,1
121,3,Tensornetzwerke,#,-,,1
121,2,[IN2387] Time Integration and Differential Equations,ee/ui/ca2/app/desktop/#/slc.cm.reg/student/modules/detail/light/2809326/study-year/1621,,5,1
121,3,[IN2387] Time Integration and Differential Equations,#,-,5,1
121,2,Time Integration and Differential Equations,#,-,,1
121,3,Time Integration and Differential Equations (IN2387),#,-,,1
121,2,[IN2311] Turbulent Flow Simulation on HPC-Systems,ee/ui/ca2/app/desktop/#/slc.cm.reg/student/modules/detail/light/1060610/study-year/1621,,5,1
121,2,"[MW2048] Simulation turbulenter Strömungen auf HPC-Systemen (IN2311, MW2048)",#,-,5,1
121,3,Turbulent Flow Simulation on HPC-Systems (IN2311),#,-,,1
121,2,Wirtschaftsinformatik,#,,5,1
121,3,[IN99590] Anerkanntes Wahlmodul im Bereich Wirtschaftsinformatik,#,,,1
121,2,Anerkanntes Wahlmodul 1 im Bereich Wirtschaftsinformatik,#,-,,1
121,3,[IN99591] Anerkanntes Wahlmodul im Bereich Wirtschaftsinformatik,#,,,1
121,2,Anerkanntes Wahlmodul 2 im Bereich Wirtschaftsinformatik,#,-,,1
121,3,[IN99592] Anerkanntes Wahlmodul im Bereich Wirtschaftsinformatik,#,,,1
121,2,Anerkanntes Wahlmodul 3 im Bereich Wirtschaftsinformatik,#,-,,1
121,3,[IN2390] Advanced Deep Learning for Computer Vision: Visual Computing,ee/ui/ca2/app/desktop/#/slc.cm.reg/student/modules/detail/light/2808965/study-year/1621,,8,1
121,2,[IN2390] Advanced Deep Learning for Computer Vision: Visual Computing,#,-,8,1
121,3,Advanced Deep Learning for Computer Vision : Visual Computing (IN2390),#,-,,1
121,2,,#,-,,1
121,3,Practical Course: Advanced Deep Learning for Computer Vision: Visual Computing (IN2390),#,-,,1
121,2,[CIT323002] AI Governance,ee/ui/ca2/app/desktop/#/slc.cm.reg/student/modules/detail/light/4390207/study-year/1621,,2,1
121,3,[CIT323002] AI Governance,#,-,2,1
121,2,AI Governance,#,-,,1
121,3,[IN2359] Blockchain-based Systems Engineering,ee/ui/ca2/app/desktop/#/slc.cm.reg/student/modules/detail/light/1616748/study-year/1621,,5,1
121,2,[IN2359] Blockchain-based Systems Engineering,#,-,5,1
121,3,[(2)] Blockchain-based Systems Engineering,#,-,,1
121,2,[IN2073] Cloud Computing,ee/ui/ca2/app/desktop/#/slc.cm.reg/student/modules/detail/light/456656/study-year/1621,,4,1
121,3,Cloud Computing,#,-,4,1
121,2,Cloud Computing (IN2073),#,-,,1
121,3,Übung zu Cloud Computing (IN2073),#,-,,1
121,3,[IN2406] Fundamentals of Artificial Intelligence,ee/ui/ca2/app/desktop/#/slc.cm.reg/student/modules/detail/light/3106358/study-year/1621,,6,1
121,2,Fundamentals of Artificial Intelligence,#,-,6,1
121,3,Fundamentals of Artificial Intelligence,#,-,,1
121,2,[IN2079] IT und Unternehmensberatung,ee/ui/ca2/app/desktop/#/slc.cm.reg/student/modules/detail/light/456924/study-year/1621,,3,1
121,3,IT und Unternehmensberatung,#,-,3,1
121,2,IT und Unternehmensberatung (IN2079),#,-,,1
121,3,[IN2396] Master-Seminar Wirtschaftsinformatik,ee/ui/ca2/app/desktop/#/slc.cm.reg/student/modules/detail/light/3003603/study-year/1621,,5,1
121,2,[IN4424] Bachelor/Master-Seminar - Behavioral Insights in the Age of Big Data,#,-,5,1
121,3,[IN4931] Bachelor/Master-Seminar - Deep Learning and Security,#,-,5,1
121,2,[IN4968] Bachelor/Master-Seminar - Fairness in Machine Learning,#,-,5,1
121,3,[IN4498] Bachelor/Master-Seminar - Making People Understand Facial Recognition Technologies: Building an AI Application as Didactic Tool,#,-,5,1
121,2,[IN4990] Bachelor/Master-Seminar - Privacy-preserving Machine Learning,#,-,5,1
121,3,[IN4989] Bachelor/Master-Seminar - Special Topics in Cyber Trust,#,-,5,1
121,2,[IN4477] Bachelor/Master-Seminar - The EU’s AI Act Proposal: From framework to concrete application,#,-,5,1
121,3,[IN4932] Bachelor/Master-Seminar - Usable Security and Privacy,#,-,5,1
121,2,"[IN45086] Master Seminar - Hot Topics in Applied AI, Business Process Management, and Blockchain",#,-,5,1
121,3,,#,-,5,1
121,2,[IN4426] Master-Seminar - Digital Transformation & Sustainability,#,-,5,1
121,3,[IN4975] Master-Seminar - Process Mining,#,-,5,1
121,2,[IN4439] Master-Seminar - Scientific Methods in Information Systems,#,-,5,1
121,3,"[IN4487] Master-Seminar: Business Process Management, DevOps, und Blockchain",#,-,5,1
121,2,[IN4831] Seminar - Digital Transformation,#,-,5,1
121,3,[IN45081] Seminar - Interdisciplinary Research Seminar on Generative AI in Sub-Saharan Africa,#,-,5,1
121,2,[IN45054] Seminar - Participatory AI and the EU's AI Act,#,-,5,1
121,3,[IN4892] Seminar - Security and Privacy Economics,#,-,5,1
121,2,"[IN4923] Seminar - Trends der Wirtschaftsinformatik: Agilität, DevOps und Softwareökosysteme",#,-,5,1
121,3,[IN4896] Seminar Data Analytics for Cybercrime and Undesirable Online Behaviors,#,-,5,1
121,2,[IN4877] Seminar Data Mining,#,-,5,1
121,3,[IN4470] Seminar Learning in Games,#,-,5,1
121,2,"[IN4866] Seminar on Markets, Algorithms, Incentives and Networks",#,-,5,1
121,3,[IN4864] Seminar Synergien zwischen Rechtstheorie und Software Engineering,#,-,5,1
121,2,[IN4751] Seminar Techniken und Methoden des Software Performance Managements,#,-,5,1
121,3,[IN4933] The Value of Privacy - Bachelor/Master-Seminar,#,-,5,1
121,2,[IN4934] Transparency of algorithmic systems Bachelor/Master-Seminar,#,-,5,1
121,3,[IN4935] Trust in automated decision-making Bachelor/Master-Seminar,#,-,5,1
121,2,"Bachelor/Master-Seminar - Behavioral Insights in the Age of Big Data (IN0014, IN2107, IN4424)",#,-,,1
121,3,"Bachelor/Master-Seminar - Deep Learning and Security (IN0014, IN2107, IN4931)",#,-,,1
121,2,"Bachelor/Master-Seminar - Fairness in Machine Learning (IN0014, IN2107, IN4968)",#,-,,1
121,3,"Bachelor/Master-Seminar - Making People Understand Facial Recognition Technologies: Building an AI Application as Didactic Tool (IN0014, IN2107, IN2396, IN4498)",#,-,,1
121,2,"Bachelor/Master-Seminar - Privacy-preserving Machine Learning (IN0014, IN2107, IN4990)",#,-,,1
121,3,"Bachelor/Master-Seminar - Security and Privacy Economics (IN0014, IN2107, IN4892)",#,-,,1
121,2,"Bachelor/Master-Seminar - Special Topics in Cyber Trust (IN0014, IN2107, IN4989)",#,-,,1
121,3,"Bachelor/Master-Seminar - The EU’s AI Act Proposal: From framework to concrete application (IN0014, IN2107, IN2396, IN4477)",#,-,,1
121,2,"Bachelor/Master-Seminar - Usable Security and Privacy (IN0014, IN2107, IN4932)",#,-,,1
121,3,"Master Seminar - Hot Topics in Applied AI, Business Process Management, and Blockchain (IN2107, IN2396, IN45086)",#,-,,1
121,2,"Master Seminar - Hot Topics in Applied AI, Business Process Management, and Blockchain (IN2107, IN2396, IN45086)",#,-,,1
121,3,"Master-Seminar - Digital Transformation & Sustainability (IN2107, IN2396, IN4426)",#,-,,1
121,2,"Master-Seminar - Digital Transformation (IN2107, IN4831)",#,-,,1
121,3,"Master-Seminar - Process Mining (IN2107, IN4975)",#,-,,1
121,2,"Master-Seminar - Scientific Methods in Information Systems (IN2107, IN2396, IN4439)",#,-,,1
121,3,"Master-Seminar: Business Process Management, DevOps, und Blockchain (IN2107, IN2396, IN4487)",#,-,,1
121,2,"Seminar - Data Analytics for Cybercrime and Undesirable Online Behaviors (IN0014, IN2107, IN4896)",#,-,,1
121,3,"Seminar - Interdisciplinary Research Seminar on Generative AI in Sub-Saharan Africa (IN0014, IN2107, IN2396, IN45081)",#,-,,1
121,2,"Seminar - Participatory AI and the EU's AI Act (IN0014, IN2107, IN2396, IN45054)",#,-,,1
121,3,"Seminar - Techniken und Methoden des Software Performance Managements (IN0014, IN2107, IN4751)",#,-,,1
121,2,"Seminar - Trends der Wirtschaftsinformatik: Agilität, DevOps und Softwareökosysteme (IN0014, IN2107, IN4923)",#,-,,1
121,3,"Seminar Data Mining (IN2107, IN4877)",#,-,,1
121,2,"Seminar Learning in Games (IN2107, IN0014, IN2396, IN4470)",#,-,,1
121,3,"Seminar on Markets, Algorithms, Incentives, and Networks (IN0014, IN2107, IN4866)",#,-,,1
121,2,"Seminar Synergien zwischen Rechtstheorie und Software Engineering (IN0014, IN2107, IN4864)",#,-,,1
121,3,"The Value of Privacy - Bachelor/Master-Seminar (IN0014, IN2107, IN4933)",#,-,,1
121,2,"Transparency of algorithmic systems Bachelor/Master-Seminar (IN0014, IN2107, IN4934)",#,-,,1
121,3,"Trust in automated decision-making Bachelor/Master-Seminar (IN0014, IN2107, IN4935)",#,-,,1
121,2,[IN2101] Network Security,ee/ui/ca2/app/desktop/#/slc.cm.reg/student/modules/detail/light/456996/study-year/1621,,5,1
121,3,Netzsicherheit,#,-,5,1
121,2,Netzsicherheit (IN2101),#,-,,1
121,3,[IN2394] Requirements Engineering,ee/ui/ca2/app/desktop/#/slc.cm.reg/student/modules/detail/light/2809336/study-year/1621,,3,1
121,2,[IN2394] Requirements Engineering,#,-,3,1
121,3,Requirements Engineering,#,-,,1
121,2,[CIT4230000] Strategic IT Management,ee/ui/ca2/app/desktop/#/slc.cm.reg/student/modules/detail/light/3260506/study-year/1621,,4,1
121,3,[CIT4230000] Strategic IT Management,#,-,4,1
121,2,Strategic IT Management,#,-,,1
121,2,Human Centered Engineering,#,,,1
121,3,[IN99580] Anerkennung im Bereich Human Centered Engineering,#,,,1
121,2,Anerkanntes Wahlmodul 1 im Bereich Human Centered Engineering,#,-,,1
121,3,[IN2018] Augmented Reality,ee/ui/ca2/app/desktop/#/slc.cm.reg/student/modules/detail/light/456372/study-year/1621,,6,1
121,2,Erweiterte Realität,#,-,6,1
121,3,Erweiterte Realität,#,-,,1
121,3,[IN2093] eLearning - Techniken und Infrastrukturen,ee/ui/ca2/app/desktop/#/slc.cm.reg/student/modules/detail/light/460540/study-year/1621,,3,1
121,2,eLearning - Techniken und Infrastrukturen,#,-,3,1
121,3,eLearning - Techniken und Infrastrukturen (IN2093),#,-,,1
121,2,[IN2241] Social Computing,ee/ui/ca2/app/desktop/#/slc.cm.reg/student/modules/detail/light/654521/study-year/1621,,5,1
121,3,[IN2241] Social Computing,#,-,5,1
121,2,Social Computing,#,-,,1
121,3,[IN2111] 3D User Interfaces,ee/ui/ca2/app/desktop/#/slc.cm.reg/student/modules/detail/light/473857/study-year/1621,,6,1
121,2,Dreidimensionale Nutzerschnittstellen,#,-,6,1
121,3,Dreidimensionale Nutzerschnittstellen (IN2111),#,-,,1
121,2,Module Grundlagen,#,,,1
121,3,[IN0009] Grundlagen: Betriebssysteme und Systemsoftware,ee/ui/ca2/app/desktop/#/slc.cm.reg/student/modules/detail/light/452822/study-year/1621,,6,1
121,2,Grundlagen: Betriebssysteme und Systemsoftware,#,-,6,1
121,3,Grundlagen: Betriebssysteme und Systemsoftware (IN0009),#,-,,1
121,2,Tutorübungen zu Grundlagen: Betriebssysteme und Systemsoftware (IN0009),#,-,,1
121,3,[IN0011] Einführung in die Theoretische Informatik,ee/ui/ca2/app/desktop/#/slc.cm.reg/student/modules/detail/light/454045/study-year/1621,,8,1
121,2,Einführung in die Theoretische Informatik,#,-,8,1
121,3,Einführung in die Theoretische Informatik (IN0011),#,-,,1
121,2,Tutorübungen zu Einführung in die Theoretische Informatik (IN0011),#,-,,1
121,3,[IN0019] Numerisches Programmieren,ee/ui/ca2/app/desktop/#/slc.cm.reg/student/modules/detail/light/454055/study-year/1621,,6,1
121,2,Numerisches Programmieren,#,-,6,1
121,3,Numerisches Programmieren (IN0019),#,-,,1
121,2,Tutorübungen zu Numerisches Programmieren (IN0019),#,-,,1
121,3,Module ohne Zuordnung,#,,,1
121,2,Zusätzliches (Entwicklungs)praktikum - 1 aus 4,#,,10,1
121,3,[IN2128] Entwicklungspraktikum Unternehmenssoftware,ee/ui/ca2/app/desktop/#/slc.cm.reg/student/modules/detail/light/457036/study-year/1621,,10,1
121,2,[IN2128] Entwicklungspraktikum Unternehmenssoftware,#,-,10,1
121,3,[IN212809] Advanced Practical Course - Enterprise Cloud Platform Operations - On the Example of SAP,#,-,10,1
121,2,[IN212817] Advanced Practical Course - Run-Time Data Visualization for Business Processes,#,-,10,1
121,3,[IN212818] Advanced Practical Course - There and Back Again - Foundations and Applications of Process (Re-)Discovery with Petri Nets and Process Trees,#,-,10,1
121,2,[IN212803] Entwicklungspraktikum Unternehmenssoftware - Automotive Services,#,-,10,1
121,3,[IN212804] Entwicklungspraktikum Unternehmenssoftware - Business Intelligence,#,-,10,1
121,2,"[IN212801] Entwicklungspraktikum Unternehmenssoftware - Entwicklung, Einsatzszenarien, Management und Integration von Unternehmenssoftware",#,-,,1
121,3,[IN212807] Entwicklungspraktikum Unternehmenssoftware - Future Business Labs,#,-,10,1
121,2,[IN212802] Entwicklungspraktikum Unternehmenssoftware - SOA/Web Services,#,-,10,1
121,2,[IN212810] Master-Praktikum - Application Challenges for Machine Learning am Beispiel von IBM Power AI,#,-,10,1
121,2,[IN212812] Master-Praktikum - Machine Learning für Wirtschaftsinformatiker,#,-,10,1
121,3,[IN212816] Master-Praktikum - Supportive Process Automation and Worker Assistance,#,-,10,1
121,2,"[IN4303] Master-Praktikum - Sustainable Process Automation: Humans, Software and the Mediator Pattern",#,-,10,1
121,3,[IN212819] Practical Course - JavaScript Technology,#,-,10,1
121,2,[IN212811] Practical Course - Server-Side Swift,#,-,10,1
121,3,[IN4206] Praktikum - Agile Project Management,#,-,10,1
121,3,[IN4049] Praktikum - IOS,#,-,10,1
121,2,[IN212813] Praktikum: Advanced Systems Programming in C/Rust,#,-,10,1
121,3,[IN212815] Praktikum: Cloud Systems Engineering,#,-,10,1
121,2,[IN212814] Praktikum: Computer Systems Lab,#,-,10,1
121,3,[IN212808] Praktikum Design Thinking for Business Innovation 1,#,-,10,1
121,2,[IN212805] Praktikum IT Service Automation,#,-,,1
121,2,Praktikum Windows App Entwicklung,#,-,10,1
121,2,"Master-Praktikum - Entwicklung, Einsatzszenarien, Management und Integration von Unternehmenssoftware (am Beispiel SAP) (IN2128, IN2128012, IN2106, IN8902)",#,-,,1
121,3,"Advanced Practical Course - Enterprise Cloud Platform Operations - On the Example of SAP (IN2106, IN2128, IN212809)",#,-,,1
121,2,"Advanced Practical Course - Run-Time Data Visualization for Business Processes (IN2106, IN2128)",#,-,,1
121,3,"Advanced Practical Course - There and Back Again - Foundations and Applications of Process (Re-)Discovery with Petri Nets and Process Trees (IN2106, IN2128)",#,-,,1
121,2,"Big Data Analytics - Entwicklung innovativer Anwendungen auf Basis von SAP HANA (IN0012, IN2106, IN2128)",#,-,,1
121,3,Entwicklungspraktikum Unternehmenssoftware - Automotive Services (IN2128),#,-,,1
121,2,Entwicklungspraktikum Unternehmenssoftware - Business Intelligence (IN2128),#,-,,1
121,3,"Entwicklungspraktikum Unternehmenssoftware - Entwicklung, Einsatzszenarien, Management und Integration von Unternehmenssoftware (IN2128)",#,-,,1
121,2,Entwicklungspraktikum Unternehmenssoftware - SOA Anwendungsintegration (IN2128),#,-,,1
121,2,"Master-Praktikum - Application Challenges for Machine Learning am Beispiel von IBM Power AI (IN2128, IN2106, IN212810)",#,-,,1
121,2,"Master-Praktikum - Business Intelligence (IN2128, IN2106)",#,-,,1
121,3,"Master-Praktikum - Business Intelligence (IN2128, IN2106, IN8902)",#,-,,1
121,2,"Master-Praktikum - Future Business Labs (IN2106, IN2128)",#,-,,1
121,3,"Master-Praktikum - IoT Services: Anwendungsentwicklung am Beispiel von SAP Leonardo (IN2128, IN2106)",#,-,,1
121,2,"Master-Praktikum - Machine Learning für Wirtschaftsinformatiker (IN2106, IN2128)",#,-,,1
121,3,"Master-Praktikum - Supportive Process Automation and Worker Assistance (IN2128, IN2106)",#,-,,1
121,2,"Master-Praktikum - Sustainable Process Automation: Humans, Software and the Mediator Pattern (IN2128, IN2106, IN4303)",#,-,,1
121,3,"Practical Course - JavaScript Technology (IN0012, IN2106, IN2175, IN2128)",#,-,,1
121,2,"Practical Course - Server-Side Swift (IN0012, IN2106, IN212811)",#,-,,1
121,3,"Praktikum - Agile Project Management (IN0012, IN2106, IN2128, IN4206)",#,-,,1
121,2,"Praktikum - iOS Praktikum 2013 (IN0012, IN2106, IN8902, IN4049)",#,-,,1
121,3,"Praktikum - IT Service Automation (IN0012, IN2106, IN4147)",#,-,,1
121,2,"Praktikum - White-collar hacking contest (IN0012, IN2106, IN2128)",#,-,,1
121,3,"Praktikum: Advanced Systems Programming in C/Rust (IN0012, IN2106, IN2128)",#,-,,1
121,2,"Praktikum: Cloud Systems Engineering (IN0012, IN2106, IN2128)",#,-,,1
121,3,"Praktikum: Computer Systems Lab (IN0012, IN2106, IN2128)",#,-,,1
121,2,Praktikum Design Thinking for Business Innovation 1,#,-,,1
121,3,[IN2129] Entwicklungspraktikum Software Engineering für betriebliche Informationssysteme,ee/ui/ca2/app/desktop/#/slc.cm.reg/student/modules/detail/light/457038/study-year/1621,,10,1
121,2,Entwicklungspraktikum Software Engineering für betriebliche Informationssysteme,#,-,10,1
121,3,"Entwicklungspraktikum Software Engineering für betriebliche Informationssysteme - Webanwendungen (IN2106, IN2129, IN4077)",#,-,,1
121,2,Entwicklungspraktikum Software Engineering für betriebliche Informationssysteme - Webanwendungen (IN2129),#,-,,1
121,3,[IN2130] Entwicklungspraktikum Realisierung prozessorientierter Anwendungen,ee/ui/ca2/app/desktop/#/slc.cm.reg/student/modules/detail/light/2862515/study-year/1621,,10,1
121,2,Entwicklungspraktikum Realisierung prozessorientierter Anwendungen,#,-,10,1
121,3,[IN213003] Advanced Practical Course - Message Correlation and Inter-Instance/Process Communication in Process Aware Information Systems,#,-,10,1
121,2,[IN213004] Advanced Practical Course - Solving Information Systems Problems Through Data Science Methods,#,-,10,1
121,3,[IN4304] Bachelor-/Master-Praktikum - Implementation of Process Mining Algorithms: Transformative Business Knowledge,#,-,10,1
