Degree,ID,Curriculum,Field of studies,ECTS Credits,Semester,Curriculum Link,Modulhandbuch Link
70 Abschluß Studienkolleg,832,Lebensmitteltechnologie (kA/20241),Lebensmitteltechnologie,,0,https://campus.tum.de/tumonline/wbstpcs.showSpoTree?pStStudiumNr=&pSJNr=1621&pStpStpNr=5393&pStartSemester=,
70 Abschluß Studienkolleg,763,Life Sciences Ernährungswissenschaft (kA/20191),Biologie,,0,,
70 Abschluß Studienkolleg,419,Luft- und Raumfahrt (kA/0),Luft- und Raumfahrttechnik,,0,,
70 Abschluß Studienkolleg,274,Management and Technology (kA/0; sb bis 30.09.2050),Wirtschaftswissenschaften,,0,,
70 Abschluß Studienkolleg,401,Maschinenwesen (kA/0),Maschinenbau/-wesen,,0,https://campus.tum.de/tumonline/wbstpcs.showSpoTree?pStStudiumNr=&pSJNr=1621&pStpStpNr=2876&pStartSemester=,
70 Abschluß Studienkolleg,010,Mathematik (kA/0),Mathematik,,0,https://campus.tum.de/tumonline/wbstpcs.showSpoTree?pStStudiumNr=&pSJNr=1621&pStpStpNr=2510&pStartSemester=,
70 Abschluß Studienkolleg,420,Mechatronik und Informationstechnik (kA/0),Mechatronik,,2,,
70 Abschluß Studienkolleg,831,Molekulare Biotechnologie (kA/0; sb bis 30.09.2030),Biotechnologie,,0,https://campus.tum.de/tumonline/wbstpcs.showSpoTree?pStStudiumNr=&pSJNr=1621&pStpStpNr=3161&pStartSemester=,
70 Abschluß Studienkolleg,804,Nachwachsende Rohstoffe (kA/0),Agrarwissenschaft/Landwirtschaft,,0,https://campus.tum.de/tumonline/wbstpcs.showSpoTree?pStStudiumNr=&pSJNr=1621&pStpStpNr=4367&pStartSemester=,
70 Abschluß Studienkolleg,760,Ökotrophologie (kA/0),Haushalts- und Ernährungswissenschaft,,0,https://campus.tum.de/tumonline/wbstpcs.showSpoTree?pStStudiumNr=&pSJNr=1621&pStpStpNr=3388&pStartSemester=,
70 Abschluß Studienkolleg,051,Physik (kA/0),Physik,,0,,
70 Abschluß Studienkolleg,262,Politikwissenschaft (kA/0),Politikwissenschaft,,2,,
70 Abschluß Studienkolleg,008,Propädeutikum Studienkolleg (kA/0; sb bis 30.09.2039),sonstiges,,0,https://campus.tum.de/tumonline/wbstpcs.showSpoTree?pStStudiumNr=&pSJNr=1621&pStpStpNr=3803&pStartSemester=,
70 Abschluß Studienkolleg,340,"Restaurierung, Kunsttechn. u. Konserv.-wissenschaften (kA/0; sb bis 30.09.2022)",Restaurierungskunde,,0,https://campus.tum.de/tumonline/wbstpcs.showSpoTree?pStStudiumNr=&pSJNr=1621&pStpStpNr=2972&pStartSemester=,
70 Abschluß Studienkolleg,291,Sportwissenschaft (kA/0; sb bis 30.09.2051),Sportwissenschaft,,0,https://campus.tum.de/tumonline/wbstpcs.showSpoTree?pStStudiumNr=&pSJNr=1621&pStpStpNr=2686&pStartSemester=,
70 Abschluß Studienkolleg,246,Sustainable Management and Technology (kA/20211; sb bis 30.09.2050),Wirtschaftswissenschaften,,0,,
70 Abschluß Studienkolleg,982,Technologie biogener Rohstoffe (kA/20211),Biotechnologie,,0,,
70 Abschluß Studienkolleg,256,Technologie- u. Managementorientierte BWL (kA/0; sb bis 30.09.2050),Betriebswirtschaftslehre,,0,https://campus.tum.de/tumonline/wbstpcs.showSpoTree?pStStudiumNr=&pSJNr=1621&pStpStpNr=2967&pStartSemester=,
70 Abschluß Studienkolleg,830,Technologie und Biotechnologie der Lebensmittel (kA/0; sb bis 30.09.2030),Lebensmitteltechnologie,,0,https://campus.tum.de/tumonline/wbstpcs.showSpoTree?pStStudiumNr=&pSJNr=1621&pStpStpNr=2696&pStartSemester=,
70 Abschluß Studienkolleg,457,Umweltingenieurwesen (kA/0),Bauingenieurwesen/Ingenieurbau,,0,https://campus.tum.de/tumonline/wbstpcs.showSpoTree?pStStudiumNr=&pSJNr=1621&pStpStpNr=2547&pStartSemester=,
70 Abschluß Studienkolleg,330,Vermessungswesen (kA/0),Vermessungswesen (Geodäsie),,0,https://campus.tum.de/tumonline/wbstpcs.showSpoTree?pStStudiumNr=&pSJNr=1621&pStpStpNr=3395&pStartSemester=,
70 Abschluß Studienkolleg,986,Vorkurs Geflüchtete (zweisemestrig) (kA/20221),Studienkolleg,,2,,
70 Abschluß Studienkolleg,043,Wirtschaftsinformatik (kA/0),Wirtschaftsinformatik,,0,https://campus.tum.de/tumonline/wbstpcs.showSpoTree?pStStudiumNr=&pSJNr=1621&pStpStpNr=3145&pStartSemester=,
70 Abschluß Studienkolleg,289,Wissenschaftliche Grundlagen des Sports (kA/0),Sportpädagogik/Sportpsychologie,0,0,https://campus.tum.de/tumonline/wbstpcs.showSpoTree?pStStudiumNr=&pSJNr=1621&pStpStpNr=4091&pStartSemester=,
71 Abschluss Studienkolleg (einsemestrig),987,Vorkurs für Geflüchtete Basiskurs (B1) (kA/20241),Studienkolleg,,1,,
71 Abschluss Studienkolleg (einsemestrig),988,Vorkurs für Geflüchtete Intensivkurs (A2+) (kA/20241),Studienkolleg,,1,,
71 Abschluss Studienkolleg (einsemestrig),981,"Vorkurs Geflüchtete, Abschluss Studienkolleg (einsemestrig) (kA/20171)",Studienkolleg,,1,,
90 Integrationsprogramm Ukraine ohne Abschluss,985,Integrationsprogramm Ukraine (kA/20221; sb bis 30.09.2050),ohne Angabe/ungeklärt,,1,https://campus.tum.de/tumonline/wbstpcs.showSpoTree?pStStudiumNr=&pSJNr=1621&pStpStpNr=5098&pStartSemester=,
91 Austauschprogramm (Practical Project Students),350,Architektur (kA/20241),Architektur,,,,
91 Austauschprogramm (Practical Project Students),437,Austauschprogramm Aerospace (Praktikum) (kA/20241),Luft- und Raumfahrttechnik,,,,
91 Austauschprogramm (Practical Project Students),400,Austauschprogramm Maschinenwesen (Praktikum) (kA/20241),Maschinenbau/-wesen,,,,
91 Austauschprogramm (Practical Project Students),627,Austauschprogramm TUM School of Life Sciences (kA/20241),Agrarwissenschaft/Landwirtschaft,,,,
91 Austauschprogramm (Practical Project Students),310,Bauingenieurwesen (kA/20241),Bauingenieurwesen/Ingenieurbau,,,,
91 Austauschprogramm (Practical Project Students),110,Biologie (kA/20241),Biologie,,,,
91 Austauschprogramm (Practical Project Students),100,Chemie (kA/20241),Chemie,,,https://campus.tum.de/tumonline/wbstpcs.showSpoTree?pStStudiumNr=&pSJNr=1621&pStpStpNr=5312&pStartSemester=,
91 Austauschprogramm (Practical Project Students),500,Elektrotechnik und Informationstechnik (kA/20241),Elektrotechnik/Elektronik,,,,
91 Austauschprogramm (Practical Project Students),761,Ernährungswissenschaft (kA/20241),Haushalts- und Ernährungswissenschaft,,,,
91 Austauschprogramm (Practical Project Students),806,Fakultät TUMCS (kA/20241),Biotechnologie,,,https://campus.tum.de/tumonline/wbstpcs.showSpoTree?pStStudiumNr=&pSJNr=1621&pStpStpNr=5285&pStartSemester=,
91 Austauschprogramm (Practical Project Students),620,Fakultät WZW (Agrar und Gartenbauwissenschaften) (kA/20241),Agrarwissenschaft/Landwirtschaft,,,,
91 Austauschprogramm (Practical Project Students),621,Fakultät WZW (Biowissenschaften) (kA/20241),Biologie,,,,
91 Austauschprogramm (Practical Project Students),622,Fakultät WZW (Brau- und Lebensmitteltechnologie) (kA/20241),Brauwesen/Getränketechnologie,,,,
91 Austauschprogramm (Practical Project Students),623,Fakultät WZW (Ernährungswissenschaften) (kA/20241),Haushalts- und Ernährungswissenschaft,,,,
91 Austauschprogramm (Practical Project Students),624,Fakultät WZW (Forstwissenschaft und Ressourcenmanagement (kA/20241),"Forstwissenschaft, -wirtschaft",,,,
91 Austauschprogramm (Practical Project Students),625,Fakultät WZW (Landschaftarch./-planung) (kA/20241),Landespflege/Landschaftsgestaltung,,,,
91 Austauschprogramm (Practical Project Students),753,Forstwissenschaft und Ressourcenmanagement (kA/20241),"Forstwissenschaft, -wirtschaft",,,,
91 Austauschprogramm (Practical Project Students),332,Geodäsie und Geoinformation (kA/20241),Vermessungswesen (Geodäsie),,,,
91 Austauschprogramm (Practical Project Students),030,Informatik (kA/20241),Informatik,,,,
91 Austauschprogramm (Practical Project Students),411,Ingenieurwissenschaften (Engin. Science) (kA/20241),Interdisziplinäre Studien (Schwerpunkt Ingenieurwissenschaften),,,,
91 Austauschprogramm (Practical Project Students),010,Mathematik (kA/20241),Mathematik,,,,
91 Austauschprogramm (Practical Project Students),902,Medizin (Klinisch) (kA/20241),Medizin (Allgemein-Medizin),,,,
91 Austauschprogramm (Practical Project Students),051,Physik (kA/20241),Physik,,,https://campus.tum.de/tumonline/wbstpcs.showSpoTree?pStStudiumNr=&pSJNr=1621&pStpStpNr=5314&pStartSemester=,
91 Austauschprogramm (Practical Project Students),262,Politikwissenschaft (kA/20241),Politikwissenschaft,,,,
91 Austauschprogramm (Practical Project Students),287,Practical Research Experience Program in Health and Sport Sciences (kA/20241),Sportwissenschaft,,,,
91 Austauschprogramm (Practical Project Students),170,Research on Teaching and Learning (kA/20241),Erziehungswissenschaft (Pädagogik),,,,
91 Austauschprogramm (Practical Project Students),246,Sustainable Management and Technology	 (kA/20241),Wirtschaftswissenschaften,,,,
91 Austauschprogramm (Practical Project Students),256,Technologie- und Managementorientierte Betriebswirtschaftslehre (kA/20241),Betriebswirtschaftslehre,,,,
91 Austauschprogramm (Practical Project Students),657,TUM School of MGT (Heilbronn) (kA/20241),Wirtschaftswissenschaften,,,,
91 Austauschprogramm (Practical Project Students),457,Umweltingenieurwesen (kA/20241),Bauingenieurwesen/Ingenieurbau,,,,
92 Aufbaustudium mit Abschlußzeugnis,040,Informatik (kA/20081; sb bis 30.09.2050),Informatik,,3,https://campus.tum.de/tumonline/wbstpcs.showSpoTree?pStStudiumNr=&pSJNr=1621&pStpStpNr=416&pStartSemester=,
93 Ergänzungsstudium,419,Luft- und Raumfahrt (kA/20171),Luft- und Raumfahrttechnik,,2,https://campus.tum.de/tumonline/wbstpcs.showSpoTree?pStStudiumNr=&pSJNr=1621&pStpStpNr=4674&pStartSemester=,
93 Ergänzungsstudium,131,Modulstudium auf dem Gebiet der Geologie und Geodäsie (kA/20171),Geologie/Paläontologie,50,2,https://campus.tum.de/tumonline/wbstpcs.showSpoTree?pStStudiumNr=&pSJNr=1621&pStpStpNr=4668&pStartSemester=,
94 Orientierungsstudium mit Teilnahmezertifikat,081,studium MINT (kA/20241),Interdisziplinäre Studien (Schwerpunkt Ingenieurwissenschaften),25,,https://campus.tum.de/tumonline/wbstpcs.showSpoTree?pStStudiumNr=&pSJNr=1621&pStpStpNr=5255&pStartSemester=,
95 Kein Abschluss,463,Kooperation PLUS (Ingenieur- und Werkstoffwissenschaften) (kA/20241),Interdisziplinäre Studien (Schwerpunkt Ingenieurwissenschaften),,2,https://campus.tum.de/tumonline/wbstpcs.showSpoTree?pStStudiumNr=&pSJNr=1621&pStpStpNr=5397&pStartSemester=,
95 Kein Abschluss,560,EuroTeQ (kA/20231),sonstiges,,1,,
95 Kein Abschluss,089,Gasthörerstudium (mehr als 8 SWS) (kA/0),ohne Angabe/ungeklärt,,1,,
95 Kein Abschluss,087,Gasthörerstudium (1-4 SWS) (kA/0),ohne Angabe/ungeklärt,,1,,
95 Kein Abschluss,088,Gasthörerstudium (5-8 SWS) (kA/0),ohne Angabe/ungeklärt,,1,,
95 Kein Abschluss,091,Gaststudium (kA/0),ohne Angabe/ungeklärt,,1,,
96 Austauschprogramm (studienbeitragspflichtig),350,Architektur (kA/20241),Architektur,,,,
96 Austauschprogramm (studienbeitragspflichtig),500,Elektrotechnik und Informationstechnik (kA/20241),Elektrotechnik/Elektronik,,,,
96 Austauschprogramm (studienbeitragspflichtig),419,Luft- und Raumfahrt (kA/20241),Luft- und Raumfahrttechnik,,,,
97 Ergänzungs-/Vertiefungsstudium mit Zertifikat,805,Modulstudien Brauwesen und Getränketechnologie (kA/20151; sb bis 30.09.2040),Brauwesen/Getränketechnologie,,2,https://campus.tum.de/tumonline/wbstpcs.showSpoTree?pStStudiumNr=&pSJNr=1621&pStpStpNr=4459&pStartSemester=,
97 Ergänzungs-/Vertiefungsstudium mit Zertifikat,166,"Research, Leadership,and Social Responsibility (kA/20251)",Wirtschaftswissenschaften,,4,,
98 Austauschprogramm (nicht studienbeitragspflichtig),627,Austauschprogramm TUM School of Life Sciences (kA/20241),Agrarwissenschaft/Landwirtschaft,,,https://campus.tum.de/tumonline/wbstpcs.showSpoTree?pStStudiumNr=&pSJNr=1621&pStpStpNr=5300&pStartSemester=,
98 Austauschprogramm (nicht studienbeitragspflichtig),657,Austauschprogramm TUM School of Management (Heilbronn) (kA/20241; sb bis 30.09.2050),Wirtschaftswissenschaften,,,https://campus.tum.de/tumonline/wbstpcs.showSpoTree?pStStudiumNr=&pSJNr=1621&pStpStpNr=5306&pStartSemester=,
98 Austauschprogramm (nicht studienbeitragspflichtig),256,Austauschprogramm TUM School of Management (Munich) (kA/20241; sb bis 30.09.2050),Betriebswirtschaftslehre,,,https://campus.tum.de/tumonline/wbstpcs.showSpoTree?pStStudiumNr=&pSJNr=1621&pStpStpNr=5304&pStartSemester=,
98 Austauschprogramm (nicht studienbeitragspflichtig),246,Austauschprogramm TUM School of Management (Straubing) (kA/20241; sb bis 30.09.2050),Wirtschaftswissenschaften,,,https://campus.tum.de/tumonline/wbstpcs.showSpoTree?pStStudiumNr=&pSJNr=1621&pStpStpNr=5302&pStartSemester=,
98 Austauschprogramm (nicht studienbeitragspflichtig),105,Biochemie (kA/20241),Biochemie,,,,
98 Austauschprogramm (nicht studienbeitragspflichtig),100,Chemie (kA/20241),Chemie,,,https://campus.tum.de/tumonline/wbstpcs.showSpoTree?pStStudiumNr=&pSJNr=1621&pStpStpNr=5311&pStartSemester=,
98 Austauschprogramm (nicht studienbeitragspflichtig),500,Elektrotechnik und Informationstechnik (kA/2),Elektrotechnik/Elektronik,,,https://campus.tum.de/tumonline/wbstpcs.showSpoTree?pStStudiumNr=&pSJNr=1621&pStpStpNr=5277&pStartSemester=,
98 Austauschprogramm (nicht studienbeitragspflichtig),437,Exchange Program Aerospace (ISCED 0716) (kA/20241),Luft- und Raumfahrttechnik,,,https://campus.tum.de/tumonline/wbstpcs.showSpoTree?pStStudiumNr=&pSJNr=1621&pStpStpNr=5358&pStartSemester=,
98 Austauschprogramm (nicht studienbeitragspflichtig),350,Exchange Program Architecture (ISCED 0731) (kA/20241),Architektur,,,https://campus.tum.de/tumonline/wbstpcs.showSpoTree?pStStudiumNr=&pSJNr=1621&pStpStpNr=5289&pStartSemester=,
98 Austauschprogramm (nicht studienbeitragspflichtig),310,Exchange Program Civil / Environmental / Geo Engineering (ISCED 0732) (kA/20241),Bauingenieurwesen/Ingenieurbau,,,https://campus.tum.de/tumonline/wbstpcs.showSpoTree?pStStudiumNr=&pSJNr=1621&pStpStpNr=5292&pStartSemester=,
98 Austauschprogramm (nicht studienbeitragspflichtig),332,Exchange Program Geodesy (ISCED 0532) (kA/20241),Vermessungswesen (Geodäsie),,,https://campus.tum.de/tumonline/wbstpcs.showSpoTree?pStStudiumNr=&pSJNr=1621&pStpStpNr=5294&pStartSemester=,
98 Austauschprogramm (nicht studienbeitragspflichtig),411,Exchange Program Interdisciplinary Engineering (ISCED 0710 + 0713) (kA/20241),Interdisziplinäre Studien (Schwerpunkt Ingenieurwissenschaften),,,https://campus.tum.de/tumonline/wbstpcs.showSpoTree?pStStudiumNr=&pSJNr=1621&pStpStpNr=5298&pStartSemester=,
98 Austauschprogramm (nicht studienbeitragspflichtig),400,Exchange Program Mechanical Engineering (ISCED 0715) (kA/20241),Maschinenbau/-wesen,,,https://campus.tum.de/tumonline/wbstpcs.showSpoTree?pStStudiumNr=&pSJNr=1621&pStpStpNr=5360&pStartSemester=,
98 Austauschprogramm (nicht studienbeitragspflichtig),806,Fakultät TUMCS (kA/20241),Biotechnologie,,,https://campus.tum.de/tumonline/wbstpcs.showSpoTree?pStStudiumNr=&pSJNr=1621&pStpStpNr=5284&pStartSemester=,
98 Austauschprogramm (nicht studienbeitragspflichtig),130,Geologie (kA/20241),Geologie/Paläontologie,,,,
98 Austauschprogramm (nicht studienbeitragspflichtig),201,Gesundheit- und Pflegewissenschaft (kA/20241),Gesundheitspädagogik,,,,
98 Austauschprogramm (nicht studienbeitragspflichtig),030,Informatik (kA/20241),Informatik,,,https://campus.tum.de/tumonline/wbstpcs.showSpoTree?pStStudiumNr=&pSJNr=1621&pStpStpNr=5280&pStartSemester=,
98 Austauschprogramm (nicht studienbeitragspflichtig),444,Maschinenwesen USP (kA/20191),Maschinenbau/-wesen,120,0,https://campus.tum.de/tumonline/wbstpcs.showSpoTree?pStStudiumNr=&pSJNr=1621&pStpStpNr=4853&pStartSemester=,
98 Austauschprogramm (nicht studienbeitragspflichtig),010,Mathematik (kA/20241),Mathematik,,,https://campus.tum.de/tumonline/wbstpcs.showSpoTree?pStStudiumNr=&pSJNr=1621&pStpStpNr=5282&pStartSemester=,
98 Austauschprogramm (nicht studienbeitragspflichtig),445,MCTS Austausch (kA/20241),Sozialkunde,,,,
98 Austauschprogramm (nicht studienbeitragspflichtig),902,Medizin (Klinisch) (kA/20241),Medizin (Allgemein-Medizin),,,,
98 Austauschprogramm (nicht studienbeitragspflichtig),051,Physik (kA/20241),Physik,,,https://campus.tum.de/tumonline/wbstpcs.showSpoTree?pStStudiumNr=&pSJNr=1621&pStpStpNr=5313&pStartSemester=,
98 Austauschprogramm (nicht studienbeitragspflichtig),262,Politikwissenschaft - Austausch (kA/20241),Politikwissenschaft,,,https://campus.tum.de/tumonline/wbstpcs.showSpoTree?pStStudiumNr=&pSJNr=1621&pStpStpNr=5315&pStartSemester=,
98 Austauschprogramm (nicht studienbeitragspflichtig),170,Research on Teaching and Learning (kA/20241),Erziehungswissenschaft (Pädagogik),,,,
98 Austauschprogramm (nicht studienbeitragspflichtig),083,Science and Technology Studies (kA/20241),ohne Angabe/ungeklärt,,,https://campus.tum.de/tumonline/wbstpcs.showSpoTree?pStStudiumNr=&pSJNr=1621&pStpStpNr=5331&pStartSemester=,
98 Austauschprogramm (nicht studienbeitragspflichtig),291,Sportwissenschaft (kA/20241),Sportwissenschaft,,,https://campus.tum.de/tumonline/wbstpcs.showSpoTree?pStStudiumNr=&pSJNr=1621&pStpStpNr=5310&pStartSemester=,
99 Zertifikat über die Teilnahme am Integrationsprogramm,980,Gasthörerprogramm für Geflüchtete (kA/20161),ohne Angabe/ungeklärt,,1,,
