Degree,ID,Curriculum,Field of studies,ECTS Credits,Semester,Curriculum Link,Modulhandbuch Link
66 TUM Skills Excellence Program with certificate,643,TUM Skills Excellence Program (Sch. of Li.Sc. LL) (kA/20211),Land Management Engineering/Landscape Design,30,2,https://campus.tum.de/wbstpcs.showSpoTree?pStStudiumNr=&pSJNr=1621&pStpStpNr=4978&pStartSemester=,
66 TUM Skills Excellence Program with certificate,651,TUM Skills Excellence Program (Sch. of So.Sc. Go.) (kA/20211),Political Science,,2,https://campus.tum.de/wbstpcs.showSpoTree?pStStudiumNr=&pSJNr=1621&pStpStpNr=4983&pStartSemester=,
66 TUM Skills Excellence Program with certificate,650,TUM Skills Excellence Program (Sch. of So.Sc. T.) (kA/20211),Educational Science,,2,https://campus.tum.de/wbstpcs.showSpoTree?pStStudiumNr=&pSJNr=1621&pStpStpNr=4982&pStartSemester=,
66 TUM Skills Excellence Program with certificate,648,TUM Skills Excellence Program (TUM School of Education) (kA/20211),Educational Science,,2,https://campus.tum.de/wbstpcs.showSpoTree?pStStudiumNr=&pSJNr=1621&pStpStpNr=4970&pStartSemester=,
66 TUM Skills Excellence Program with certificate,637,TUM Skills Excellence Program (TUM School of Engineering and Design) (kA/20211),Interdisciplinary Studies (focus area: Engineering Studies),,2,https://campus.tum.de/wbstpcs.showSpoTree?pStStudiumNr=&pSJNr=1621&pStpStpNr=4981&pStartSemester=,
66 TUM Skills Excellence Program with certificate,649,TUM Skills Excellence Program (TUM School of Governance) (kA/20211),Political Science,30,2,https://campus.tum.de/wbstpcs.showSpoTree?pStStudiumNr=&pSJNr=1621&pStpStpNr=4971&pStartSemester=,
66 TUM Skills Excellence Program with certificate,632,TUM Skills Excellence Program (TUM School of Management Heilbronn) (kA/20211; sb bis 30.09.2050),Business Sciences,,2,,
66 TUM Skills Excellence Program with certificate,631,TUM Skills Excellence Program (TUM School of Management Munich) (kA/20211; sb bis 30.09.2050),Business Sciences,,2,https://campus.tum.de/wbstpcs.showSpoTree?pStStudiumNr=&pSJNr=1621&pStpStpNr=4973&pStartSemester=,
66 TUM Skills Excellence Program with certificate,646,TUM Skills Excellence Program (TUM School of Medicine) (kA/20211),Medicine (General Medicine),,2,https://campus.tum.de/wbstpcs.showSpoTree?pStStudiumNr=&pSJNr=1621&pStpStpNr=4968&pStartSemester=,
67 Application for Continuation of Enrollment after Graduation,115,TUM Campus Straubing (kA/20221),Biotechnology,,2,,
67 Application for Continuation of Enrollment after Graduation,683,"TUM School of Computation, Information and Technology (Elektro-/Informationstechnik) (kA/20221)",Electrical Engineering/Electronics,,2,,
67 Application for Continuation of Enrollment after Graduation,686,"TUM School of Computation, Information and Technology (Informatics) (kA/20221)",Computer Science,,2,,
67 Application for Continuation of Enrollment after Graduation,687,"TUM School of Computation, Information and Technology (Mathematics) (kA/20221)",Mathematics,,2,,
67 Application for Continuation of Enrollment after Graduation,656,TUM School of Engineering and Design (Aerospace) (kA/20221),Aviation and Aerospace Engineering,,2,,
67 Application for Continuation of Enrollment after Graduation,659,TUM School of Engineering and Design (Architecture) (kA/20221),Architecture,,2,,
67 Application for Continuation of Enrollment after Graduation,671,TUM School of Engineering and Design (Civil Engineering) (kA/20221),Civil Engineering/Construction Engineering,,2,,
67 Application for Continuation of Enrollment after Graduation,674,TUM School of Engineering and Design (Engineering Sciences) (kA/20221),Interdisciplinary Studies (focus area: Engineering Studies),,2,,
67 Application for Continuation of Enrollment after Graduation,654,TUM School of Engineering and Design (Geodesy) (kA/20221),Surveying and Mapping,,2,,
67 Application for Continuation of Enrollment after Graduation,672,TUM School of Engineering and Design (Geosciences) (kA/20221),Geoscience,,2,,
67 Application for Continuation of Enrollment after Graduation,658,TUM School of Engineering and Design (Landscape Architecture) (kA/20221),Land Management Engineering/Landscape Design,,2,,
67 Application for Continuation of Enrollment after Graduation,660,TUM School of Engineering and Design (Mechanical Engineering) (kA/20221),Mechanical Engineering,,2,,
67 Application for Continuation of Enrollment after Graduation,664,TUM School of Life Sciences (Agricult.) (kA/20221),Agricultural Studies/Farming,,2,,
67 Application for Continuation of Enrollment after Graduation,665,TUM School of Life Sciences (Biosciences) (kA/20221),Biology,,2,,
67 Application for Continuation of Enrollment after Graduation,666,TUM School of Life Sciences (Brewing and Food Technology) (kA/20221),Brewing/Beverage Technology,,2,,
67 Application for Continuation of Enrollment after Graduation,670,TUM School of Life Sciences (Food Chemistry) (kA/20221),Food Chemistry,,2,,
67 Application for Continuation of Enrollment after Graduation,668,TUM School of Life Sciences (Forest Science and Resource Management) (kA/20221),Forestry / Forestry Science,,2,,
67 Application for Continuation of Enrollment after Graduation,669,TUM School of Life Sciences (Landscape Architecture and Landscape Planning) (kA/20221),Land Management Engineering/Landscape Design,,2,,
67 Application for Continuation of Enrollment after Graduation,655,TUM School of Life Sciences (Nature Protection) (kA/20221),Nature Conservation,,2,,
67 Application for Continuation of Enrollment after Graduation,667,TUM School of Life Sciences (Nutrition) (kA/20221),Household and Nutritional Science,,2,,
67 Application for Continuation of Enrollment after Graduation,657,TUM School of Management (Heilbronn) (kA/20221; sb bis 30.09.2050),Business Sciences,,2,,
67 Application for Continuation of Enrollment after Graduation,661,TUM School of Management (München) (kA/20221; sb bis 30.09.2050),Business Sciences,,2,,
67 Application for Continuation of Enrollment after Graduation,697,TUM School of MH (Health) (kA/20251),Health Education,,2,,
67 Application for Continuation of Enrollment after Graduation,698,TUM School of MH (Sport) (kA/20251),Sports Science,,2,,
67 Application for Continuation of Enrollment after Graduation,684,TUM School of Natural Sciences (Chemistry) (kA/20221),Chemistry,,2,,
67 Application for Continuation of Enrollment after Graduation,685,TUM School of Natural Sciences (Food Chemistry) (kA/20221),Food Chemistry,,2,,
67 Application for Continuation of Enrollment after Graduation,689,TUM School of Natural Sciences (Physics) (kA/20221),Physics,,2,,
67 Application for Continuation of Enrollment after Graduation,662,TUM School of Social Sciences and Technology (Education) (kA/20221),Educational Science,,2,,
67 Application for Continuation of Enrollment after Graduation,663,TUM School of Social Sciences and Technology (Governance) (kA/20221),Political Science,,2,,
67 Application for Continuation of Enrollment after Graduation,673,"TUM School of Social Sciences and Technology (Science, Technology and Society) (kA/20221)",others,,2,,
70 Preparatory college certificate,437,Aerospace (kA/20251),Aviation and Aerospace Engineering,,6,https://campus.tum.de/wbstpcs.showSpoTree?pStStudiumNr=&pSJNr=1621&pStpStpNr=5404&pStartSemester=,
70 Preparatory college certificate,419,Aeronautics and Aerospace (kA/0),Aviation and Aerospace Engineering,,0,,
70 Preparatory college certificate,722,Agricultural Science and Horticultural Science (kA/0; sb bis 30.09.2030),Agricultural Studies/Farming,,0,https://campus.tum.de/wbstpcs.showSpoTree?pStStudiumNr=&pSJNr=1621&pStpStpNr=2788&pStartSemester=,
70 Preparatory college certificate,723,Agricultural Science and Horticultural Science (kA/0),Agricultural Studies/Farming,,0,,
70 Preparatory college certificate,701,Agricultural Studies (kA/0; sb bis 30.09.2030),Agricultural Studies/Farming,,0,https://campus.tum.de/wbstpcs.showSpoTree?pStStudiumNr=&pSJNr=1621&pStpStpNr=3064&pStartSemester=,
70 Preparatory college certificate,350,Architecture (kA/0; sb bis 30.09.2039),Architecture,,0,https://campus.tum.de/wbstpcs.showSpoTree?pStStudiumNr=&pSJNr=1621&pStpStpNr=2778&pStartSemester=,
70 Preparatory college certificate,105,Biochemistry (kA/0),Biochemistry,,0,https://campus.tum.de/wbstpcs.showSpoTree?pStStudiumNr=&pSJNr=1621&pStpStpNr=2694&pStartSemester=,
70 Preparatory college certificate,983,Bioeconomy (kA/0),Biotechnology,,0,,
70 Preparatory college certificate,116,Biogenic Materials (kA/20211),Biotechnology,,0,,
70 Preparatory college certificate,110,Biology (kA/0; sb bis 30.09.2051),Biology,,0,https://campus.tum.de/wbstpcs.showSpoTree?pStStudiumNr=&pSJNr=1621&pStpStpNr=2615&pStartSemester=,
70 Preparatory college certificate,993,Bioökonomie (kA/0),Biotechnology,,0,,
70 Preparatory college certificate,799,Bioprocessing Engineering (kA/0),Process Engineering,,2,https://campus.tum.de/wbstpcs.showSpoTree?pStStudiumNr=&pSJNr=1621&pStpStpNr=4159&pStartSemester=,
70 Preparatory college certificate,800,Brewing/Beverage Technology (kA/0; sb bis 30.09.2030),Brewing/Beverage Technology,,0,https://campus.tum.de/wbstpcs.showSpoTree?pStStudiumNr=&pSJNr=1621&pStpStpNr=2789&pStartSemester=,
70 Preparatory college certificate,415,Chemical Engineering (kA/0),Chemical Engineering,,0,https://campus.tum.de/wbstpcs.showSpoTree?pStStudiumNr=&pSJNr=1621&pStpStpNr=2700&pStartSemester=,
70 Preparatory college certificate,111,Chemische Biotechnologie (kA/0),Biotechnology,,0,,
70 Preparatory college certificate,100,Chemistry (kA/0),Chemistry,,0,https://campus.tum.de/wbstpcs.showSpoTree?pStStudiumNr=&pSJNr=1621&pStpStpNr=2518&pStartSemester=,
70 Preparatory college certificate,310,Civil Engineering (kA/0; sb bis 30.09.2051),Civil Engineering/Construction Engineering,,0,https://campus.tum.de/wbstpcs.showSpoTree?pStStudiumNr=&pSJNr=1621&pStpStpNr=2964&pStartSemester=,
70 Preparatory college certificate,760,Dietetics (kA/0),Household and Nutritional Science,,0,https://campus.tum.de/wbstpcs.showSpoTree?pStStudiumNr=&pSJNr=1621&pStpStpNr=3388&pStartSemester=,
70 Preparatory college certificate,500,Electrical Engineering and Information Technology (kA/0; sb bis 30.09.2051),Electrical Engineering/Electronics,,0,https://campus.tum.de/wbstpcs.showSpoTree?pStStudiumNr=&pSJNr=1621&pStpStpNr=2956&pStartSemester=,
70 Preparatory college certificate,424,Energy and Processing Technology (kA/0),Energy Technology (not including Electrical Engineering),,2,,
70 Preparatory college certificate,053,Engineering Physics (kA/0),Physics,,2,,
70 Preparatory college certificate,411,Engineering Science (kA/0; sb bis 30.09.2059),Interdisciplinary Studies (focus area: Engineering Studies),0,,https://campus.tum.de/wbstpcs.showSpoTree?pStStudiumNr=&pSJNr=1621&pStpStpNr=4394&pStartSemester=,
70 Preparatory college certificate,457,Environmental Engineering (kA/0),Civil Engineering/Construction Engineering,,0,https://campus.tum.de/wbstpcs.showSpoTree?pStStudiumNr=&pSJNr=1621&pStpStpNr=2547&pStartSemester=,
70 Preparatory college certificate,160,Food Chemistry (kA/0; sb bis 30.09.2036),Food Chemistry,,0,https://campus.tum.de/wbstpcs.showSpoTree?pStStudiumNr=&pSJNr=1621&pStpStpNr=2525&pStartSemester=,
70 Preparatory college certificate,832,Food Technology (kA/20241),Food Technology,,0,https://campus.tum.de/wbstpcs.showSpoTree?pStStudiumNr=&pSJNr=1621&pStpStpNr=5393&pStartSemester=,
70 Preparatory college certificate,830,Food Technology and Biotechnology (kA/0; sb bis 30.09.2030),Food Technology,,0,https://campus.tum.de/wbstpcs.showSpoTree?pStStudiumNr=&pSJNr=1621&pStpStpNr=2696&pStartSemester=,
70 Preparatory college certificate,750,Forestry Science (kA/0; sb bis 30.09.2030),Forestry / Forestry Science,,0,https://campus.tum.de/wbstpcs.showSpoTree?pStStudiumNr=&pSJNr=1621&pStpStpNr=2519&pStartSemester=,
70 Preparatory college certificate,753,Forestry Science and Resource Management (kA/0),Forestry / Forestry Science,,2,https://campus.tum.de/wbstpcs.showSpoTree?pStStudiumNr=&pSJNr=1621&pStpStpNr=4158&pStartSemester=,
70 Preparatory college certificate,332,Geodesy and Geoinformation (kA/0),Surveying and Mapping,,0,https://campus.tum.de/wbstpcs.showSpoTree?pStStudiumNr=&pSJNr=1621&pStpStpNr=2691&pStartSemester=,
70 Preparatory college certificate,130,Geology (kA/0),Geology/Paleontology,,0,https://campus.tum.de/wbstpcs.showSpoTree?pStStudiumNr=&pSJNr=1621&pStpStpNr=3157&pStartSemester=,
70 Preparatory college certificate,139,Geosciences (kA/0),Geoscience,,0,https://campus.tum.de/wbstpcs.showSpoTree?pStStudiumNr=&pSJNr=1621&pStpStpNr=3778&pStartSemester=,
70 Preparatory college certificate,202,Health Science (kA/0),Health Education,,0,,
70 Preparatory college certificate,721,Horticultural Sciences (kA/0; sb bis 30.09.2030),Horticulture,,0,https://campus.tum.de/wbstpcs.showSpoTree?pStStudiumNr=&pSJNr=1621&pStpStpNr=3146&pStartSemester=,
70 Preparatory college certificate,030,Informatics (kA/0; sb bis 30.09.2039),Computer Science,,0,https://campus.tum.de/wbstpcs.showSpoTree?pStStudiumNr=&pSJNr=1621&pStpStpNr=3139&pStartSemester=,
70 Preparatory college certificate,120,Information Engineering (kA/20211),Ingenieurinformatik/Technische Informatik,,0,,
70 Preparatory college certificate,043,Information Systems (kA/0),Information Systems,,0,https://campus.tum.de/wbstpcs.showSpoTree?pStStudiumNr=&pSJNr=1621&pStpStpNr=3145&pStartSemester=,
70 Preparatory college certificate,746,Landscape Architecture and Landscape Planning (kA/0),Land Management Engineering/Landscape Design,,0,https://campus.tum.de/wbstpcs.showSpoTree?pStStudiumNr=&pSJNr=1621&pStpStpNr=4254&pStartSemester=,
70 Preparatory college certificate,741,Landscape Architecture and Planning old (kA/0; sb bis 30.09.2036),Land Management Engineering/Landscape Design,,0,https://campus.tum.de/wbstpcs.showSpoTree?pStStudiumNr=&pSJNr=1621&pStpStpNr=2712&pStartSemester=,
70 Preparatory college certificate,763,Life Sciences Ernährungswissenschaft (kA/20191),Biology,,0,,
70 Preparatory college certificate,256,Management & Technology (kA/0; sb bis 30.09.2050),Business Studies,,0,https://campus.tum.de/wbstpcs.showSpoTree?pStStudiumNr=&pSJNr=1621&pStpStpNr=2967&pStartSemester=,
70 Preparatory college certificate,274,Management and Technology (kA/0; sb bis 30.09.2050),Business Sciences,,0,,
70 Preparatory college certificate,010,Mathematics (kA/0),Mathematics,,0,https://campus.tum.de/wbstpcs.showSpoTree?pStStudiumNr=&pSJNr=1621&pStpStpNr=2510&pStartSemester=,
70 Preparatory college certificate,401,Mechanical Engineering (kA/0),Mechanical Engineering,,0,https://campus.tum.de/wbstpcs.showSpoTree?pStStudiumNr=&pSJNr=1621&pStpStpNr=2876&pStartSemester=,
70 Preparatory college certificate,420,Mechatronics and Information Technology (kA/0),Mechatronics,,2,,
70 Preparatory college certificate,831,Molecular Biotechnology (kA/0; sb bis 30.09.2030),Biotechnology,,0,https://campus.tum.de/wbstpcs.showSpoTree?pStStudiumNr=&pSJNr=1621&pStpStpNr=3161&pStartSemester=,
70 Preparatory college certificate,761,Nutritional Science (kA/0; sb bis 30.09.2030),Household and Nutritional Science,,0,https://campus.tum.de/wbstpcs.showSpoTree?pStStudiumNr=&pSJNr=1621&pStpStpNr=2521&pStartSemester=,
70 Preparatory college certificate,051,Physics (kA/0),Physics,,0,,
70 Preparatory college certificate,262,Political Science  (kA/0),Political Science,,2,,
70 Preparatory college certificate,008,Propaedeutic (kA/0; sb bis 30.09.2039),others,,0,https://campus.tum.de/wbstpcs.showSpoTree?pStStudiumNr=&pSJNr=1621&pStpStpNr=3803&pStartSemester=,
70 Preparatory college certificate,804,Renewable Resources (kA/0),Agricultural Studies/Farming,,0,https://campus.tum.de/wbstpcs.showSpoTree?pStStudiumNr=&pSJNr=1621&pStpStpNr=4367&pStartSemester=,
70 Preparatory college certificate,340,"Restoration, Art Technology and Preservation Science (kA/0; sb bis 30.09.2022)",Restoration Studies,,0,https://campus.tum.de/wbstpcs.showSpoTree?pStStudiumNr=&pSJNr=1621&pStpStpNr=2972&pStartSemester=,
70 Preparatory college certificate,289,Scientific principles of Sports (kA/0),Sports Education/Sports Psychology,0,0,https://campus.tum.de/wbstpcs.showSpoTree?pStStudiumNr=&pSJNr=1621&pStpStpNr=4091&pStartSemester=,
70 Preparatory college certificate,291,Sports Science (kA/0; sb bis 30.09.2051),Sports Science,,0,https://campus.tum.de/wbstpcs.showSpoTree?pStStudiumNr=&pSJNr=1621&pStpStpNr=2686&pStartSemester=,
70 Preparatory college certificate,330,Surveying (kA/0),Surveying and Mapping,,0,https://campus.tum.de/wbstpcs.showSpoTree?pStStudiumNr=&pSJNr=1621&pStpStpNr=3395&pStartSemester=,
70 Preparatory college certificate,246,Sustainable Management and Technology (kA/20211; sb bis 30.09.2050),Business Sciences,,0,,
70 Preparatory college certificate,982,Technology of Biogenic Resources (kA/20211),Biotechnology,,0,,
70 Preparatory college certificate,986,Vorkurs Geflüchtete (zweisemestrig) (kA/20221),Preparatory College,,2,,
71 Preparatory college certificate (1 semester),987,Vorkurs für Geflüchtete Basiskurs (B1) (kA/20241),Preparatory College,,1,,
71 Preparatory college certificate (1 semester),988,Vorkurs für Geflüchtete Intensivkurs (A2+) (kA/20241),Preparatory College,,1,,
71 Preparatory college certificate (1 semester),981,Vorkurs Geflüchtete (kA/20171),Preparatory College,,1,,
90 Integrationsprogramm Ukraine ohne Abschluss,985,Integrationsprogramm Ukraine (kA/20221; sb bis 30.09.2050),no details/unexplained,,1,https://campus.tum.de/wbstpcs.showSpoTree?pStStudiumNr=&pSJNr=1621&pStpStpNr=5098&pStartSemester=,
91 Exchange program (Practical Project Students),350,Architecture (kA/20241),Architecture,,,,
91 Exchange program (Practical Project Students),110,Biology (kA/20241),Biology,,,,
91 Exchange program (Practical Project Students),100,Chemistry (kA/20241),Chemistry,,,https://campus.tum.de/wbstpcs.showSpoTree?pStStudiumNr=&pSJNr=1621&pStpStpNr=5312&pStartSemester=,
91 Exchange program (Practical Project Students),310,Civil Engineering (kA/20241),Civil Engineering/Construction Engineering,,,,
91 Exchange program (Practical Project Students),902,Clinical Medicine (kA/20241),Medicine (General Medicine),,,,
91 Exchange program (Practical Project Students),500,Electrical Engineering and Information Technology (kA/20241),Electrical Engineering/Electronics,,,,
91 Exchange program (Practical Project Students),411,Engineering Science (kA/20241),Interdisciplinary Studies (focus area: Engineering Studies),,,,
91 Exchange program (Practical Project Students),457,Environmental Engineering (kA/20241),Civil Engineering/Construction Engineering,,,,
91 Exchange program (Practical Project Students),437,Exchange Program Aerospace (Practical Project Students) (kA/20241),Aviation and Aerospace Engineering,,,,
91 Exchange program (Practical Project Students),400,Exchange Program Mechanical Engineering (Practical Project Students) (kA/20241),Mechanical Engineering,,,,
91 Exchange program (Practical Project Students),627,Exchange Program TUM School of Life Sciences (kA/20241),Agricultural Studies/Farming,,,,
91 Exchange program (Practical Project Students),806,Fakultät TUMCS (kA/20241),Biotechnology,,,https://campus.tum.de/wbstpcs.showSpoTree?pStStudiumNr=&pSJNr=1621&pStpStpNr=5285&pStartSemester=,
91 Exchange program (Practical Project Students),753,Forestry Science and Resource Management (kA/20241),Forestry / Forestry Science,,,,
91 Exchange program (Practical Project Students),332,Geodesy and Geoinformation (kA/20241),Surveying and Mapping,,,,
91 Exchange program (Practical Project Students),030,Informatics (kA/20241),Computer Science,,,,
91 Exchange program (Practical Project Students),256,Management & Technology (kA/20241),Business Studies,,,,
91 Exchange program (Practical Project Students),010,Mathematics (kA/20241),Mathematics,,,,
91 Exchange program (Practical Project Students),761,Nutritional Science (kA/20241),Household and Nutritional Science,,,,
91 Exchange program (Practical Project Students),051,Physics (kA/20241),Physics,,,https://campus.tum.de/wbstpcs.showSpoTree?pStStudiumNr=&pSJNr=1621&pStpStpNr=5314&pStartSemester=,
91 Exchange program (Practical Project Students),262,Political Science (kA/20241),Political Science,,,,
91 Exchange program (Practical Project Students),287,Practical Research Experience Program in Health and Sport Sciences (kA/20241),Sports Science,,,,
91 Exchange program (Practical Project Students),170,Research on Teaching and Learning (kA/20241),Educational Science,,,,
91 Exchange program (Practical Project Students),246,Sustainable Management and Technology (kA/20241),Business Sciences,,,,
91 Exchange program (Practical Project Students),625,TUM School of Life Sciences (Landscape) (kA/20241),Land Management Engineering/Landscape Design,,,,
91 Exchange program (Practical Project Students),623,TUM School of Life Sciences (Nutrition) (kA/20241),Household and Nutritional Science,,,,
91 Exchange program (Practical Project Students),621,TUM School of Life Sciences Weihenstephan (Biosiences) (kA/20241),Biology,,,,
91 Exchange program (Practical Project Students),622,TUM School of Life Sciences Weihenstephan (Brewing and Food Technology) (kA/20241),Brewing/Beverage Technology,,,,
91 Exchange program (Practical Project Students),624,TUM School of Life Sciences Weihenstephan (Forest Sci. and Resource Man.) (kA/20241),Forestry / Forestry Science,,,,
91 Exchange program (Practical Project Students),620,TUM School of Life Sciencesh (Agricult.) (kA/20241),Agricultural Studies/Farming,,,,
91 Exchange program (Practical Project Students),657,TUM School of MGT (Heilbronn) (kA/20241),Business Sciences,,,,
92 Graduate studies with certificate,040,Informatics (kA/20081; sb bis 30.09.2050),Computer Science,,3,https://campus.tum.de/wbstpcs.showSpoTree?pStStudiumNr=&pSJNr=1621&pStpStpNr=416&pStartSemester=,
93 Supplementary studies,419,Aerospace Engineering (kA/20171),Aviation and Aerospace Engineering,,2,https://campus.tum.de/wbstpcs.showSpoTree?pStStudiumNr=&pSJNr=1621&pStpStpNr=4674&pStartSemester=,
93 Supplementary studies,131,Geology and Geodesy (kA/20171),Geology/Paleontology,50,2,https://campus.tum.de/wbstpcs.showSpoTree?pStStudiumNr=&pSJNr=1621&pStpStpNr=4668&pStartSemester=,
94 Study orientation with certificate,081,studium MINT (kA/20241),Interdisciplinary Studies (focus area: Engineering Studies),25,,https://campus.tum.de/wbstpcs.showSpoTree?pStStudiumNr=&pSJNr=1621&pStpStpNr=5255&pStartSemester=,
95 No certificate,463,Cooperation PLUS (Engineering- and Materials Science) (kA/20241),Interdisciplinary Studies (focus area: Engineering Studies),,2,https://campus.tum.de/wbstpcs.showSpoTree?pStStudiumNr=&pSJNr=1621&pStpStpNr=5397&pStartSemester=,
95 No certificate,560,EuroTeQ (kA/20231),others,,1,,
95 No certificate,091,Guest auditor study course (kA/0),no details/unexplained,,1,,
95 No certificate,089,Guest auditor study course (over 8 SH/W) (kA/0),no details/unexplained,,1,,
95 No certificate,087,Guest auditor study course (1-4 SH/W) (kA/0),no details/unexplained,,1,,
95 No certificate,088,Guest auditor study course (5-8 SH/W) (kA/0),no details/unexplained,,1,,
96 Exchange program (subject to fees),419,Aeronautics and Aerospace (kA/20241),Aviation and Aerospace Engineering,,,,
96 Exchange program (subject to fees),350,Architecture (kA/20241),Architecture,,,,
96 Exchange program (subject to fees),500,Electrical Engineering and Information Technology (kA/20241),Electrical Engineering/Electronics,,,,
97 Supplementary / specialization studies with certificate,805,Module Studies in Brewing and Beverage Technology (kA/20151; sb bis 30.09.2040),Brewing/Beverage Technology,,2,https://campus.tum.de/wbstpcs.showSpoTree?pStStudiumNr=&pSJNr=1621&pStpStpNr=4459&pStartSemester=,
97 Supplementary / specialization studies with certificate,166,"Research, Leadership,and Social Responsibility (kA/20251)",Business Sciences,,4,,
98 Exchange program (not subject to fees),105,Biochemistry (kA/20241),Biochemistry,,,,
98 Exchange program (not subject to fees),100,Chemistry (kA/20241),Chemistry,,,https://campus.tum.de/wbstpcs.showSpoTree?pStStudiumNr=&pSJNr=1621&pStpStpNr=5311&pStartSemester=,
98 Exchange program (not subject to fees),902,Clinical Medicine (kA/20241),Medicine (General Medicine),,,,
98 Exchange program (not subject to fees),500,Electrical and Computer Engineering (kA/2),Electrical Engineering/Electronics,,,https://campus.tum.de/wbstpcs.showSpoTree?pStStudiumNr=&pSJNr=1621&pStpStpNr=5277&pStartSemester=,
98 Exchange program (not subject to fees),437,Exchange Program Aerospace (ISCED 0716) (kA/20241),Aviation and Aerospace Engineering,,,https://campus.tum.de/wbstpcs.showSpoTree?pStStudiumNr=&pSJNr=1621&pStpStpNr=5358&pStartSemester=,
98 Exchange program (not subject to fees),350,Exchange Program Architecture (ISCED 0731) (kA/20241),Architecture,,,https://campus.tum.de/wbstpcs.showSpoTree?pStStudiumNr=&pSJNr=1621&pStpStpNr=5289&pStartSemester=,
98 Exchange program (not subject to fees),310,Exchange Program Civil / Environmental / Geo Engineering (ISCED 0732) (kA/20241),Civil Engineering/Construction Engineering,,,https://campus.tum.de/wbstpcs.showSpoTree?pStStudiumNr=&pSJNr=1621&pStpStpNr=5292&pStartSemester=,
98 Exchange program (not subject to fees),332,Exchange Program Geodesy (ISCED 0532) (kA/20241),Surveying and Mapping,,,https://campus.tum.de/wbstpcs.showSpoTree?pStStudiumNr=&pSJNr=1621&pStpStpNr=5294&pStartSemester=,
98 Exchange program (not subject to fees),411,Exchange Program Interdisciplinary Engineering (ISCED 0710 + 0713) (kA/20241),Interdisciplinary Studies (focus area: Engineering Studies),,,https://campus.tum.de/wbstpcs.showSpoTree?pStStudiumNr=&pSJNr=1621&pStpStpNr=5298&pStartSemester=,
98 Exchange program (not subject to fees),400,Exchange Program Mechanical Engineering (ISCED 0715) (kA/20241),Mechanical Engineering,,,https://campus.tum.de/wbstpcs.showSpoTree?pStStudiumNr=&pSJNr=1621&pStpStpNr=5360&pStartSemester=,
98 Exchange program (not subject to fees),627,Exchange Program TUM School of Life Sciences (kA/20241),Agricultural Studies/Farming,,,https://campus.tum.de/wbstpcs.showSpoTree?pStStudiumNr=&pSJNr=1621&pStpStpNr=5300&pStartSemester=,
98 Exchange program (not subject to fees),657,Exchange program TUM School of Management (Heilbronn) (kA/20241; sb bis 30.09.2050),Business Sciences,,,https://campus.tum.de/wbstpcs.showSpoTree?pStStudiumNr=&pSJNr=1621&pStpStpNr=5306&pStartSemester=,
98 Exchange program (not subject to fees),256,Exchange program TUM School of Management (Munich) (kA/20241; sb bis 30.09.2050),Business Studies,,,https://campus.tum.de/wbstpcs.showSpoTree?pStStudiumNr=&pSJNr=1621&pStpStpNr=5304&pStartSemester=,
98 Exchange program (not subject to fees),246,Exchange program TUM School of Management (Straubing) (kA/20241; sb bis 30.09.2050),Business Sciences,,,https://campus.tum.de/wbstpcs.showSpoTree?pStStudiumNr=&pSJNr=1621&pStpStpNr=5302&pStartSemester=,
98 Exchange program (not subject to fees),806,Fakultät TUMCS (kA/20241),Biotechnology,,,https://campus.tum.de/wbstpcs.showSpoTree?pStStudiumNr=&pSJNr=1621&pStpStpNr=5284&pStartSemester=,
98 Exchange program (not subject to fees),130,Geology (kA/20241),Geology/Paleontology,,,,
98 Exchange program (not subject to fees),201,Health and Care Science (kA/20241),Health Education,,,,
98 Exchange program (not subject to fees),030,Informatics (kA/20241),Computer Science,,,https://campus.tum.de/wbstpcs.showSpoTree?pStStudiumNr=&pSJNr=1621&pStpStpNr=5280&pStartSemester=,
98 Exchange program (not subject to fees),444,Maschinenwesen USP (kA/20191),Mechanical Engineering,120,0,https://campus.tum.de/wbstpcs.showSpoTree?pStStudiumNr=&pSJNr=1621&pStpStpNr=4853&pStartSemester=,
98 Exchange program (not subject to fees),010,Mathematics (kA/20241),Mathematics,,,https://campus.tum.de/wbstpcs.showSpoTree?pStStudiumNr=&pSJNr=1621&pStpStpNr=5282&pStartSemester=,
98 Exchange program (not subject to fees),445,MCTS Austausch (kA/20241),Social Studies,,,,
98 Exchange program (not subject to fees),051,Physics (kA/20241),Physics,,,https://campus.tum.de/wbstpcs.showSpoTree?pStStudiumNr=&pSJNr=1621&pStpStpNr=5313&pStartSemester=,
98 Exchange program (not subject to fees),262,Political Science  (kA/20241),Political Science,,,https://campus.tum.de/wbstpcs.showSpoTree?pStStudiumNr=&pSJNr=1621&pStpStpNr=5315&pStartSemester=,
98 Exchange program (not subject to fees),170,Research on Teaching and Learning (kA/20241),Educational Science,,,,
98 Exchange program (not subject to fees),083,Science and Technology Studies (STS) (kA/20241),no details/unexplained,,,https://campus.tum.de/wbstpcs.showSpoTree?pStStudiumNr=&pSJNr=1621&pStpStpNr=5331&pStartSemester=,
98 Exchange program (not subject to fees),291,Sports Science (kA/20241),Sports Science,,,https://campus.tum.de/wbstpcs.showSpoTree?pStStudiumNr=&pSJNr=1621&pStpStpNr=5310&pStartSemester=,
99 Certificate of participation in the integration program,980,Auditor Program for Refugees (kA/20161),no details/unexplained,,1,,
