Study_Program_ID,Name (1),Name (2),Name (3),Link,Credits,GF,Module_ID,ID
121,Elective Courses,Robotics,[CIT4330017] Trustworthy Machine Learning Systems,https://campus.tum.de/tumonline/ee/ui/ca2/app/desktop/#/slc.cm.reg/student/modules/detail/light/3573501/study-year/1619,3.0,1,CIT4330017,202.0
121,Elective Courses,Security and Privacy,,,,1,,203.0
121,Elective Courses,Security and Privacy,[IN99570] Accepted Elective in Security and Privacy,,,1,IN99570,204.0
121,Elective Courses,Security and Privacy,[EI71070] Advanced Cryptographic Implementations,https://campus.tum.de/tumonline/ee/ui/ca2/app/desktop/#/slc.cm.reg/student/modules/detail/light/1808723/study-year/1619,5.0,1,EI71070,205.0
121,Elective Courses,Security and Privacy,[CIT333000] Applied Cryptography for Decentralized Systems (ACDS),https://campus.tum.de/tumonline/ee/ui/ca2/app/desktop/#/slc.cm.reg/student/modules/detail/light/4112127/study-year/1619,5.0,1,CIT333000,206.0
121,Elective Courses,Security and Privacy,[IN3470] Selected Topics in Security and Privacy,https://campus.tum.de/tumonline/ee/ui/ca2/app/desktop/#/slc.cm.reg/student/modules/detail/light/1498142/study-year/1619,5.0,1,IN3470,207.0
121,Elective Courses,Security and Privacy,[EI70520] Circuit Design for Security,https://campus.tum.de/tumonline/ee/ui/ca2/app/desktop/#/slc.cm.reg/student/modules/detail/light/1744305/study-year/1619,5.0,1,EI70520,208.0
121,Elective Courses,Security and Privacy,[CIT4330015] Coding for Private Reliable and Efficient Distributed Learning,https://campus.tum.de/tumonline/ee/ui/ca2/app/desktop/#/slc.cm.reg/student/modules/detail/light/3539143/study-year/1619,5.0,1,CIT4330015,209.0
121,Elective Courses,Security and Privacy,[IN2341] Current Trends in IT Security,https://campus.tum.de/tumonline/ee/ui/ca2/app/desktop/#/slc.cm.reg/student/modules/detail/light/1264715/study-year/1619,5.0,1,IN2341,210.0
121,Elective Courses,Security and Privacy,[EI70530] Embedded Systems and Security,https://campus.tum.de/tumonline/ee/ui/ca2/app/desktop/#/slc.cm.reg/student/modules/detail/light/1743551/study-year/1619,5.0,1,EI70530,211.0
121,Elective Courses,Security and Privacy,[CIT433040] Embedded Systems and Security,https://campus.tum.de/tumonline/ee/ui/ca2/app/desktop/#/slc.cm.reg/student/modules/detail/light/4389126/study-year/1619,6.0,1,CIT433040,212.0
121,Elective Courses,Security and Privacy,[IN2407] Hardware Security,https://campus.tum.de/tumonline/ee/ui/ca2/app/desktop/#/slc.cm.reg/student/modules/detail/light/3106362/study-year/1619,5.0,1,IN2407,213.0
121,Elective Courses,Security and Privacy,[EI73451] Information Theoretic Security,https://campus.tum.de/tumonline/ee/ui/ca2/app/desktop/#/slc.cm.reg/student/modules/detail/light/1366633/study-year/1619,5.0,1,EI73451,214.0
121,Elective Courses,Security and Privacy,[CIT4330009] IoT Security,https://campus.tum.de/tumonline/ee/ui/ca2/app/desktop/#/slc.cm.reg/student/modules/detail/light/3395263/study-year/1619,5.0,1,CIT4330009,215.0
121,Elective Courses,Security and Privacy,[CIT3330002] IT Security 2,https://campus.tum.de/tumonline/ee/ui/ca2/app/desktop/#/slc.cm.reg/student/modules/detail/light/3470518/study-year/1619,5.0,1,CIT3330002,216.0
121,Elective Courses,Security and Privacy,[CIT3330003] Cryptography,https://campus.tum.de/tumonline/ee/ui/ca2/app/desktop/#/slc.cm.reg/student/modules/detail/light/3494362/study-year/1619,5.0,1,CIT3330003,217.0
121,Elective Courses,Security and Privacy,[IN2161] Networks for Monetary Transactions,https://campus.tum.de/tumonline/ee/ui/ca2/app/desktop/#/slc.cm.reg/student/modules/detail/light/458249/study-year/1619,3.0,1,IN2161,218.0
121,Elective Courses,Security and Privacy,[IN2194] Peer-to-Peer-Systems and Security,https://campus.tum.de/tumonline/ee/ui/ca2/app/desktop/#/slc.cm.reg/student/modules/detail/light/487459/study-year/1619,6.0,1,IN2194,219.0
121,Elective Courses,Security and Privacy,[EI71029] Physical Unclonable Functions,https://campus.tum.de/tumonline/ee/ui/ca2/app/desktop/#/slc.cm.reg/student/modules/detail/light/1439257/study-year/1619,5.0,1,EI71029,220.0
121,Elective Courses,Security and Privacy,[EI71073] Quantum Computers and Quantum Secure Communications,https://campus.tum.de/tumonline/ee/ui/ca2/app/desktop/#/slc.cm.reg/student/modules/detail/light/1808722/study-year/1619,5.0,1,EI71073,221.0
121,Elective Courses,Security and Privacy,[EI75671] Lecture Series System Security,https://campus.tum.de/tumonline/ee/ui/ca2/app/desktop/#/slc.cm.reg/student/modules/detail/light/1235884/study-year/1619,3.0,1,EI75671,222.0
121,Elective Courses,Security and Privacy,[IN2313] Secure Coding,https://campus.tum.de/tumonline/ee/ui/ca2/app/desktop/#/slc.cm.reg/student/modules/detail/light/1020200/study-year/1619,6.0,1,IN2313,223.0
121,Elective Courses,Security and Privacy,[IN2178] Security Engineering,https://campus.tum.de/tumonline/ee/ui/ca2/app/desktop/#/slc.cm.reg/student/modules/detail/light/460596/study-year/1619,5.0,1,IN2178,224.0
121,Elective Courses,Security and Privacy,[EI71060] Security in Communications and Storage,https://campus.tum.de/tumonline/ee/ui/ca2/app/desktop/#/slc.cm.reg/student/modules/detail/light/1704173/study-year/1619,5.0,1,EI71060,225.0
121,Elective Courses,Security and Privacy,[EI7243] Secure Implementation of Cryptographic Algorithms,https://campus.tum.de/tumonline/ee/ui/ca2/app/desktop/#/slc.cm.reg/student/modules/detail/light/669621/study-year/1619,6.0,1,EI7243,226.0
121,Elective Courses,Security and Privacy,[IN2362] Language-based Security,https://campus.tum.de/tumonline/ee/ui/ca2/app/desktop/#/slc.cm.reg/student/modules/detail/light/1536250/study-year/1619,5.0,1,IN2362,227.0
121,Elective Courses,Scientific Computing and High Performance Computing,,,,1,,228.0
121,Elective Courses,Scientific Computing and High Performance Computing,[IN2345] Algorithms for Uncertainty Quantification,https://campus.tum.de/tumonline/ee/ui/ca2/app/desktop/#/slc.cm.reg/student/modules/detail/light/1333663/study-year/1619,5.0,1,IN2345,229.0
121,Elective Courses,Scientific Computing and High Performance Computing,[IN2001] Algorithms for Scientific Computing,https://campus.tum.de/tumonline/ee/ui/ca2/app/desktop/#/slc.cm.reg/student/modules/detail/light/456346/study-year/1619,8.0,1,IN2001,230.0
121,Elective Courses,Scientific Computing and High Performance Computing,[IN2002] Algorithms for Scientific Computing II,https://campus.tum.de/tumonline/ee/ui/ca2/app/desktop/#/slc.cm.reg/student/modules/detail/light/456348/study-year/1619,4.0,1,IN2002,231.0
121,Elective Courses,Scientific Computing and High Performance Computing,[NAT7022] Applications of Quantum Computing,https://campus.tum.de/tumonline/ee/ui/ca2/app/desktop/#/slc.cm.reg/student/modules/detail/light/3304082/study-year/1619,5.0,1,NAT7022,232.0
121,Elective Courses,Scientific Computing and High Performance Computing,[IN3480] Selected Topics in Scientific Computing and High Performance Computing,https://campus.tum.de/tumonline/ee/ui/ca2/app/desktop/#/slc.cm.reg/student/modules/detail/light/1498144/study-year/1619,5.0,1,IN3480,233.0
121,Elective Courses,Scientific Computing and High Performance Computing,[IN2381] Introduction to Quantum Computing,https://campus.tum.de/tumonline/ee/ui/ca2/app/desktop/#/slc.cm.reg/student/modules/detail/light/1816255/study-year/1619,5.0,1,IN2381,234.0
121,Elective Courses,Scientific Computing and High Performance Computing,[IN2400] Advanced Concepts of Quantum Computing,https://campus.tum.de/tumonline/ee/ui/ca2/app/desktop/#/slc.cm.reg/student/modules/detail/light/2981021/study-year/1619,5.0,1,IN2400,235.0
121,Elective Courses,Scientific Computing and High Performance Computing,[IN2010] Modelling and Simulation,https://campus.tum.de/tumonline/ee/ui/ca2/app/desktop/#/slc.cm.reg/student/modules/detail/light/456362/study-year/1619,8.0,1,IN2010,236.0
121,Elective Courses,Scientific Computing and High Performance Computing,[IN2398] Numerical Algorithms for High Performance Computing,https://campus.tum.de/tumonline/ee/ui/ca2/app/desktop/#/slc.cm.reg/student/modules/detail/light/2911533/study-year/1619,8.0,1,IN2398,237.0
121,Elective Courses,Scientific Computing and High Performance Computing,[IN2310] Parallel Program Engineering,https://campus.tum.de/tumonline/ee/ui/ca2/app/desktop/#/slc.cm.reg/student/modules/detail/light/1060581/study-year/1619,5.0,1,IN2310,238.0
121,Elective Courses,Scientific Computing and High Performance Computing,[IN2147] Parallel Programming,https://campus.tum.de/tumonline/ee/ui/ca2/app/desktop/#/slc.cm.reg/student/modules/detail/light/457062/study-year/1619,5.0,1,IN2147,239.0
121,Elective Courses,Scientific Computing and High Performance Computing,[IN2365] Parallel Programming Systems,https://campus.tum.de/tumonline/ee/ui/ca2/app/desktop/#/slc.cm.reg/student/modules/detail/light/1507004/study-year/1619,3.0,1,IN2365,240.0
121,Elective Courses,Scientific Computing and High Performance Computing,[IN2306] Scientific Computing in Circuit Simulation,https://campus.tum.de/tumonline/ee/ui/ca2/app/desktop/#/slc.cm.reg/student/modules/detail/light/977334/study-year/1619,5.0,1,IN2306,241.0
121,Elective Courses,Scientific Computing and High Performance Computing,[CIT4330012] Software for Quantum Computing,https://campus.tum.de/tumonline/ee/ui/ca2/app/desktop/#/slc.cm.reg/student/modules/detail/light/3397169/study-year/1619,5.0,1,CIT4330012,242.0
121,Elective Courses,Scientific Computing and High Performance Computing,[IN2388] Tensor Networks,https://campus.tum.de/tumonline/ee/ui/ca2/app/desktop/#/slc.cm.reg/student/modules/detail/light/2809143/study-year/1619,5.0,1,IN2388,243.0
121,Elective Courses,Scientific Computing and High Performance Computing,[IN2387] Time Integration and Differential Equations,https://campus.tum.de/tumonline/ee/ui/ca2/app/desktop/#/slc.cm.reg/student/modules/detail/light/2809326/study-year/1619,5.0,1,IN2387,244.0
121,Elective Courses,Scientific Computing and High Performance Computing,[IN2311] Turbulent Flow Simulation on HPC-Systems,https://campus.tum.de/tumonline/ee/ui/ca2/app/desktop/#/slc.cm.reg/student/modules/detail/light/1060610/study-year/1619,5.0,1,IN2311,245.0
121,Elective Courses,Information Systems,,,5.0,1,,246.0
121,Elective Courses,Information Systems,[IN99590] Accepted Elective Course in Information Systems,,,1,IN99590,247.0
121,Elective Courses,Information Systems,[IN99591] Accepted Elective Course in Information Systems,,,1,IN99591,248.0
121,Elective Courses,Information Systems,[IN99592] Accepted Elective Course in Information Systems,,,1,IN99592,249.0
121,Elective Courses,Information Systems,[IN2390] Advanced Deep Learning for Computer Vision: Visual Computing,https://campus.tum.de/tumonline/ee/ui/ca2/app/desktop/#/slc.cm.reg/student/modules/detail/light/2808965/study-year/1619,8.0,1,IN2390,250.0
121,Elective Courses,Information Systems,[CIT323002] AI Governance,https://campus.tum.de/tumonline/ee/ui/ca2/app/desktop/#/slc.cm.reg/student/modules/detail/light/4390207/study-year/1619,2.0,1,CIT323002,251.0
121,Elective Courses,Information Systems,[IN2359] Blockchain-based Systems Engineering,https://campus.tum.de/tumonline/ee/ui/ca2/app/desktop/#/slc.cm.reg/student/modules/detail/light/1616748/study-year/1619,5.0,1,IN2359,252.0
121,Elective Courses,Information Systems,[IN2073] Cloud Computing,https://campus.tum.de/tumonline/ee/ui/ca2/app/desktop/#/slc.cm.reg/student/modules/detail/light/456656/study-year/1619,4.0,1,IN2073,253.0
121,Elective Courses,Information Systems,[IN2406] Fundamentals of Artificial Intelligence,https://campus.tum.de/tumonline/ee/ui/ca2/app/desktop/#/slc.cm.reg/student/modules/detail/light/3106358/study-year/1619,6.0,1,IN2406,254.0
121,Elective Courses,Information Systems,[IN2079] IT-Consulting,https://campus.tum.de/tumonline/ee/ui/ca2/app/desktop/#/slc.cm.reg/student/modules/detail/light/456924/study-year/1619,3.0,1,IN2079,255.0
121,Elective Courses,Information Systems,[IN2396] Advanced Seminar Information Systems,https://campus.tum.de/tumonline/ee/ui/ca2/app/desktop/#/slc.cm.reg/student/modules/detail/light/3003603/study-year/1619,5.0,1,IN2396,256.0
121,Elective Courses,Information Systems,[IN2101] Network Security,https://campus.tum.de/tumonline/ee/ui/ca2/app/desktop/#/slc.cm.reg/student/modules/detail/light/456996/study-year/1619,5.0,1,IN2101,257.0
121,Elective Courses,Information Systems,[IN2394] Requirements Engineering,https://campus.tum.de/tumonline/ee/ui/ca2/app/desktop/#/slc.cm.reg/student/modules/detail/light/2809336/study-year/1619,3.0,1,IN2394,258.0
121,Elective Courses,Information Systems,[CIT4230000] Strategic IT Management,https://campus.tum.de/tumonline/ee/ui/ca2/app/desktop/#/slc.cm.reg/student/modules/detail/light/3260506/study-year/1619,4.0,1,CIT4230000,259.0
121,Elective Courses,Human Centered Engineering,,,,1,,260.0
121,Elective Courses,Human Centered Engineering,[IN99580] Accepted Elective in Human Centered Engineering,,,1,IN99580,261.0
121,Elective Courses,Human Centered Engineering,[IN2018] Augmented Reality,https://campus.tum.de/tumonline/ee/ui/ca2/app/desktop/#/slc.cm.reg/student/modules/detail/light/456372/study-year/1619,6.0,1,IN2018,262.0
121,Elective Courses,Human Centered Engineering,[IN2093] eLearning - Techniques and Infrastructures,https://campus.tum.de/tumonline/ee/ui/ca2/app/desktop/#/slc.cm.reg/student/modules/detail/light/460540/study-year/1619,3.0,1,IN2093,263.0
121,Elective Courses,Human Centered Engineering,[IN2241] Social Computing,https://campus.tum.de/tumonline/ee/ui/ca2/app/desktop/#/slc.cm.reg/student/modules/detail/light/654521/study-year/1619,5.0,1,IN2241,264.0
121,Elective Courses,Human Centered Engineering,[IN2111] 3D User Interfaces,https://campus.tum.de/tumonline/ee/ui/ca2/app/desktop/#/slc.cm.reg/student/modules/detail/light/473857/study-year/1619,6.0,1,IN2111,265.0
121,Elective Courses,Module Grundlagen,,,,1,,266.0
121,Elective Courses,Module Grundlagen,[IN0009] Basic Principles: Operating Systems and System Software,https://campus.tum.de/tumonline/ee/ui/ca2/app/desktop/#/slc.cm.reg/student/modules/detail/light/452822/study-year/1619,6.0,1,IN0009,267.0
121,Elective Courses,Module Grundlagen,[IN0011] Introduction to Theory of Computation,https://campus.tum.de/tumonline/ee/ui/ca2/app/desktop/#/slc.cm.reg/student/modules/detail/light/454045/study-year/1619,8.0,1,IN0011,268.0
121,Elective Courses,Module Grundlagen,[IN0019] Numerical Programming,https://campus.tum.de/tumonline/ee/ui/ca2/app/desktop/#/slc.cm.reg/student/modules/detail/light/454055/study-year/1619,6.0,1,IN0019,269.0
121,Elective Courses,Module ohne Zuordnung,,,,1,,270.0
121,Elective Courses,Module ohne Zuordnung,Zusätzliches (Entwicklungs)praktikum - 1 aus 4,,10.0,1,,271.0
121,Elective Courses,Module ohne Zuordnung,[IN99596] Accepted Elective Course in Modules without allocation,,,1,IN99596,272.0
121,Elective Courses,Module ohne Zuordnung,[IN99597] Accepted Elective Course in Modules without allocation,,,1,IN99597,273.0
121,Elective Courses,Module ohne Zuordnung,[CIT323000] Concepts of C++ Programming,https://campus.tum.de/tumonline/ee/ui/ca2/app/desktop/#/slc.cm.reg/student/modules/detail/light/4110214/study-year/1619,6.0,1,CIT323000,274.0
121,Elective Courses,Module ohne Zuordnung,[IN2169] Guided Research,https://campus.tum.de/tumonline/ee/ui/ca2/app/desktop/#/slc.cm.reg/student/modules/detail/light/458261/study-year/1619,10.0,1,IN2169,275.0
121,Elective Courses,Module ohne Zuordnung,[IN2107] Advanced Seminar Course,https://campus.tum.de/tumonline/ee/ui/ca2/app/desktop/#/slc.cm.reg/student/modules/detail/light/1248712/study-year/1619,5.0,1,IN2107,276.0
121,Elective Courses,Module ohne Zuordnung,[IN2348] Lecture Series: What is digitalization?,https://campus.tum.de/tumonline/ee/ui/ca2/app/desktop/#/slc.cm.reg/student/modules/detail/light/1350593/study-year/1619,2.0,1,IN2348,277.0
121,Elective Courses,Accepted Electives,,,,1,,278.0
121,Elective Courses,Accepted Electives,[IN9951] Accepted Elective,,,1,IN9951,279.0
121,Elective Courses,Accepted Electives,[IN9952] Accepted Elective,,,1,IN9952,280.0
121,Elective Courses,Accepted Electives,[IN9953] Accepted Elective,,,1,IN9953,281.0
121,Elective Courses,Accepted Electives,[IN9954] Accepted Elective,,,1,IN9954,282.0
121,Elective Courses,Accepted Electives,[IN9955] Accepted Elective,,,1,IN9955,283.0
121,Support Electives,,,,6.0,1,,284.0
121,Support Electives,Language Courses,,,6.0,1,,285.0
121,Support Electives,Language Courses,German for Master students,,,1,,286.0
121,Support Electives,Language Courses,Subject-related Language Courses C2,,,1,,287.0
121,Support Electives,Language Courses,Language Courses on Request,,,1,,288.0
121,Support Electives,Studiengangsübergreifende Angebote der Carl von Linde-Akademie,,,,1,,289.0
121,Support Electives,Studiengangsübergreifende Angebote der Carl von Linde-Akademie,"[ED0038] Technology, Economy, Society",https://campus.tum.de/tumonline/ee/ui/ca2/app/desktop/#/slc.cm.reg/student/modules/detail/light/582571/study-year/1619,3.0,1,ED0038,290.0
121,Support Electives,Studiengangsübergreifende Angebote der Carl von Linde-Akademie,[ED00471] History of Technology in Early Modern Age,https://campus.tum.de/tumonline/ee/ui/ca2/app/desktop/#/slc.cm.reg/student/modules/detail/light/1010786/study-year/1619,3.0,1,ED00471,291.0
121,Support Electives,Studiengangsübergreifende Angebote der Carl von Linde-Akademie,[ED00472] History of Technology in Modern Times I,https://campus.tum.de/tumonline/ee/ui/ca2/app/desktop/#/slc.cm.reg/student/modules/detail/light/1010801/study-year/1619,3.0,1,ED00472,292.0
121,Support Electives,Studiengangsübergreifende Angebote der Carl von Linde-Akademie,[ED00473] History of Technology in Modern Times II,https://campus.tum.de/tumonline/ee/ui/ca2/app/desktop/#/slc.cm.reg/student/modules/detail/light/1010878/study-year/1619,3.0,1,ED00473,293.0
121,Support Electives,Studiengangsübergreifende Angebote der Carl von Linde-Akademie,[ED0141] Logic,https://campus.tum.de/tumonline/ee/ui/ca2/app/desktop/#/slc.cm.reg/student/modules/detail/light/658736/study-year/1619,5.0,1,ED0141,294.0
121,Support Electives,Studiengangsübergreifende Angebote der Carl von Linde-Akademie,[POL70036] Master Course Special Sociology (3.So.14),https://campus.tum.de/tumonline/ee/ui/ca2/app/desktop/#/slc.cm.reg/student/modules/detail/light/673202/study-year/1619,6.0,1,POL70036,295.0
121,Support Electives,Studiengangsübergreifende Angebote der Carl von Linde-Akademie,"[ED0179] Technology, Nature and Society",https://campus.tum.de/tumonline/ee/ui/ca2/app/desktop/#/slc.cm.reg/student/modules/detail/light/462989/study-year/1619,3.0,1,ED0179,296.0
121,Support Electives,Studiengangsübergreifende Angebote der Carl von Linde-Akademie,[ED0218] Science and Technology Communication,https://campus.tum.de/tumonline/ee/ui/ca2/app/desktop/#/slc.cm.reg/student/modules/detail/light/754181/study-year/1619,5.0,1,ED0218,297.0
121,Support Electives,Studiengangsübergreifende Angebote der Carl von Linde-Akademie,[POL70056] Case Studies on Business Ethics,https://campus.tum.de/tumonline/ee/ui/ca2/app/desktop/#/slc.cm.reg/student/modules/detail/light/1017267/study-year/1619,3.0,1,POL70056,298.0
121,Support Electives,Studiengangsübergreifende Angebote der Carl von Linde-Akademie,[ED0312] Science and Technology Communication (for Lectureship),https://campus.tum.de/tumonline/ee/ui/ca2/app/desktop/#/slc.cm.reg/student/modules/detail/light/1146968/study-year/1619,4.0,1,ED0312,299.0
121,Support Electives,Studiengangsübergreifende Angebote der Carl von Linde-Akademie,[CLA10516] Advanced Techniques in Modelling Complex Systems,https://campus.tum.de/tumonline/ee/ui/ca2/app/desktop/#/slc.cm.reg/student/modules/detail/light/694854/study-year/1619,1.0,1,CLA10516,300.0
121,Support Electives,Studiengangsübergreifende Angebote der Carl von Linde-Akademie,[CLA11216] Agile project management hands-on,https://campus.tum.de/tumonline/ee/ui/ca2/app/desktop/#/slc.cm.reg/student/modules/detail/light/1142612/study-year/1619,1.0,1,CLA11216,301.0
121,Support Electives,Studiengangsübergreifende Angebote der Carl von Linde-Akademie,[CLA30502] Worlds of Working and Living in Literature,https://campus.tum.de/tumonline/ee/ui/ca2/app/desktop/#/slc.cm.reg/student/modules/detail/light/675551/study-year/1619,3.0,1,CLA30502,302.0
121,Support Electives,Studiengangsübergreifende Angebote der Carl von Linde-Akademie,[CLA20701] Art in Motion. Training for Excellence,https://campus.tum.de/tumonline/ee/ui/ca2/app/desktop/#/slc.cm.reg/student/modules/detail/light/1250255/study-year/1619,2.0,1,CLA20701,303.0
121,Support Electives,Studiengangsübergreifende Angebote der Carl von Linde-Akademie,[CLA10602] Basic Techniques in Modelling Complex Systems,https://campus.tum.de/tumonline/ee/ui/ca2/app/desktop/#/slc.cm.reg/student/modules/detail/light/694222/study-year/1619,1.0,1,CLA10602,304.0
121,Support Electives,Studiengangsübergreifende Angebote der Carl von Linde-Akademie,[CLA10800] Economic Thinking: Business Management,https://campus.tum.de/tumonline/ee/ui/ca2/app/desktop/#/slc.cm.reg/student/modules/detail/light/821876/study-year/1619,1.0,1,CLA10800,305.0
121,Support Electives,Studiengangsübergreifende Angebote der Carl von Linde-Akademie,[CLA30257] Big Band,https://campus.tum.de/tumonline/ee/ui/ca2/app/desktop/#/slc.cm.reg/student/modules/detail/light/855941/study-year/1619,3.0,1,CLA30257,306.0
121,Support Electives,Studiengangsübergreifende Angebote der Carl von Linde-Akademie,[CLA21103] Big Data - Big Impact?,https://campus.tum.de/tumonline/ee/ui/ca2/app/desktop/#/slc.cm.reg/student/modules/detail/light/981530/study-year/1619,2.0,1,CLA21103,307.0
121,Support Electives,Studiengangsübergreifende Angebote der Carl von Linde-Akademie,"[CLA20803] Cognitive Science: Thinking, Perceiving, and Knowing",https://campus.tum.de/tumonline/ee/ui/ca2/app/desktop/#/slc.cm.reg/student/modules/detail/light/828873/study-year/1619,2.0,1,CLA20803,308.0
121,Support Electives,Studiengangsübergreifende Angebote der Carl von Linde-Akademie,"[CLA30803] Cognitive Science: Thinking, Perceiving, and Knowing",https://campus.tum.de/tumonline/ee/ui/ca2/app/desktop/#/slc.cm.reg/student/modules/detail/light/1230673/study-year/1619,3.0,1,CLA30803,309.0
121,Support Electives,Studiengangsübergreifende Angebote der Carl von Linde-Akademie,[CLA10555] Communication and Facilitation in Project Teams,https://campus.tum.de/tumonline/ee/ui/ca2/app/desktop/#/slc.cm.reg/student/modules/detail/light/679851/study-year/1619,1.0,1,CLA10555,310.0
121,Support Electives,Studiengangsübergreifende Angebote der Carl von Linde-Akademie,[CLA10509] Creative Problem Solving,https://campus.tum.de/tumonline/ee/ui/ca2/app/desktop/#/slc.cm.reg/student/modules/detail/light/675554/study-year/1619,1.0,1,CLA10509,311.0
121,Support Electives,Studiengangsübergreifende Angebote der Carl von Linde-Akademie,"[CLA20704] Thinking, Perceiving, and Knowing",https://campus.tum.de/tumonline/ee/ui/ca2/app/desktop/#/slc.cm.reg/student/modules/detail/light/675557/study-year/1619,2.0,1,CLA20704,312.0
121,Support Electives,Studiengangsübergreifende Angebote der Carl von Linde-Akademie,[CLA21206] Error,https://campus.tum.de/tumonline/ee/ui/ca2/app/desktop/#/slc.cm.reg/student/modules/detail/light/1057238/study-year/1619,2.0,1,CLA21206,313.0
121,Support Electives,Studiengangsübergreifende Angebote der Carl von Linde-Akademie,[CLA10510] Change in the German System of Science,https://campus.tum.de/tumonline/ee/ui/ca2/app/desktop/#/slc.cm.reg/student/modules/detail/light/675558/study-year/1619,1.0,1,CLA10510,314.0
121,Support Electives,Studiengangsübergreifende Angebote der Carl von Linde-Akademie,[CLA20705] Diversity and Conflict Management,https://campus.tum.de/tumonline/ee/ui/ca2/app/desktop/#/slc.cm.reg/student/modules/detail/light/729420/study-year/1619,2.0,1,CLA20705,315.0
121,Support Electives,Studiengangsübergreifende Angebote der Carl von Linde-Akademie,[CLA10512] Getting More Effective - on My Own and in a Team,https://campus.tum.de/tumonline/ee/ui/ca2/app/desktop/#/slc.cm.reg/student/modules/detail/light/675565/study-year/1619,1.0,1,CLA10512,316.0
121,Support Electives,Studiengangsübergreifende Angebote der Carl von Linde-Akademie,[CLA10220] Introduction to Selected Methods of Problem Solving,https://campus.tum.de/tumonline/ee/ui/ca2/app/desktop/#/slc.cm.reg/student/modules/detail/light/675568/study-year/1619,1.0,1,CLA10220,317.0
121,Support Electives,Studiengangsübergreifende Angebote der Carl von Linde-Akademie,[CLA20707] Introduction to Change Management,https://campus.tum.de/tumonline/ee/ui/ca2/app/desktop/#/slc.cm.reg/student/modules/detail/light/729423/study-year/1619,2.0,1,CLA20707,318.0
121,Support Electives,Studiengangsübergreifende Angebote der Carl von Linde-Akademie,[CLA21209] Introduction to Scientific Working,https://campus.tum.de/tumonline/ee/ui/ca2/app/desktop/#/slc.cm.reg/student/modules/detail/light/1052723/study-year/1619,2.0,1,CLA21209,319.0
121,Support Electives,Studiengangsübergreifende Angebote der Carl von Linde-Akademie,[CLA21104] Introduction to the Sociology of Science and Technology,https://campus.tum.de/tumonline/ee/ui/ca2/app/desktop/#/slc.cm.reg/student/modules/detail/light/1179853/study-year/1619,2.0,1,CLA21104,320.0
121,Support Electives,Studiengangsübergreifende Angebote der Carl von Linde-Akademie,[CLA21005] Introduction to Diversity Management,https://campus.tum.de/tumonline/ee/ui/ca2/app/desktop/#/slc.cm.reg/student/modules/detail/light/989062/study-year/1619,2.0,1,CLA21005,321.0
121,Support Electives,Studiengangsübergreifende Angebote der Carl von Linde-Akademie,[CLA21314] Introduction to Philosophical Thinking,https://campus.tum.de/tumonline/ee/ui/ca2/app/desktop/#/slc.cm.reg/student/modules/detail/light/1142954/study-year/1619,2.0,1,CLA21314,322.0
121,Support Electives,Studiengangsübergreifende Angebote der Carl von Linde-Akademie,[CLA31314] Introduction to Philosophical Thinking,https://campus.tum.de/tumonline/ee/ui/ca2/app/desktop/#/slc.cm.reg/student/modules/detail/light/1275820/study-year/1619,3.0,1,CLA31314,323.0
121,Support Electives,Studiengangsübergreifende Angebote der Carl von Linde-Akademie,[CLA21106] Emergence and Complex Systems,https://campus.tum.de/tumonline/ee/ui/ca2/app/desktop/#/slc.cm.reg/student/modules/detail/light/981536/study-year/1619,2.0,1,CLA21106,324.0
121,Support Electives,Studiengangsübergreifende Angebote der Carl von Linde-Akademie,[CLA21023] Passing Exams in Relaxed Mode,https://campus.tum.de/tumonline/ee/ui/ca2/app/desktop/#/slc.cm.reg/student/modules/detail/light/946906/study-year/1619,2.0,1,CLA21023,325.0
121,Support Electives,Studiengangsübergreifende Angebote der Carl von Linde-Akademie,"[SOT65201] Developing a Game Prototype. Reflecting Science, Technology and Society through Game Design",https://campus.tum.de/tumonline/ee/ui/ca2/app/desktop/#/slc.cm.reg/student/modules/detail/light/3377420/study-year/1619,5.0,1,SOT65201,326.0
121,Support Electives,Studiengangsübergreifende Angebote der Carl von Linde-Akademie,[CLA11210] Writing Successfully in the Internet,https://campus.tum.de/tumonline/ee/ui/ca2/app/desktop/#/slc.cm.reg/student/modules/detail/light/1057249/study-year/1619,1.0,1,CLA11210,327.0
121,Support Electives,Studiengangsübergreifende Angebote der Carl von Linde-Akademie,[CLA21107] Ethics of Law,https://campus.tum.de/tumonline/ee/ui/ca2/app/desktop/#/slc.cm.reg/student/modules/detail/light/1019406/study-year/1619,2.0,1,CLA21107,328.0
121,Support Electives,Studiengangsübergreifende Angebote der Carl von Linde-Akademie,[CLA20230] Ethics and Responsibility,https://campus.tum.de/tumonline/ee/ui/ca2/app/desktop/#/slc.cm.reg/student/modules/detail/light/675587/study-year/1619,2.0,1,CLA20230,329.0
121,Support Electives,Studiengangsübergreifende Angebote der Carl von Linde-Akademie,[CLA30230] Ethics and Responsibility,https://campus.tum.de/tumonline/ee/ui/ca2/app/desktop/#/slc.cm.reg/student/modules/detail/light/675590/study-year/1619,3.0,1,CLA30230,330.0
121,Support Electives,Studiengangsübergreifende Angebote der Carl von Linde-Akademie,[CLA31601] Ethics and Responsibility II,https://campus.tum.de/tumonline/ee/ui/ca2/app/desktop/#/slc.cm.reg/student/modules/detail/light/1495708/study-year/1619,3.0,1,CLA31601,331.0
