Study_Program_ID,Name (0),Name (1),Name (2),Name (3),Link,Recommended_Semester,Credits,GF
121,[20221] Information Systems,Übergreifende Wahlmodule,Algorithmen,[IN99541] Anerkanntes Wahlmodul im Bereich Algorithmen,#,,,1
121,[20221] Information Systems,Übergreifende Wahlmodule,Algorithmen,[IN2003] Efficient Algorithms and Data Structures,ee/ui/ca2/app/desktop/#/slc.cm.reg/student/modules/detail/light/456350/study-year/1621,,8,1
121,[20221] Information Systems,Übergreifende Wahlmodule,Algorithmen,[IN2004] Effiziente Algorithmen und Datenstrukturen II,ee/ui/ca2/app/desktop/#/slc.cm.reg/student/modules/detail/light/455704/study-year/1621,,8,1
121,[20221] Information Systems,Übergreifende Wahlmodule,Algorithmen,[IN2007] Complexity Theory,ee/ui/ca2/app/desktop/#/slc.cm.reg/student/modules/detail/light/455706/study-year/1621,,8,1
121,[20221] Information Systems,Übergreifende Wahlmodule,Algorithmen,[IN2011] Parallele Algorithmen,ee/ui/ca2/app/desktop/#/slc.cm.reg/student/modules/detail/light/456364/study-year/1621,,8,1
121,[20221] Information Systems,Übergreifende Wahlmodule,Algorithmen,[IN2158] Fortgeschrittene Netzwerk- und Graph-Algorithmen,ee/ui/ca2/app/desktop/#/slc.cm.reg/student/modules/detail/light/458189/study-year/1621,,8,1
121,[20221] Information Systems,Übergreifende Wahlmodule,Algorithmen,[IN2160] Randomisierte Algorithmen,ee/ui/ca2/app/desktop/#/slc.cm.reg/student/modules/detail/light/458193/study-year/1621,,8,1
121,[20221] Information Systems,Übergreifende Wahlmodule,Algorithmen,[IN2239] Algorithmic Game Theory,ee/ui/ca2/app/desktop/#/slc.cm.reg/student/modules/detail/light/629351/study-year/1621,,5,1
121,[20221] Information Systems,Übergreifende Wahlmodule,Algorithmen,[IN2211] Auction Theory and Market Design,ee/ui/ca2/app/desktop/#/slc.cm.reg/student/modules/detail/light/487476/study-year/1621,,5,1
121,[20221] Information Systems,Übergreifende Wahlmodule,Algorithmen,[IN3410] Ausgewählte Themen aus dem Bereich Algorithmen,ee/ui/ca2/app/desktop/#/slc.cm.reg/student/modules/detail/light/1498116/study-year/1621,,5,1
121,[20221] Information Systems,Übergreifende Wahlmodule,Algorithmen,[CIT4330006] Communication Networks Modeling and Optimization,ee/ui/ca2/app/desktop/#/slc.cm.reg/student/modules/detail/light/3384222/study-year/1621,,5,1
121,[20221] Information Systems,Übergreifende Wahlmodule,Algorithmen,[IN2229] Computational Social Choice,ee/ui/ca2/app/desktop/#/slc.cm.reg/student/modules/detail/light/557075/study-year/1621,,6,1
121,[20221] Information Systems,Übergreifende Wahlmodule,Algorithmen,[EI74351] Convex Optimization,ee/ui/ca2/app/desktop/#/slc.cm.reg/student/modules/detail/light/1408213/study-year/1621,,6,1
121,[20221] Information Systems,Übergreifende Wahlmodule,Algorithmen,[CIT413031] Fundamentals of Optimization for Machine Learning,ee/ui/ca2/app/desktop/#/slc.cm.reg/student/modules/detail/light/3863914/study-year/1621,,5,1
121,[20221] Information Systems,Übergreifende Wahlmodule,Algorithmen,[IN2360] Höhere Algorithmik,ee/ui/ca2/app/desktop/#/slc.cm.reg/student/modules/detail/light/1493752/study-year/1621,,6,1
121,[20221] Information Systems,Übergreifende Wahlmodule,Algorithmen,[EI7356] Network Planning,ee/ui/ca2/app/desktop/#/slc.cm.reg/student/modules/detail/light/965554/study-year/1621,,5,1
121,[20221] Information Systems,Übergreifende Wahlmodule,Algorithmen,[IN2304] Online and Approximation Algorithms,ee/ui/ca2/app/desktop/#/slc.cm.reg/student/modules/detail/light/977328/study-year/1621,,8,1
121,[20221] Information Systems,Übergreifende Wahlmodule,Algorithmen,[MW2249] Optimierung und Modellanalyse,ee/ui/ca2/app/desktop/#/slc.cm.reg/student/modules/detail/light/1085813/study-year/1621,,5,1
121,[20221] Information Systems,Übergreifende Wahlmodule,Algorithmen,[EI5052] Time-Varying Systems and Computations,ee/ui/ca2/app/desktop/#/slc.cm.reg/student/modules/detail/light/452550/study-year/1621,,6,1
121,[20221] Information Systems,Übergreifende Wahlmodule,Computergrafik und -vision,,#,,,1
121,[20221] Information Systems,Übergreifende Wahlmodule,Computergrafik und -vision,[IN3200] Ausgewählte Themen aus dem Bereich Computergrafik und -vision,ee/ui/ca2/app/desktop/#/slc.cm.reg/student/modules/detail/light/480428/study-year/1621,,5,1
121,[20221] Information Systems,Übergreifende Wahlmodule,Computergrafik und -vision,[IN2389] Advanced Deep Learning for Computer Vision: Dynamic Vision,ee/ui/ca2/app/desktop/#/slc.cm.reg/student/modules/detail/light/2809077/study-year/1621,,8,1
121,[20221] Information Systems,Übergreifende Wahlmodule,Computergrafik und -vision,[IN2238] Analysis of Three-Dimensional Shapes,ee/ui/ca2/app/desktop/#/slc.cm.reg/student/modules/detail/light/608652/study-year/1621,,8,1
121,[20221] Information Systems,Übergreifende Wahlmodule,Computergrafik und -vision,[IN2124] Basic Mathematical Methods for Imaging and Visualization,ee/ui/ca2/app/desktop/#/slc.cm.reg/student/modules/detail/light/480825/study-year/1621,,5,1
121,[20221] Information Systems,Übergreifende Wahlmodule,Computergrafik und -vision,[IN2023] Bildverstehen I: Methoden der industriellen Bildverarbeitung,ee/ui/ca2/app/desktop/#/slc.cm.reg/student/modules/detail/light/473853/study-year/1621,,3,1
121,[20221] Information Systems,Übergreifende Wahlmodule,Computergrafik und -vision,[IN2016] Bildverstehen II: Robot Vision,ee/ui/ca2/app/desktop/#/slc.cm.reg/student/modules/detail/light/458310/study-year/1621,,4,1
121,[20221] Information Systems,Übergreifende Wahlmodule,Computergrafik und -vision,[IN2246] Computer Vision I: Variational Methods,ee/ui/ca2/app/desktop/#/slc.cm.reg/student/modules/detail/light/672363/study-year/1621,,8,1
121,[20221] Information Systems,Übergreifende Wahlmodule,Computergrafik und -vision,[IN2228] Computer Vision II: Multiple View Geometry,ee/ui/ca2/app/desktop/#/slc.cm.reg/student/modules/detail/light/608655/study-year/1621,,8,1
121,[20221] Information Systems,Übergreifende Wahlmodule,Computergrafik und -vision,"[IN2375] Computer Vision III: Detection, Segmentation, and Tracking",ee/ui/ca2/app/desktop/#/slc.cm.reg/student/modules/detail/light/1733754/study-year/1621,,6,1
121,[20221] Information Systems,Übergreifende Wahlmodule,Computergrafik und -vision,[IN0037] Game Physics,ee/ui/ca2/app/desktop/#/slc.cm.reg/student/modules/detail/light/708343/study-year/1621,,6,1
121,[20221] Information Systems,Übergreifende Wahlmodule,Computergrafik und -vision,[IN2297] Geometry Processing,ee/ui/ca2/app/desktop/#/slc.cm.reg/student/modules/detail/light/1528921/study-year/1621,,6,1
121,[20221] Information Systems,Übergreifende Wahlmodule,Computergrafik und -vision,[IN2133] Grundlagen von Computer Vision,ee/ui/ca2/app/desktop/#/slc.cm.reg/student/modules/detail/light/473871/study-year/1621,,4,1
121,[20221] Information Systems,Übergreifende Wahlmodule,Computergrafik und -vision,[IN2015] Image Synthesis,ee/ui/ca2/app/desktop/#/slc.cm.reg/student/modules/detail/light/456368/study-year/1621,,5,1
121,[20221] Information Systems,Übergreifende Wahlmodule,Computergrafik und -vision,[IN2369] Industrielle Bildverarbeitung,ee/ui/ca2/app/desktop/#/slc.cm.reg/student/modules/detail/light/1629494/study-year/1621,,6,1
121,[20221] Information Systems,Übergreifende Wahlmodule,Computergrafik und -vision,[IN2409] Inverse Problems in Medical Imaging,ee/ui/ca2/app/desktop/#/slc.cm.reg/student/modules/detail/light/3126247/study-year/1621,,5,1
121,[20221] Information Systems,Übergreifende Wahlmodule,Computergrafik und -vision,[IN2330] Konvexe Optimierung für Computer Vision,ee/ui/ca2/app/desktop/#/slc.cm.reg/student/modules/detail/light/1199527/study-year/1621,,6,1
121,[20221] Information Systems,Übergreifende Wahlmodule,Computergrafik und -vision,[IN2392] Machine Learning for 3D Geometry,ee/ui/ca2/app/desktop/#/slc.cm.reg/student/modules/detail/light/2808442/study-year/1621,,6,1
121,[20221] Information Systems,Übergreifende Wahlmodule,Computergrafik und -vision,[IN2384] Numerische Algorithmen für Computer Vision und Maschinelles Lernen,ee/ui/ca2/app/desktop/#/slc.cm.reg/student/modules/detail/light/2632102/study-year/1621,,5,1
121,[20221] Information Systems,Übergreifende Wahlmodule,Computergrafik und -vision,[IN2329] Probabilistische Graphische Modelle in der Computer Vision,ee/ui/ca2/app/desktop/#/slc.cm.reg/student/modules/detail/light/1199485/study-year/1621,,5,1
121,[20221] Information Systems,Übergreifende Wahlmodule,Computergrafik und -vision,[IN2210] Tracking and Detection in Computer Vision,ee/ui/ca2/app/desktop/#/slc.cm.reg/student/modules/detail/light/487473/study-year/1621,,7,1
121,[20221] Information Systems,Übergreifende Wahlmodule,Computergrafik und -vision,[IN2236] Virtuelle Physik: Moderne Modellierungstechnik und ihr Einsatz in der Computersimulation,ee/ui/ca2/app/desktop/#/slc.cm.reg/student/modules/detail/light/611935/study-year/1621,,4,1
121,[20221] Information Systems,Übergreifende Wahlmodule,Computergrafik und -vision,[IN2026] Visual Data Analytics,ee/ui/ca2/app/desktop/#/slc.cm.reg/student/modules/detail/light/1528428/study-year/1621,,5,1
121,[20221] Information Systems,Übergreifende Wahlmodule,Computergrafik und -vision,[IN2354] 3D Scanning & Motion Capture,ee/ui/ca2/app/desktop/#/slc.cm.reg/student/modules/detail/light/1412259/study-year/1621,,6,1
121,[20221] Information Systems,Übergreifende Wahlmodule,Datenbanken und Informationssysteme,,#,,5,1
121,[20221] Information Systems,Übergreifende Wahlmodule,Datenbanken und Informationssysteme,[IN99510] Anerkennung im Bereich Datenbanken und Informationssysteme,#,,,1
121,[20221] Information Systems,Übergreifende Wahlmodule,Datenbanken und Informationssysteme,[IN2032] Elektronisches Publizieren / Document Engineering und das World-Wide Web,ee/ui/ca2/app/desktop/#/slc.cm.reg/student/modules/detail/light/456388/study-year/1621,,5,1
121,[20221] Information Systems,Übergreifende Wahlmodule,Datenbanken und Informationssysteme,[IN2118] Database Systems on Modern CPU Architectures,ee/ui/ca2/app/desktop/#/slc.cm.reg/student/modules/detail/light/473867/study-year/1621,,6,1
121,[20221] Information Systems,Übergreifende Wahlmodule,Datenbanken und Informationssysteme,[IN3100] Ausgewählte Themen aus dem Bereich Datenbanken und Informationssysteme,ee/ui/ca2/app/desktop/#/slc.cm.reg/student/modules/detail/light/767880/study-year/1621,,5,1
121,[20221] Information Systems,Übergreifende Wahlmodule,Datenbanken und Informationssysteme,[CIT3230002] Cloud Information Systems,ee/ui/ca2/app/desktop/#/slc.cm.reg/student/modules/detail/light/3453883/study-year/1621,,5,1
121,[20221] Information Systems,Übergreifende Wahlmodule,Datenbanken und Informationssysteme,[IN2386] Cloud-Based Data Processing,ee/ui/ca2/app/desktop/#/slc.cm.reg/student/modules/detail/light/2690341/study-year/1621,,5,1
121,[20221] Information Systems,Übergreifende Wahlmodule,Datenbanken und Informationssysteme,[CIT3230001] Codegenerierung für Datenverarbeitung,ee/ui/ca2/app/desktop/#/slc.cm.reg/student/modules/detail/light/3310961/study-year/1621,,6,1
121,[20221] Information Systems,Übergreifende Wahlmodule,Datenbanken und Informationssysteme,[CIT3230004] Data Processing on Modern Hardware,ee/ui/ca2/app/desktop/#/slc.cm.reg/student/modules/detail/light/3499417/study-year/1621,,5,1
121,[20221] Information Systems,Übergreifende Wahlmodule,Datenbanken und Informationssysteme,[CIT3230003] Data Structure Engineering,ee/ui/ca2/app/desktop/#/slc.cm.reg/student/modules/detail/light/3471253/study-year/1621,,5,1
121,[20221] Information Systems,Übergreifende Wahlmodule,Datenbanken und Informationssysteme,[IN2031] Einsatz und Realisierung von Datenbanksystemen,ee/ui/ca2/app/desktop/#/slc.cm.reg/student/modules/detail/light/261475/study-year/1621,,6,1
121,[20221] Information Systems,Übergreifende Wahlmodule,Datenbanken und Informationssysteme,[IN2288] Event Processing,ee/ui/ca2/app/desktop/#/slc.cm.reg/student/modules/detail/light/819263/study-year/1621,,5,1
121,[20221] Information Systems,Übergreifende Wahlmodule,Datenbanken und Informationssysteme,[CIT323001] High Performance Query Processing,ee/ui/ca2/app/desktop/#/slc.cm.reg/student/modules/detail/light/4116906/study-year/1621,,5,1
121,[20221] Information Systems,Übergreifende Wahlmodule,Datenbanken und Informationssysteme,[IN2219] Query Optimization,ee/ui/ca2/app/desktop/#/slc.cm.reg/student/modules/detail/light/487478/study-year/1621,,6,1
121,[20221] Information Systems,Übergreifende Wahlmodule,Datenbanken und Informationssysteme,[IN2267] Transaction Systems,ee/ui/ca2/app/desktop/#/slc.cm.reg/student/modules/detail/light/757477/study-year/1621,,6,1
121,[20221] Information Systems,Übergreifende Wahlmodule,Digitale Biologie und Digitale Medizin,,#,,,1
121,[20221] Information Systems,Übergreifende Wahlmodule,Digitale Biologie und Digitale Medizin,[IN3420] Ausgewählte Themen aus dem Bereich Digitale Biologie und Digitale Medizin,ee/ui/ca2/app/desktop/#/slc.cm.reg/student/modules/detail/light/1498120/study-year/1621,,5,1
121,[20221] Information Systems,Übergreifende Wahlmodule,Digitale Biologie und Digitale Medizin,[CIT4230001] Computational Modeling for System Genetics,ee/ui/ca2/app/desktop/#/slc.cm.reg/student/modules/detail/light/3307984/study-year/1621,,6,1
121,[20221] Information Systems,Übergreifende Wahlmodule,Digitale Biologie und Digitale Medizin,[IN2319] Computational Physiology for Medical Image Computing,ee/ui/ca2/app/desktop/#/slc.cm.reg/student/modules/detail/light/1102305/study-year/1621,,6,1
121,[20221] Information Systems,Übergreifende Wahlmodule,Digitale Biologie und Digitale Medizin,[IN2021] Informatikanwendungen in der Medizin,ee/ui/ca2/app/desktop/#/slc.cm.reg/student/modules/detail/light/473851/study-year/1621,,6,1
121,[20221] Information Systems,Übergreifende Wahlmodule,Digitale Biologie und Digitale Medizin,[IN2022] Informatikanwendungen in der Medizin II,ee/ui/ca2/app/desktop/#/slc.cm.reg/student/modules/detail/light/456378/study-year/1621,,5,1
121,[20221] Information Systems,Übergreifende Wahlmodule,Digitale Biologie und Digitale Medizin,[IN2292] Introduction to Surgical Robotics,ee/ui/ca2/app/desktop/#/slc.cm.reg/student/modules/detail/light/936739/study-year/1621,,6,1
121,[20221] Information Systems,Übergreifende Wahlmodule,Digitale Biologie und Digitale Medizin,[IN2393] Machine Learning for Regulatory Genomics,ee/ui/ca2/app/desktop/#/slc.cm.reg/student/modules/detail/light/2806034/study-year/1621,,6,1
121,[20221] Information Systems,Übergreifende Wahlmodule,Digitale Biologie und Digitale Medizin,[IN2293] Medical Augmented Reality,ee/ui/ca2/app/desktop/#/slc.cm.reg/student/modules/detail/light/936744/study-year/1621,,5,1
121,[20221] Information Systems,Übergreifende Wahlmodule,Digitale Biologie und Digitale Medizin,[IN2322] Protein Prediction I for Computer Scientists,ee/ui/ca2/app/desktop/#/slc.cm.reg/student/modules/detail/light/1149546/study-year/1621,,8,1
121,[20221] Information Systems,Übergreifende Wahlmodule,Digitale Biologie und Digitale Medizin,[IN2291] Protein Prediction II for Computer Scientists,ee/ui/ca2/app/desktop/#/slc.cm.reg/student/modules/detail/light/930647/study-year/1621,,8,1
121,[20221] Information Systems,Übergreifende Wahlmodule,Formale Methoden und ihre Anwendungen,,#,,,1
121,[20221] Information Systems,Übergreifende Wahlmodule,Formale Methoden und ihre Anwendungen,[CIT3230000] Advanced Concepts of Programming Languages,ee/ui/ca2/app/desktop/#/slc.cm.reg/student/modules/detail/light/3307469/study-year/1621,,6,1
121,[20221] Information Systems,Übergreifende Wahlmodule,Formale Methoden und ihre Anwendungen,[IN3350] Ausgewählte Themen aus dem Bereich Formale Methoden und ihre Anwendungen,ee/ui/ca2/app/desktop/#/slc.cm.reg/student/modules/detail/light/480385/study-year/1621,,5,1
121,[20221] Information Systems,Übergreifende Wahlmodule,Formale Methoden und ihre Anwendungen,[IN2041] Automata and Formal Languages,ee/ui/ca2/app/desktop/#/slc.cm.reg/student/modules/detail/light/456400/study-year/1621,,8,1
121,[20221] Information Systems,Übergreifende Wahlmodule,Formale Methoden und ihre Anwendungen,[IN2042] Automaten und formale Sprachen II,ee/ui/ca2/app/desktop/#/slc.cm.reg/student/modules/detail/light/456408/study-year/1621,,5,1
121,[20221] Information Systems,Übergreifende Wahlmodule,Formale Methoden und ihre Anwendungen,[IN2227] Compilerbau I,ee/ui/ca2/app/desktop/#/slc.cm.reg/student/modules/detail/light/520233/study-year/1621,,5,1
121,[20221] Information Systems,Übergreifende Wahlmodule,Formale Methoden und ihre Anwendungen,[IN2347] Functional Data Structures,ee/ui/ca2/app/desktop/#/slc.cm.reg/student/modules/detail/light/1338241/study-year/1621,,5,1
121,[20221] Information Systems,Übergreifende Wahlmodule,Formale Methoden und ihre Anwendungen,[IN2296] Games on Graphs,ee/ui/ca2/app/desktop/#/slc.cm.reg/student/modules/detail/light/930144/study-year/1621,,5,1
121,[20221] Information Systems,Übergreifende Wahlmodule,Formale Methoden und ihre Anwendungen,Lambda-Kalkül (1 aus 2),#,,,1
121,[20221] Information Systems,Übergreifende Wahlmodule,Formale Methoden und ihre Anwendungen,[IN2049] Logik,ee/ui/ca2/app/desktop/#/slc.cm.reg/student/modules/detail/light/456426/study-year/1621,,8,1
121,[20221] Information Systems,Übergreifende Wahlmodule,Formale Methoden und ihre Anwendungen,[IN2050] Model Checking,ee/ui/ca2/app/desktop/#/slc.cm.reg/student/modules/detail/light/456482/study-year/1621,,8,1
121,[20221] Information Systems,Übergreifende Wahlmodule,Formale Methoden und ihre Anwendungen,[IN2045] Netzwerkanalyse - statistische und formale Modelle und Methoden,ee/ui/ca2/app/desktop/#/slc.cm.reg/student/modules/detail/light/456414/study-year/1621,,5,1
121,[20221] Information Systems,Übergreifende Wahlmodule,Formale Methoden und ihre Anwendungen,[IN2052] Petrinetze,ee/ui/ca2/app/desktop/#/slc.cm.reg/student/modules/detail/light/456506/study-year/1621,,5,1
121,[20221] Information Systems,Übergreifende Wahlmodule,Formale Methoden und ihre Anwendungen,[IN2053] Programmoptimierung,ee/ui/ca2/app/desktop/#/slc.cm.reg/student/modules/detail/light/456509/study-year/1621,,8,1
121,[20221] Information Systems,Übergreifende Wahlmodule,Formale Methoden und ihre Anwendungen,[IN2340] Quantitative Verification,ee/ui/ca2/app/desktop/#/slc.cm.reg/student/modules/detail/light/1254191/study-year/1621,,5,1
121,[20221] Information Systems,Übergreifende Wahlmodule,Formale Methoden und ihre Anwendungen,[IN2055] Semantics,ee/ui/ca2/app/desktop/#/slc.cm.reg/student/modules/detail/light/456513/study-year/1621,,8,1
121,[20221] Information Systems,Übergreifende Wahlmodule,Formale Methoden und ihre Anwendungen,[IN2040] Virtuelle Maschinen,ee/ui/ca2/app/desktop/#/slc.cm.reg/student/modules/detail/light/456398/study-year/1621,,6,1
121,[20221] Information Systems,Übergreifende Wahlmodule,Maschinelles Lernen und Datenanalyse,,#,,5,1
121,[20221] Information Systems,Übergreifende Wahlmodule,Maschinelles Lernen und Datenanalyse,[IN99555] Anerkanntes Wahlmodul im Bereich Maschinelles Lernen und Datenanalyse,#,,,1
121,[20221] Information Systems,Übergreifende Wahlmodule,Maschinelles Lernen und Datenanalyse,[IN99556] Anerkanntes Wahlmodul im Bereich Maschinelles Lernen und Datenanalyse,#,,,1
121,[20221] Information Systems,Übergreifende Wahlmodule,Maschinelles Lernen und Datenanalyse,[IN99557] Anerkanntes Wahlmodul im Bereich Maschinelles Lernen und Datenanalyse,#,,,1
121,[20221] Information Systems,Übergreifende Wahlmodule,Maschinelles Lernen und Datenanalyse,[IN2298] Advanced Deep Learning for Physics,ee/ui/ca2/app/desktop/#/slc.cm.reg/student/modules/detail/light/930142/study-year/1621,,6,1
121,[20221] Information Systems,Übergreifende Wahlmodule,Maschinelles Lernen und Datenanalyse,[CIT433027] Advanced Deep Learning for Robotics,ee/ui/ca2/app/desktop/#/slc.cm.reg/student/modules/detail/light/3893427/study-year/1621,,8,1
121,[20221] Information Systems,Übergreifende Wahlmodule,Maschinelles Lernen und Datenanalyse,[CIT4230003] Advanced Machine Learning: Deep Generative Models,ee/ui/ca2/app/desktop/#/slc.cm.reg/student/modules/detail/light/3471254/study-year/1621,,3,1
121,[20221] Information Systems,Übergreifende Wahlmodule,Maschinelles Lernen und Datenanalyse,[CIT4230002] Advanced Natural Language Processing,ee/ui/ca2/app/desktop/#/slc.cm.reg/student/modules/detail/light/3391371/study-year/1621,,5,1
121,[20221] Information Systems,Übergreifende Wahlmodule,Maschinelles Lernen und Datenanalyse,[IN2403] Artificial Intelligence in Medicine,ee/ui/ca2/app/desktop/#/slc.cm.reg/student/modules/detail/light/2930921/study-year/1621,,5,1
121,[20221] Information Systems,Übergreifende Wahlmodule,Maschinelles Lernen und Datenanalyse,[IN3440] Ausgewählte Themen aus dem Bereich Maschinelles Lernen und Datenanalyse,ee/ui/ca2/app/desktop/#/slc.cm.reg/student/modules/detail/light/1498129/study-year/1621,,5,1
121,[20221] Information Systems,Übergreifende Wahlmodule,Maschinelles Lernen und Datenanalyse,[IN2028] Business Analytics and Machine Learning,ee/ui/ca2/app/desktop/#/slc.cm.reg/student/modules/detail/light/2863073/study-year/1621,,5,1
121,[20221] Information Systems,Übergreifende Wahlmodule,Maschinelles Lernen und Datenanalyse,[CIT4230006] Causal Inference in Time Series,ee/ui/ca2/app/desktop/#/slc.cm.reg/student/modules/detail/light/3494723/study-year/1621,,5,1
121,[20221] Information Systems,Übergreifende Wahlmodule,Maschinelles Lernen und Datenanalyse,[IN2346] Introduction to Deep Learning,ee/ui/ca2/app/desktop/#/slc.cm.reg/student/modules/detail/light/1334293/study-year/1621,,6,1
121,[20221] Information Systems,Übergreifende Wahlmodule,Maschinelles Lernen und Datenanalyse,[IN2395] Legal Data Science and Informatics,ee/ui/ca2/app/desktop/#/slc.cm.reg/student/modules/detail/light/2805476/study-year/1621,,6,1
121,[20221] Information Systems,Übergreifende Wahlmodule,Maschinelles Lernen und Datenanalyse,[IN2357] Machine Learning for Computer Vision,ee/ui/ca2/app/desktop/#/slc.cm.reg/student/modules/detail/light/1446338/study-year/1621,,5,1
121,[20221] Information Systems,Übergreifende Wahlmodule,Maschinelles Lernen und Datenanalyse,[IN2323] Machine Learning for Graphs and Sequential Data,ee/ui/ca2/app/desktop/#/slc.cm.reg/student/modules/detail/light/1799629/study-year/1621,,5,1
121,[20221] Information Systems,Übergreifende Wahlmodule,Maschinelles Lernen und Datenanalyse,[CIT423003] Multimodal Deep Learning,ee/ui/ca2/app/desktop/#/slc.cm.reg/student/modules/detail/light/4388388/study-year/1621,,5,1
121,[20221] Information Systems,Übergreifende Wahlmodule,Maschinelles Lernen und Datenanalyse,[IN2361] Natural Language Processing,ee/ui/ca2/app/desktop/#/slc.cm.reg/student/modules/detail/light/1493755/study-year/1621,,6,1
121,[20221] Information Systems,Übergreifende Wahlmodule,Maschinelles Lernen und Datenanalyse,[CIT4230004] Statistical Foundations of Learning,ee/ui/ca2/app/desktop/#/slc.cm.reg/student/modules/detail/light/3474598/study-year/1621,,8,1
121,[20221] Information Systems,Übergreifende Wahlmodule,"Rechnerarchitektur, Rechnernetze und Verteilte Systeme",,#,,,1
121,[20221] Information Systems,Übergreifende Wahlmodule,"Rechnerarchitektur, Rechnernetze und Verteilte Systeme",[IN2076] Advanced Computer Architecture,ee/ui/ca2/app/desktop/#/slc.cm.reg/student/modules/detail/light/456672/study-year/1621,,6,1
121,[20221] Information Systems,Übergreifende Wahlmodule,"Rechnerarchitektur, Rechnernetze und Verteilte Systeme",[IN2097] Advanced Computer Networking,ee/ui/ca2/app/desktop/#/slc.cm.reg/student/modules/detail/light/460544/study-year/1621,,5,1
121,[20221] Information Systems,Übergreifende Wahlmodule,"Rechnerarchitektur, Rechnernetze und Verteilte Systeme","[IN99560] Anerkennung im Bereich Rechnerarchitektur, Rechnernetze und Verteilte Systeme",#,,,1
121,[20221] Information Systems,Übergreifende Wahlmodule,"Rechnerarchitektur, Rechnernetze und Verteilte Systeme","[IN3450] Ausgewählte Themen aus dem Bereich Rechnerarchitektur, Rechnernetze und Verteilte Systeme",ee/ui/ca2/app/desktop/#/slc.cm.reg/student/modules/detail/light/1498135/study-year/1621,,5,1
121,[20221] Information Systems,Übergreifende Wahlmodule,"Rechnerarchitektur, Rechnernetze und Verteilte Systeme",[IN2324] Connected Mobility Basics,ee/ui/ca2/app/desktop/#/slc.cm.reg/student/modules/detail/light/1150616/study-year/1621,,8,1
121,[20221] Information Systems,Übergreifende Wahlmodule,"Rechnerarchitektur, Rechnernetze und Verteilte Systeme",[CIT4330013] Design Automation and Simulation for Microfluidic Devices,ee/ui/ca2/app/desktop/#/slc.cm.reg/student/modules/detail/light/3397185/study-year/1621,,5,1
121,[20221] Information Systems,Übergreifende Wahlmodule,"Rechnerarchitektur, Rechnernetze und Verteilte Systeme",[IN2259] Distributed Systems,ee/ui/ca2/app/desktop/#/slc.cm.reg/student/modules/detail/light/756837/study-year/1621,,5,1
121,[20221] Information Systems,Übergreifende Wahlmodule,"Rechnerarchitektur, Rechnernetze und Verteilte Systeme",[EI70630] HW/SW Codesign,ee/ui/ca2/app/desktop/#/slc.cm.reg/student/modules/detail/light/1743552/study-year/1621,,5,1
121,[20221] Information Systems,Übergreifende Wahlmodule,"Rechnerarchitektur, Rechnernetze und Verteilte Systeme",[IN2075] Microprocessors,ee/ui/ca2/app/desktop/#/slc.cm.reg/student/modules/detail/light/456670/study-year/1621,,5,1
121,[20221] Information Systems,Übergreifende Wahlmodule,"Rechnerarchitektur, Rechnernetze und Verteilte Systeme",[IN2098] Mobile verteilte Systeme,ee/ui/ca2/app/desktop/#/slc.cm.reg/student/modules/detail/light/460548/study-year/1621,,5,1
121,[20221] Information Systems,Übergreifende Wahlmodule,"Rechnerarchitektur, Rechnernetze und Verteilte Systeme",[IN2315] Network Coding,ee/ui/ca2/app/desktop/#/slc.cm.reg/student/modules/detail/light/1070916/study-year/1621,,6,1
121,[20221] Information Systems,Übergreifende Wahlmodule,"Rechnerarchitektur, Rechnernetze und Verteilte Systeme",[IN2099] Netz- und Systemmanagement,ee/ui/ca2/app/desktop/#/slc.cm.reg/student/modules/detail/light/456992/study-year/1621,,4,1
121,[20221] Information Systems,Übergreifende Wahlmodule,"Rechnerarchitektur, Rechnernetze und Verteilte Systeme",[IN2333] Protocol Design,ee/ui/ca2/app/desktop/#/slc.cm.reg/student/modules/detail/light/1826031/study-year/1621,,8,1
121,[20221] Information Systems,Übergreifende Wahlmodule,"Rechnerarchitektur, Rechnernetze und Verteilte Systeme",[IN2125] Virtualisierungstechniken,ee/ui/ca2/app/desktop/#/slc.cm.reg/student/modules/detail/light/457032/study-year/1621,,5,1
121,[20221] Information Systems,Übergreifende Wahlmodule,Robotik,,#,,,1
121,[20221] Information Systems,Übergreifende Wahlmodule,Robotik,[IN2376] Advanced Robot Control and Learning,ee/ui/ca2/app/desktop/#/slc.cm.reg/student/modules/detail/light/1734236/study-year/1621,,6,1
121,[20221] Information Systems,Übergreifende Wahlmodule,Robotik,[CIT433037] Advanced Robot Learning and Decision-Making,ee/ui/ca2/app/desktop/#/slc.cm.reg/student/modules/detail/light/4388109/study-year/1621,,5,1
121,[20221] Information Systems,Übergreifende Wahlmodule,Robotik,[IN2352] Angewandte Biorobotik,ee/ui/ca2/app/desktop/#/slc.cm.reg/student/modules/detail/light/1392538/study-year/1621,,6,1
121,[20221] Information Systems,Übergreifende Wahlmodule,Robotik,[IN3460] Ausgewählte Themen aus dem Bereich Robotik,ee/ui/ca2/app/desktop/#/slc.cm.reg/student/modules/detail/light/1498138/study-year/1621,,5,1
121,[20221] Information Systems,Übergreifende Wahlmodule,Robotik,[IN2356] Autonomes Fahren,ee/ui/ca2/app/desktop/#/slc.cm.reg/student/modules/detail/light/1446290/study-year/1621,,3,1
