Study_Program_ID,Name (0),Name (1),Name (2),Name (3),Link,Recommended_Semester,Credits,GF
121,[20221] Information Systems,Übergreifende Wahlmodule,Robotik,[IN2318] Autonomous Navigation for Flying Robots,ee/ui/ca2/app/desktop/#/slc.cm.reg/student/modules/detail/light/1126210/study-year/1621,,2,1
121,[20221] Information Systems,Übergreifende Wahlmodule,Robotik,[CIT436000] Beinroboter,ee/ui/ca2/app/desktop/#/slc.cm.reg/student/modules/detail/light/3939503/study-year/1621,,5,1
121,[20221] Information Systems,Übergreifende Wahlmodule,Robotik,[IN2222] Cognitive Systems,ee/ui/ca2/app/desktop/#/slc.cm.reg/student/modules/detail/light/487482/study-year/1621,,5,1
121,[20221] Information Systems,Übergreifende Wahlmodule,Robotik,[IN2305] Cyber-Physical Systems,ee/ui/ca2/app/desktop/#/slc.cm.reg/student/modules/detail/light/977331/study-year/1621,,6,1
121,[20221] Information Systems,Übergreifende Wahlmodule,Robotik,[IN2060] Echtzeitsysteme,ee/ui/ca2/app/desktop/#/slc.cm.reg/student/modules/detail/light/261091/study-year/1621,,6,1
121,[20221] Information Systems,Übergreifende Wahlmodule,Robotik,[IN2061] Einführung in die digitale Signalverarbeitung,ee/ui/ca2/app/desktop/#/slc.cm.reg/student/modules/detail/light/456531/study-year/1621,,7,1
121,[20221] Information Systems,Übergreifende Wahlmodule,Robotik,[IN2383] Formale Methoden für Cyber-Physical Systems,ee/ui/ca2/app/desktop/#/slc.cm.reg/student/modules/detail/light/1865608/study-year/1621,,5,1
121,[20221] Information Systems,Übergreifende Wahlmodule,Robotik,[CIT3330000] Introduction to Mobile Robotics,ee/ui/ca2/app/desktop/#/slc.cm.reg/student/modules/detail/light/3308453/study-year/1621,,6,1
121,[20221] Information Systems,Übergreifende Wahlmodule,Robotik,[MW2411] Konzepte und Software Design für Cyber-Physische Systeme,ee/ui/ca2/app/desktop/#/slc.cm.reg/student/modules/detail/light/1624241/study-year/1621,,5,1
121,[20221] Information Systems,Übergreifende Wahlmodule,Robotik,[IN2405] Neuroprosthetics: Artificial Limbs,ee/ui/ca2/app/desktop/#/slc.cm.reg/student/modules/detail/light/3018441/study-year/1621,,5,1
121,[20221] Information Systems,Übergreifende Wahlmodule,Robotik,[IN2308] Programmierung und Regelung für Mensch-Roboterinteraktion,ee/ui/ca2/app/desktop/#/slc.cm.reg/student/modules/detail/light/977264/study-year/1621,,5,1
121,[20221] Information Systems,Übergreifende Wahlmodule,Robotik,[IN2138] Robot Motion Planning,ee/ui/ca2/app/desktop/#/slc.cm.reg/student/modules/detail/light/473874/study-year/1621,,5,1
121,[20221] Information Systems,Übergreifende Wahlmodule,Robotik,[IN2067] Robotics,ee/ui/ca2/app/desktop/#/slc.cm.reg/student/modules/detail/light/261359/study-year/1621,,6,1
121,[20221] Information Systems,Übergreifende Wahlmodule,Robotik,[IN2068] Sensorgeführte Robotische Manipulation und Lokomotion,ee/ui/ca2/app/desktop/#/slc.cm.reg/student/modules/detail/light/261771/study-year/1621,,3,1
121,[20221] Information Systems,Übergreifende Wahlmodule,Robotik,[CIT4330017] Trustworthy Machine Learning Systems,ee/ui/ca2/app/desktop/#/slc.cm.reg/student/modules/detail/light/3573501/study-year/1621,,3,1
121,[20221] Information Systems,Übergreifende Wahlmodule,Sicherheit und Datenschutz,,#,,,1
121,[20221] Information Systems,Übergreifende Wahlmodule,Sicherheit und Datenschutz,[IN99570] Anerkanntes Wahlmodul im Bereich Sicherheit und Datenschutz,#,,,1
121,[20221] Information Systems,Übergreifende Wahlmodule,Sicherheit und Datenschutz,[EI71070] Advanced Cryptographic Implementations,ee/ui/ca2/app/desktop/#/slc.cm.reg/student/modules/detail/light/1808723/study-year/1621,,5,1
121,[20221] Information Systems,Übergreifende Wahlmodule,Sicherheit und Datenschutz,[CIT333000] Applied Cryptography for Decentralized Systems (ACDS),ee/ui/ca2/app/desktop/#/slc.cm.reg/student/modules/detail/light/4112127/study-year/1621,,5,1
121,[20221] Information Systems,Übergreifende Wahlmodule,Sicherheit und Datenschutz,[IN3470] Ausgewählte Themen aus dem Bereich Sicherheit und Datenschutz,ee/ui/ca2/app/desktop/#/slc.cm.reg/student/modules/detail/light/1498142/study-year/1621,,5,1
121,[20221] Information Systems,Übergreifende Wahlmodule,Sicherheit und Datenschutz,[EI70520] Circuit Design for Security,ee/ui/ca2/app/desktop/#/slc.cm.reg/student/modules/detail/light/1744305/study-year/1621,,5,1
121,[20221] Information Systems,Übergreifende Wahlmodule,Sicherheit und Datenschutz,[CIT4330015] Coding for Private Reliable and Efficient Distributed Learning,ee/ui/ca2/app/desktop/#/slc.cm.reg/student/modules/detail/light/3539143/study-year/1621,,5,1
121,[20221] Information Systems,Übergreifende Wahlmodule,Sicherheit und Datenschutz,[IN2341] Current Trends in IT Security,ee/ui/ca2/app/desktop/#/slc.cm.reg/student/modules/detail/light/1264715/study-year/1621,,5,1
121,[20221] Information Systems,Übergreifende Wahlmodule,Sicherheit und Datenschutz,[CIT433040] Embedded Systems and Security,ee/ui/ca2/app/desktop/#/slc.cm.reg/student/modules/detail/light/4389126/study-year/1621,,6,1
121,[20221] Information Systems,Übergreifende Wahlmodule,Sicherheit und Datenschutz,[IN2407] Hardwaresicherheit,ee/ui/ca2/app/desktop/#/slc.cm.reg/student/modules/detail/light/3106362/study-year/1621,,5,1
121,[20221] Information Systems,Übergreifende Wahlmodule,Sicherheit und Datenschutz,[EI73451] Informationstheoretische Sicherheit,ee/ui/ca2/app/desktop/#/slc.cm.reg/student/modules/detail/light/1366633/study-year/1621,,5,1
121,[20221] Information Systems,Übergreifende Wahlmodule,Sicherheit und Datenschutz,[CIT4330009] IoT Security,ee/ui/ca2/app/desktop/#/slc.cm.reg/student/modules/detail/light/3395263/study-year/1621,,5,1
121,[20221] Information Systems,Übergreifende Wahlmodule,Sicherheit und Datenschutz,[CIT3330002] IT-Sicherheit 2,ee/ui/ca2/app/desktop/#/slc.cm.reg/student/modules/detail/light/3470518/study-year/1621,,5,1
121,[20221] Information Systems,Übergreifende Wahlmodule,Sicherheit und Datenschutz,[CIT3330003] Kryptografie,ee/ui/ca2/app/desktop/#/slc.cm.reg/student/modules/detail/light/3494362/study-year/1621,,5,1
121,[20221] Information Systems,Übergreifende Wahlmodule,Sicherheit und Datenschutz,[IN2161] Netzwerke für den Zahlungsverkehr,ee/ui/ca2/app/desktop/#/slc.cm.reg/student/modules/detail/light/458249/study-year/1621,,3,1
121,[20221] Information Systems,Übergreifende Wahlmodule,Sicherheit und Datenschutz,[IN2194] Peer-to-Peer-Systems and Security,ee/ui/ca2/app/desktop/#/slc.cm.reg/student/modules/detail/light/487459/study-year/1621,,6,1
121,[20221] Information Systems,Übergreifende Wahlmodule,Sicherheit und Datenschutz,[EI71029] Physical Unclonable Functions,ee/ui/ca2/app/desktop/#/slc.cm.reg/student/modules/detail/light/1439257/study-year/1621,,5,1
121,[20221] Information Systems,Übergreifende Wahlmodule,Sicherheit und Datenschutz,[EI71073] Quantum Computers and Quantum Secure Communications,ee/ui/ca2/app/desktop/#/slc.cm.reg/student/modules/detail/light/1808722/study-year/1621,,5,1
121,[20221] Information Systems,Übergreifende Wahlmodule,Sicherheit und Datenschutz,[EI75671] Ringvorlesung Systemsicherheit,ee/ui/ca2/app/desktop/#/slc.cm.reg/student/modules/detail/light/1235884/study-year/1621,,3,1
121,[20221] Information Systems,Übergreifende Wahlmodule,Sicherheit und Datenschutz,[IN2313] Secure Coding,ee/ui/ca2/app/desktop/#/slc.cm.reg/student/modules/detail/light/1020200/study-year/1621,,6,1
121,[20221] Information Systems,Übergreifende Wahlmodule,Sicherheit und Datenschutz,[IN2178] Security Engineering,ee/ui/ca2/app/desktop/#/slc.cm.reg/student/modules/detail/light/460596/study-year/1621,,5,1
121,[20221] Information Systems,Übergreifende Wahlmodule,Sicherheit und Datenschutz,[EI71060] Security in Communications and Storage,ee/ui/ca2/app/desktop/#/slc.cm.reg/student/modules/detail/light/1704173/study-year/1621,,5,1
121,[20221] Information Systems,Übergreifende Wahlmodule,Sicherheit und Datenschutz,[EI7243] Sichere Implementierung kryptographischer Verfahren,ee/ui/ca2/app/desktop/#/slc.cm.reg/student/modules/detail/light/669621/study-year/1621,,6,1
121,[20221] Information Systems,Übergreifende Wahlmodule,Sicherheit und Datenschutz,[IN2362] Sprachbasierte Sicherheit,ee/ui/ca2/app/desktop/#/slc.cm.reg/student/modules/detail/light/1536250/study-year/1621,,5,1
121,[20221] Information Systems,Übergreifende Wahlmodule,Wissenschaftliches Rechnen und High Performance Computing,,#,,,1
121,[20221] Information Systems,Übergreifende Wahlmodule,Wissenschaftliches Rechnen und High Performance Computing,[IN2345] Algorithmen für Uncertainty Quantification,ee/ui/ca2/app/desktop/#/slc.cm.reg/student/modules/detail/light/1333663/study-year/1621,,5,1
121,[20221] Information Systems,Übergreifende Wahlmodule,Wissenschaftliches Rechnen und High Performance Computing,[IN2001] Algorithms for Scientific Computing,ee/ui/ca2/app/desktop/#/slc.cm.reg/student/modules/detail/light/456346/study-year/1621,,8,1
121,[20221] Information Systems,Übergreifende Wahlmodule,Wissenschaftliches Rechnen und High Performance Computing,[IN2002] Algorithms for Scientific Computing II,ee/ui/ca2/app/desktop/#/slc.cm.reg/student/modules/detail/light/456348/study-year/1621,,4,1
121,[20221] Information Systems,Übergreifende Wahlmodule,Wissenschaftliches Rechnen und High Performance Computing,[NAT7022] Anwendungen von Quantencomputing,ee/ui/ca2/app/desktop/#/slc.cm.reg/student/modules/detail/light/3304082/study-year/1621,,5,1
121,[20221] Information Systems,Übergreifende Wahlmodule,Wissenschaftliches Rechnen und High Performance Computing,[IN3480] Ausgewählte Themen aus dem Bereich Wissenschaftliches Rechnen und High Performance Computing,ee/ui/ca2/app/desktop/#/slc.cm.reg/student/modules/detail/light/1498144/study-year/1621,,5,1
121,[20221] Information Systems,Übergreifende Wahlmodule,Wissenschaftliches Rechnen und High Performance Computing,[IN2381] Einführung in Quantum Computing,ee/ui/ca2/app/desktop/#/slc.cm.reg/student/modules/detail/light/1816255/study-year/1621,,5,1
121,[20221] Information Systems,Übergreifende Wahlmodule,Wissenschaftliches Rechnen und High Performance Computing,[IN2400] Fortgeschrittene Konzepte des Quantum Computing,ee/ui/ca2/app/desktop/#/slc.cm.reg/student/modules/detail/light/2981021/study-year/1621,,5,1
121,[20221] Information Systems,Übergreifende Wahlmodule,Wissenschaftliches Rechnen und High Performance Computing,[IN2010] Modelling and Simulation,ee/ui/ca2/app/desktop/#/slc.cm.reg/student/modules/detail/light/456362/study-year/1621,,8,1
121,[20221] Information Systems,Übergreifende Wahlmodule,Wissenschaftliches Rechnen und High Performance Computing,[IN2398] Numerische Algorithmen im Hochleistungsrechnen,ee/ui/ca2/app/desktop/#/slc.cm.reg/student/modules/detail/light/2911533/study-year/1621,,8,1
121,[20221] Information Systems,Übergreifende Wahlmodule,Wissenschaftliches Rechnen und High Performance Computing,[IN2310] Parallel Program Engineering,ee/ui/ca2/app/desktop/#/slc.cm.reg/student/modules/detail/light/1060581/study-year/1621,,5,1
121,[20221] Information Systems,Übergreifende Wahlmodule,Wissenschaftliches Rechnen und High Performance Computing,[IN2147] Parallel Programming,ee/ui/ca2/app/desktop/#/slc.cm.reg/student/modules/detail/light/457062/study-year/1621,,5,1
121,[20221] Information Systems,Übergreifende Wahlmodule,Wissenschaftliches Rechnen und High Performance Computing,[IN2365] Parallel Programming Systems,ee/ui/ca2/app/desktop/#/slc.cm.reg/student/modules/detail/light/1507004/study-year/1621,,3,1
121,[20221] Information Systems,Übergreifende Wahlmodule,Wissenschaftliches Rechnen und High Performance Computing,[IN2306] Scientific Computing in Circuit Simulation,ee/ui/ca2/app/desktop/#/slc.cm.reg/student/modules/detail/light/977334/study-year/1621,,5,1
121,[20221] Information Systems,Übergreifende Wahlmodule,Wissenschaftliches Rechnen und High Performance Computing,[CIT4330012] Software for Quantum Computing,ee/ui/ca2/app/desktop/#/slc.cm.reg/student/modules/detail/light/3397169/study-year/1621,,5,1
121,[20221] Information Systems,Übergreifende Wahlmodule,Wissenschaftliches Rechnen und High Performance Computing,[IN2388] Tensornetzwerke,ee/ui/ca2/app/desktop/#/slc.cm.reg/student/modules/detail/light/2809143/study-year/1621,,5,1
121,[20221] Information Systems,Übergreifende Wahlmodule,Wissenschaftliches Rechnen und High Performance Computing,[IN2387] Time Integration and Differential Equations,ee/ui/ca2/app/desktop/#/slc.cm.reg/student/modules/detail/light/2809326/study-year/1621,,5,1
121,[20221] Information Systems,Übergreifende Wahlmodule,Wissenschaftliches Rechnen und High Performance Computing,[IN2311] Turbulent Flow Simulation on HPC-Systems,ee/ui/ca2/app/desktop/#/slc.cm.reg/student/modules/detail/light/1060610/study-year/1621,,5,1
121,[20221] Information Systems,Übergreifende Wahlmodule,Wirtschaftsinformatik,,#,,5,1
121,[20221] Information Systems,Übergreifende Wahlmodule,Wirtschaftsinformatik,[IN99590] Anerkanntes Wahlmodul im Bereich Wirtschaftsinformatik,#,,,1
121,[20221] Information Systems,Übergreifende Wahlmodule,Wirtschaftsinformatik,[IN99591] Anerkanntes Wahlmodul im Bereich Wirtschaftsinformatik,#,,,1
121,[20221] Information Systems,Übergreifende Wahlmodule,Wirtschaftsinformatik,[IN99592] Anerkanntes Wahlmodul im Bereich Wirtschaftsinformatik,#,,,1
121,[20221] Information Systems,Übergreifende Wahlmodule,Wirtschaftsinformatik,[IN2390] Advanced Deep Learning for Computer Vision: Visual Computing,ee/ui/ca2/app/desktop/#/slc.cm.reg/student/modules/detail/light/2808965/study-year/1621,,8,1
121,[20221] Information Systems,Übergreifende Wahlmodule,Wirtschaftsinformatik,[CIT323002] AI Governance,ee/ui/ca2/app/desktop/#/slc.cm.reg/student/modules/detail/light/4390207/study-year/1621,,2,1
121,[20221] Information Systems,Übergreifende Wahlmodule,Wirtschaftsinformatik,[IN2359] Blockchain-based Systems Engineering,ee/ui/ca2/app/desktop/#/slc.cm.reg/student/modules/detail/light/1616748/study-year/1621,,5,1
121,[20221] Information Systems,Übergreifende Wahlmodule,Wirtschaftsinformatik,[IN2073] Cloud Computing,ee/ui/ca2/app/desktop/#/slc.cm.reg/student/modules/detail/light/456656/study-year/1621,,4,1
121,[20221] Information Systems,Übergreifende Wahlmodule,Wirtschaftsinformatik,[IN2406] Fundamentals of Artificial Intelligence,ee/ui/ca2/app/desktop/#/slc.cm.reg/student/modules/detail/light/3106358/study-year/1621,,6,1
121,[20221] Information Systems,Übergreifende Wahlmodule,Wirtschaftsinformatik,[IN2079] IT und Unternehmensberatung,ee/ui/ca2/app/desktop/#/slc.cm.reg/student/modules/detail/light/456924/study-year/1621,,3,1
121,[20221] Information Systems,Übergreifende Wahlmodule,Wirtschaftsinformatik,[IN2396] Master-Seminar Wirtschaftsinformatik,ee/ui/ca2/app/desktop/#/slc.cm.reg/student/modules/detail/light/3003603/study-year/1621,,5,1
121,[20221] Information Systems,Übergreifende Wahlmodule,Wirtschaftsinformatik,[IN2101] Network Security,ee/ui/ca2/app/desktop/#/slc.cm.reg/student/modules/detail/light/456996/study-year/1621,,5,1
121,[20221] Information Systems,Übergreifende Wahlmodule,Wirtschaftsinformatik,[IN2394] Requirements Engineering,ee/ui/ca2/app/desktop/#/slc.cm.reg/student/modules/detail/light/2809336/study-year/1621,,3,1
121,[20221] Information Systems,Übergreifende Wahlmodule,Wirtschaftsinformatik,[CIT4230000] Strategic IT Management,ee/ui/ca2/app/desktop/#/slc.cm.reg/student/modules/detail/light/3260506/study-year/1621,,4,1
121,[20221] Information Systems,Übergreifende Wahlmodule,Human Centered Engineering,,#,,,1
121,[20221] Information Systems,Übergreifende Wahlmodule,Human Centered Engineering,[IN99580] Anerkennung im Bereich Human Centered Engineering,#,,,1
121,[20221] Information Systems,Übergreifende Wahlmodule,Human Centered Engineering,[IN2018] Augmented Reality,ee/ui/ca2/app/desktop/#/slc.cm.reg/student/modules/detail/light/456372/study-year/1621,,6,1
121,[20221] Information Systems,Übergreifende Wahlmodule,Human Centered Engineering,[IN2093] eLearning - Techniken und Infrastrukturen,ee/ui/ca2/app/desktop/#/slc.cm.reg/student/modules/detail/light/460540/study-year/1621,,3,1
121,[20221] Information Systems,Übergreifende Wahlmodule,Human Centered Engineering,[IN2241] Social Computing,ee/ui/ca2/app/desktop/#/slc.cm.reg/student/modules/detail/light/654521/study-year/1621,,5,1
121,[20221] Information Systems,Übergreifende Wahlmodule,Human Centered Engineering,[IN2111] 3D User Interfaces,ee/ui/ca2/app/desktop/#/slc.cm.reg/student/modules/detail/light/473857/study-year/1621,,6,1
121,[20221] Information Systems,Übergreifende Wahlmodule,Module Grundlagen,,#,,,1
121,[20221] Information Systems,Übergreifende Wahlmodule,Module Grundlagen,[IN0009] Grundlagen: Betriebssysteme und Systemsoftware,ee/ui/ca2/app/desktop/#/slc.cm.reg/student/modules/detail/light/452822/study-year/1621,,6,1
121,[20221] Information Systems,Übergreifende Wahlmodule,Module Grundlagen,[IN0011] Einführung in die Theoretische Informatik,ee/ui/ca2/app/desktop/#/slc.cm.reg/student/modules/detail/light/454045/study-year/1621,,8,1
121,[20221] Information Systems,Übergreifende Wahlmodule,Module Grundlagen,[IN0019] Numerisches Programmieren,ee/ui/ca2/app/desktop/#/slc.cm.reg/student/modules/detail/light/454055/study-year/1621,,6,1
121,[20221] Information Systems,Übergreifende Wahlmodule,Module ohne Zuordnung,,#,,,1
121,[20221] Information Systems,Übergreifende Wahlmodule,Module ohne Zuordnung,Zusätzliches (Entwicklungs)praktikum - 1 aus 4,#,,10,1
121,[20221] Information Systems,Übergreifende Wahlmodule,Module ohne Zuordnung,[IN99596] Anerkanntes Wahlmodul im Bereich Module ohne Zuordnung,#,,,1
121,[20221] Information Systems,Übergreifende Wahlmodule,Module ohne Zuordnung,[IN99597] Anerkanntes Wahlmodul im Bereich Module ohne Zuordnung,#,,,1
121,[20221] Information Systems,Übergreifende Wahlmodule,Module ohne Zuordnung,[CIT323000] Concepts of C++ Programming,ee/ui/ca2/app/desktop/#/slc.cm.reg/student/modules/detail/light/4110214/study-year/1621,,6,1
121,[20221] Information Systems,Übergreifende Wahlmodule,Module ohne Zuordnung,[IN2169] Guided Research,ee/ui/ca2/app/desktop/#/slc.cm.reg/student/modules/detail/light/458261/study-year/1621,,10,1
121,[20221] Information Systems,Übergreifende Wahlmodule,Module ohne Zuordnung,[IN2107] Master-Seminar,ee/ui/ca2/app/desktop/#/slc.cm.reg/student/modules/detail/light/1248712/study-year/1621,,5,1
121,[20221] Information Systems,Übergreifende Wahlmodule,Module ohne Zuordnung,[IN2348] Ringvorlesung Digitalisierung,ee/ui/ca2/app/desktop/#/slc.cm.reg/student/modules/detail/light/1350593/study-year/1621,,2,1
121,[20221] Information Systems,Übergreifende Wahlmodule,Anerkennungen,,#,,,1
121,[20221] Information Systems,Übergreifende Wahlmodule,Anerkennungen,[IN9951] Anerkanntes Wahlmodul,#,,,1
121,[20221] Information Systems,Übergreifende Wahlmodule,Anerkennungen,[IN9952] Anerkanntes Wahlmodul,#,,,1
121,[20221] Information Systems,Übergreifende Wahlmodule,Anerkennungen,[IN9953] Anerkanntes Wahlmodul,#,,,1
121,[20221] Information Systems,Übergreifende Wahlmodule,Anerkennungen,[IN9954] Anerkanntes Wahlmodul,#,,,1
121,[20221] Information Systems,Übergreifende Wahlmodule,Anerkennungen,[IN9955] Anerkanntes Wahlmodul,#,,,1
121,[20221] Information Systems,Wahlmodule Überfachliche Grundlagen,,,#,,6,1
121,[20221] Information Systems,Wahlmodule Überfachliche Grundlagen,Sprachmodule,,#,,6,1
121,[20221] Information Systems,Wahlmodule Überfachliche Grundlagen,Sprachmodule,Deutsch im Masterstudium,#,,,1
121,[20221] Information Systems,Wahlmodule Überfachliche Grundlagen,Sprachmodule,Fachsprachkurse C2,#,,,1
121,[20221] Information Systems,Wahlmodule Überfachliche Grundlagen,Sprachmodule,Sprachkurse auf Antrag,#,,,1
121,[20221] Information Systems,Wahlmodule Überfachliche Grundlagen,Studiengangsübergreifende Angebote der Carl von Linde-Akademie,,#,,,1
121,[20221] Information Systems,Wahlmodule Überfachliche Grundlagen,Studiengangsübergreifende Angebote der Carl von Linde-Akademie,"[ED0038] Technik, Wirtschaft und Gesellschaft",ee/ui/ca2/app/desktop/#/slc.cm.reg/student/modules/detail/light/582571/study-year/1621,,3,1
121,[20221] Information Systems,Wahlmodule Überfachliche Grundlagen,Studiengangsübergreifende Angebote der Carl von Linde-Akademie,[ED00471] Geschichte der Technik in der Frühen Neuzeit,ee/ui/ca2/app/desktop/#/slc.cm.reg/student/modules/detail/light/1010786/study-year/1621,,3,1
121,[20221] Information Systems,Wahlmodule Überfachliche Grundlagen,Studiengangsübergreifende Angebote der Carl von Linde-Akademie,[ED00472] Geschichte der Technik in der Moderne I,ee/ui/ca2/app/desktop/#/slc.cm.reg/student/modules/detail/light/1010801/study-year/1621,,3,1
121,[20221] Information Systems,Wahlmodule Überfachliche Grundlagen,Studiengangsübergreifende Angebote der Carl von Linde-Akademie,[ED00473] Geschichte der Technik in der Moderne II,ee/ui/ca2/app/desktop/#/slc.cm.reg/student/modules/detail/light/1010878/study-year/1621,,3,1
121,[20221] Information Systems,Wahlmodule Überfachliche Grundlagen,Studiengangsübergreifende Angebote der Carl von Linde-Akademie,[ED0141] Logik,ee/ui/ca2/app/desktop/#/slc.cm.reg/student/modules/detail/light/658736/study-year/1621,,5,1
121,[20221] Information Systems,Wahlmodule Überfachliche Grundlagen,Studiengangsübergreifende Angebote der Carl von Linde-Akademie,[POL70036] Masterkurs Spezielle Soziologie (3.So.14),ee/ui/ca2/app/desktop/#/slc.cm.reg/student/modules/detail/light/673202/study-year/1621,,6,1
121,[20221] Information Systems,Wahlmodule Überfachliche Grundlagen,Studiengangsübergreifende Angebote der Carl von Linde-Akademie,"[ED0179] Technik, Natur und Gesellschaft",ee/ui/ca2/app/desktop/#/slc.cm.reg/student/modules/detail/light/462989/study-year/1621,,3,1
121,[20221] Information Systems,Wahlmodule Überfachliche Grundlagen,Studiengangsübergreifende Angebote der Carl von Linde-Akademie,[ED0218] Wissenschafts- und Technikkommunikation,ee/ui/ca2/app/desktop/#/slc.cm.reg/student/modules/detail/light/754181/study-year/1621,,5,1
121,[20221] Information Systems,Wahlmodule Überfachliche Grundlagen,Studiengangsübergreifende Angebote der Carl von Linde-Akademie,[POL70056] Fallstudien zur Unternehmensethik,ee/ui/ca2/app/desktop/#/slc.cm.reg/student/modules/detail/light/1017267/study-year/1621,,3,1
121,[20221] Information Systems,Wahlmodule Überfachliche Grundlagen,Studiengangsübergreifende Angebote der Carl von Linde-Akademie,[ED0312] Wissenschafts- und Technikkommunikation (für Lehramt),ee/ui/ca2/app/desktop/#/slc.cm.reg/student/modules/detail/light/1146968/study-year/1621,,4,1
121,[20221] Information Systems,Wahlmodule Überfachliche Grundlagen,Studiengangsübergreifende Angebote der Carl von Linde-Akademie,[CLA10516] Advanced Techniques in Modelling Complex Systems,ee/ui/ca2/app/desktop/#/slc.cm.reg/student/modules/detail/light/694854/study-year/1621,,1,1
121,[20221] Information Systems,Wahlmodule Überfachliche Grundlagen,Studiengangsübergreifende Angebote der Carl von Linde-Akademie,[CLA11216] Agile project management hands-on,ee/ui/ca2/app/desktop/#/slc.cm.reg/student/modules/detail/light/1142612/study-year/1621,,1,1
121,[20221] Information Systems,Wahlmodule Überfachliche Grundlagen,Studiengangsübergreifende Angebote der Carl von Linde-Akademie,[CLA30502] Arbeits- und Lebenswelten in der Literatur,ee/ui/ca2/app/desktop/#/slc.cm.reg/student/modules/detail/light/675551/study-year/1621,,3,1
121,[20221] Information Systems,Wahlmodule Überfachliche Grundlagen,Studiengangsübergreifende Angebote der Carl von Linde-Akademie,[CLA20701] Art in Motion. Training for Excellence,ee/ui/ca2/app/desktop/#/slc.cm.reg/student/modules/detail/light/1250255/study-year/1621,,2,1
121,[20221] Information Systems,Wahlmodule Überfachliche Grundlagen,Studiengangsübergreifende Angebote der Carl von Linde-Akademie,[CLA10602] Basic Techniques in Modelling Complex Systems,ee/ui/ca2/app/desktop/#/slc.cm.reg/student/modules/detail/light/694222/study-year/1621,,1,1
121,[20221] Information Systems,Wahlmodule Überfachliche Grundlagen,Studiengangsübergreifende Angebote der Carl von Linde-Akademie,[CLA10800] Betriebswirtschaftlich Denken,ee/ui/ca2/app/desktop/#/slc.cm.reg/student/modules/detail/light/821876/study-year/1621,,1,1
121,[20221] Information Systems,Wahlmodule Überfachliche Grundlagen,Studiengangsübergreifende Angebote der Carl von Linde-Akademie,[CLA30257] Big Band,ee/ui/ca2/app/desktop/#/slc.cm.reg/student/modules/detail/light/855941/study-year/1621,,3,1
121,[20221] Information Systems,Wahlmodule Überfachliche Grundlagen,Studiengangsübergreifende Angebote der Carl von Linde-Akademie,[CLA21103] Big Data - Big Impact?,ee/ui/ca2/app/desktop/#/slc.cm.reg/student/modules/detail/light/981530/study-year/1621,,2,1
121,[20221] Information Systems,Wahlmodule Überfachliche Grundlagen,Studiengangsübergreifende Angebote der Carl von Linde-Akademie,"[CLA20803] Cognitive Science: Denken, Erkennen und Wissen",ee/ui/ca2/app/desktop/#/slc.cm.reg/student/modules/detail/light/828873/study-year/1621,,2,1
121,[20221] Information Systems,Wahlmodule Überfachliche Grundlagen,Studiengangsübergreifende Angebote der Carl von Linde-Akademie,"[CLA30803] Cognitive Science: Denken, Erkennen und Wissen",ee/ui/ca2/app/desktop/#/slc.cm.reg/student/modules/detail/light/1230673/study-year/1621,,3,1
121,[20221] Information Systems,Wahlmodule Überfachliche Grundlagen,Studiengangsübergreifende Angebote der Carl von Linde-Akademie,[CLA10555] Communication and Facilitation in Project Teams,ee/ui/ca2/app/desktop/#/slc.cm.reg/student/modules/detail/light/679851/study-year/1621,,1,1
121,[20221] Information Systems,Wahlmodule Überfachliche Grundlagen,Studiengangsübergreifende Angebote der Carl von Linde-Akademie,[CLA10509] Creative Problem Solving,ee/ui/ca2/app/desktop/#/slc.cm.reg/student/modules/detail/light/675554/study-year/1621,,1,1
121,[20221] Information Systems,Wahlmodule Überfachliche Grundlagen,Studiengangsübergreifende Angebote der Carl von Linde-Akademie,"[CLA20704] Denken, Erkennen und Wissen",ee/ui/ca2/app/desktop/#/slc.cm.reg/student/modules/detail/light/675557/study-year/1621,,2,1
121,[20221] Information Systems,Wahlmodule Überfachliche Grundlagen,Studiengangsübergreifende Angebote der Carl von Linde-Akademie,[CLA21206] Der Irrtum,ee/ui/ca2/app/desktop/#/slc.cm.reg/student/modules/detail/light/1057238/study-year/1621,,2,1
121,[20221] Information Systems,Wahlmodule Überfachliche Grundlagen,Studiengangsübergreifende Angebote der Carl von Linde-Akademie,[CLA10510] Der Wandel des deutschen Wissenschaftssystems,ee/ui/ca2/app/desktop/#/slc.cm.reg/student/modules/detail/light/675558/study-year/1621,,1,1
121,[20221] Information Systems,Wahlmodule Überfachliche Grundlagen,Studiengangsübergreifende Angebote der Carl von Linde-Akademie,[CLA20705] Diversität und Konfliktmanagement,ee/ui/ca2/app/desktop/#/slc.cm.reg/student/modules/detail/light/729420/study-year/1621,,2,1
121,[20221] Information Systems,Wahlmodule Überfachliche Grundlagen,Studiengangsübergreifende Angebote der Carl von Linde-Akademie,[CLA10512] Effektiver werden - allein und im Team,ee/ui/ca2/app/desktop/#/slc.cm.reg/student/modules/detail/light/675565/study-year/1621,,1,1
121,[20221] Information Systems,Wahlmodule Überfachliche Grundlagen,Studiengangsübergreifende Angebote der Carl von Linde-Akademie,[CLA10220] Einführung in ausgewählte Methoden der Problemlösung,ee/ui/ca2/app/desktop/#/slc.cm.reg/student/modules/detail/light/675568/study-year/1621,,1,1
